ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1970,1970-09-20,1,22.052,MIA,@,BOS,L 14-27,0,0,,0,1,0,0.00,0,0,0
2,1970,1970-09-27,2,22.059,MIA,@,HOU,W 20-10,1,3,3.00,1,0,0,,0,1,6
3,1970,1970-10-03,3,22.065,MIA,,OAK,W 20-13,,,,,,,,,,
4,1970,1970-10-10,4,22.072,MIA,@,NYJ,W 20-6,,,,,,,,,,
5,1970,1970-10-18,5,22.080,MIA,@,BUF,W 33-14,,,,,,,,,,
6,1970,1970-10-25,6,22.087,MIA,,CLE,L 0-28,,,,,,,,,,
7,1970,1970-11-01,7,22.094,MIA,@,BAL,L 0-35,,,,,,,,,,
8,1970,1970-11-08,8,22.101,MIA,@,PHI,L 17-24,0,0,,0,1,0,0.00,0,0,0
9,1970,1970-11-15,9,22.108,MIA,,NOR,W 21-10,,,,,,,,,,
10,1970,1970-11-22,10,22.115,MIA,,BAL,W 34-17,,,,,,,,,,
11,1970,1970-11-30,11,22.123,MIA,@,ATL,W 20-7,,,,,,,,,,
12,1970,1970-12-06,12,22.129,MIA,,BOS,W 37-20,,,,,,,,,,
13,1970,1970-12-13,13,22.136,MIA,,NYJ,W 16-10,,,,,,,,,,
14,1970,1970-12-20,14,22.143,MIA,,BUF,W 45-7,,,,,,,,,,
15,1971,1971-09-19,1,23.051,MIA,@,DEN,T 10-10,1,6,6.00,0,0,0,,0,0,0
16,1971,1971-09-26,2,23.058,MIA,@,BUF,W 29-14,,,,,,,,,,
17,1971,1971-10-03,3,23.065,MIA,,NYJ,L 10-14,,,,,,,,,,
18,1971,1971-10-10,4,23.072,MIA,@,CIN,W 23-13,,,,,,,,,,
19,1971,1971-10-17,5,23.079,MIA,,NWE,W 41-3,,,,,,,,,,
20,1971,1971-10-24,6,23.086,MIA,@,NYJ,W 30-14,,,,,,,,,,
21,1971,1971-10-31,7,23.093,MIA,@,RAM,W 20-14,,,,,,,,,,
22,1971,1971-11-07,8,23.100,MIA,,BUF,W 34-0,2,13,6.50,1,0,0,,0,1,6
23,1971,1971-11-14,9,23.107,MIA,,PIT,W 24-21,,,,,,,,,,
24,1971,1971-12-11,13,23.134,MIA,@,BAL,L 3-14,,,,,,,,,,
25,1971,1971-12-19,14,23.142,MIA,,GNB,W 27-6,,,,,,,,,,
26,1972,1972-09-17,1,24.049,MIA,@,KAN,W 20-10,,,,,,,,,,
27,1972,1972-09-24,2,24.056,MIA,,HOU,W 34-13,1,23,23.00,0,0,0,,0,0,0
28,1972,1972-10-01,3,24.063,MIA,@,MIN,W 16-14,3,39,13.00,1,0,0,,0,1,6
29,1972,1972-10-08,4,24.070,MIA,@,NYJ,W 27-17,,,,,,,,,,
30,1972,1972-10-15,5,24.077,MIA,,SDG,W 24-10,1,13,13.00,0,0,0,,0,0,0
31,1972,1972-10-22,6,24.084,MIA,,BUF,W 24-23,,,,,,,,,,
32,1972,1972-10-29,7,24.091,MIA,@,BAL,W 23-0,,,,,,,,,,
33,1972,1972-11-05,8,24.098,MIA,@,BUF,W 30-16,1,13,13.00,0,0,0,,0,0,0
34,1972,1972-11-12,9,24.105,MIA,,NWE,W 52-0,2,53,26.50,1,0,0,,0,1,6
35,1972,1972-11-19,10,24.112,MIA,,NYJ,W 28-24,1,13,13.00,0,0,0,,0,0,0
36,1972,1972-11-27,11,24.120,MIA,,STL,W 31-10,,,,,,,,,,
37,1972,1972-12-03,12,24.126,MIA,@,NWE,W 37-21,1,3,3.00,1,0,0,,0,1,6
38,1972,1972-12-10,13,24.133,MIA,@,NYG,W 23-13,1,11,11.00,0,0,0,,0,0,0
39,1972,1972-12-16,14,24.139,MIA,,BAL,W 16-0,,,,,,,,,,
40,1973,1973-09-16,1,25.048,MIA,,SFO,W 21-13,1,10,10.00,0,0,0,,0,0,0
41,1973,1973-09-23,2,25.055,MIA,@,OAK,L 7-12,2,38,19.00,1,0,0,,0,1,6
42,1973,1973-09-30,3,25.062,MIA,,NWE,W 44-23,1,12,12.00,0,0,0,,0,0,0
43,1973,1973-10-07,4,25.069,MIA,,NYJ,W 31-3,2,19,9.50,0,0,0,,0,0,0
44,1973,1973-10-15,5,25.077,MIA,@,CLE,W 17-9,,,,,,,,,,
45,1973,1973-10-21,6,25.083,MIA,,BUF,W 27-6,4,71,17.75,2,0,0,,0,2,12
46,1973,1973-10-28,7,25.090,MIA,@,NWE,W 30-14,3,43,14.33,0,0,0,,0,0,0
47,1973,1973-11-04,8,25.097,MIA,@,NYJ,W 24-14,,,,,,,,,,
48,1973,1973-11-11,9,25.104,MIA,,BAL,W 44-0,1,8,8.00,0,0,0,,0,0,0
49,1973,1973-11-18,10,25.111,MIA,@,BUF,W 17-0,4,52,13.00,0,0,0,,0,0,0
50,1973,1973-11-22,11,25.115,MIA,@,DAL,W 14-7,,,,,,,,,,
51,1973,1973-12-03,12,25.126,MIA,,PIT,W 30-26,3,24,8.00,1,0,0,,0,1,6
52,1973,1973-12-09,13,25.132,MIA,@,BAL,L 3-16,1,10,10.00,0,0,0,,0,0,0
53,1973,1973-12-15,14,25.138,MIA,,DET,W 34-7,2,15,7.50,0,0,0,,0,0,0
54,1974,1974-09-15,1,26.047,MIA,@,NWE,L 24-34,2,17,8.50,0,0,0,,0,0,0
55,1974,1974-09-22,2,26.054,MIA,@,BUF,W 24-16,2,9,4.50,1,0,0,,0,1,6
56,1974,1974-09-29,3,26.061,MIA,@,SDG,W 28-21,4,101,25.25,0,0,0,,0,0,0
57,1974,1974-10-07,4,26.069,MIA,,NYJ,W 21-17,6,61,10.17,1,0,0,,0,1,6
58,1974,1974-10-13,5,26.075,MIA,@,WAS,L 17-20,2,17,8.50,0,0,0,,0,0,0
59,1974,1974-10-20,6,26.082,MIA,,KAN,W 9-3,2,18,9.00,0,0,0,,0,0,0
60,1974,1974-10-27,7,26.089,MIA,,BAL,W 17-7,2,15,7.50,0,0,0,,0,0,0
61,1974,1974-11-03,8,26.096,MIA,,ATL,W 42-7,1,18,18.00,1,0,0,,0,1,6
62,1974,1974-11-10,9,26.103,MIA,@,NOR,W 21-0,3,10,3.33,2,0,0,,0,2,12
63,1974,1974-11-17,10,26.110,MIA,,BUF,W 35-28,1,2,2.00,0,0,0,,0,0,0
64,1974,1974-11-24,11,26.117,MIA,@,NYJ,L 14-17,2,38,19.00,0,0,0,,0,0,0
65,1974,1974-12-02,12,26.125,MIA,,CIN,W 24-3,1,4,4.00,1,0,0,,0,1,6
66,1974,1974-12-08,13,26.131,MIA,@,BAL,W 17-16,3,37,12.33,0,0,0,,0,0,0
67,1974,1974-12-15,14,26.138,MIA,,NWE,W 34-27,2,27,13.50,0,0,0,,0,0,0
68,1975,1975-09-22,1,27.054,MIA,,OAK,L 21-31,3,33,11.00,0,0,0,,0,0,0
69,1975,1975-09-28,2,27.060,MIA,@,NWE,W 22-14,,,,,,,,,,
70,1975,1975-10-05,3,27.067,MIA,@,GNB,W 31-7,,,,,,,,,,
71,1975,1975-10-12,4,27.074,MIA,,PHI,W 24-16,1,3,3.00,0,0,0,,0,0,0
72,1975,1975-10-19,5,27.081,MIA,@,NYJ,W 43-0,1,32,32.00,1,0,0,,0,1,6
73,1975,1975-10-26,6,27.088,MIA,@,BUF,W 35-30,1,5,5.00,1,0,0,,0,1,6
74,1975,1975-11-02,7,27.095,MIA,@,CHI,W 46-13,2,28,14.00,0,0,0,,0,0,0
75,1975,1975-11-09,8,27.102,MIA,,NYJ,W 27-7,,,,,,,,,,
76,1975,1975-11-16,9,27.109,MIA,@,HOU,L 19-20,6,69,11.50,1,0,0,,0,1,6
77,1975,1975-11-23,10,27.116,MIA,,BAL,L 17-33,1,4,4.00,1,0,0,,0,1,6
78,1975,1975-12-01,11,27.124,MIA,,NWE,W 20-7,2,15,7.50,0,0,0,,0,0,0
79,1975,1975-12-07,12,27.130,MIA,,BUF,W 31-21,,,,,,,,,,
80,1975,1975-12-14,13,27.137,MIA,@,BAL,L 7-10,,,,,,,,,,
81,1975,1975-12-20,14,27.143,MIA,,DEN,W 14-13,4,28,7.00,0,0,0,,0,0,0
82,1976,1976-09-13,1,28.045,MIA,@,BUF,W 30-21,,,,,,,,,,
83,1976,1976-09-19,2,28.051,MIA,@,NWE,L 14-30,1,8,8.00,0,0,0,,0,0,0
84,1976,1976-09-26,3,28.058,MIA,,NYJ,W 16-0,3,32,10.67,1,0,0,,0,1,6
85,1976,1976-10-03,4,28.065,MIA,,RAM,L 28-31,,,,,,,,,,
86,1976,1976-10-10,5,28.072,MIA,@,BAL,L 14-28,,,,,,,,,,
87,1976,1976-10-17,6,28.079,MIA,,KAN,L 17-20,2,34,17.00,0,0,0,,0,0,0
88,1976,1976-10-24,7,28.086,MIA,@,TAM,W 23-20,1,13,13.00,0,0,0,,0,0,0
89,1976,1976-10-31,8,28.093,MIA,,NWE,W 10-3,5,51,10.20,1,0,0,,0,1,6
90,1976,1976-11-07,9,28.100,MIA,@,NYJ,W 27-7,1,18,18.00,1,0,0,,0,1,6
91,1976,1976-11-14,10,28.107,MIA,@,PIT,L 3-14,3,40,13.33,0,0,0,,0,0,0
92,1976,1976-11-22,11,28.115,MIA,,BAL,L 16-17,3,36,12.00,1,0,0,,0,1,6
93,1976,1976-11-28,12,28.121,MIA,@,CLE,L 13-17,1,7,7.00,0,0,0,,0,0,0
94,1976,1976-12-05,13,28.128,MIA,,BUF,W 45-27,,,,,,,,,,
95,1976,1976-12-11,14,28.134,MIA,,MIN,L 7-29,2,21,10.50,0,0,0,,0,0,0
96,1977,1977-09-18,1,29.050,MIA,@,BUF,W 13-0,,,,,,,,,,
97,1977,1977-09-25,2,29.057,MIA,@,SFO,W 19-15,,,,,,,,,,
98,1977,1977-10-02,3,29.064,MIA,,HOU,W 27-7,,,,,,,,,,
99,1977,1977-10-09,4,29.071,MIA,@,BAL,L 28-45,,,,,,,,,,
100,1977,1977-10-16,5,29.078,MIA,,NYJ,W 21-17,,,,,,,,,,
101,1977,1977-10-23,6,29.085,MIA,,SEA,W 31-13,,,,,,,,,,
102,1977,1977-10-30,7,29.092,MIA,,SDG,L 13-14,,,,,,,,,,
103,1977,1977-11-06,8,29.099,MIA,@,NYJ,W 14-10,,,,,,,,,,
104,1977,1977-11-13,9,29.106,MIA,,NWE,W 17-5,1,8,8.00,0,0,0,,0,0,0
105,1977,1977-11-20,10,29.113,MIA,@,CIN,L 17-23,2,16,8.00,0,0,0,,0,0,0
106,1977,1977-11-24,11,29.117,MIA,@,STL,W 55-14,1,15,15.00,0,0,0,,0,0,0
107,1977,1977-12-05,12,29.128,MIA,,BAL,W 17-6,,,,,,,,,,
108,1977,1977-12-11,13,29.134,MIA,@,NWE,L 10-14,2,24,12.00,0,0,0,,0,0,0
109,1977,1977-12-17,14,29.140,MIA,,BUF,W 31-14,,,,,,,,,,
110,1978,1978-10-15,7,30.077,PIT,@,CLE,W 34-14,,,,,,,,,,
111,1978,1978-10-23,8,30.085,PIT,,HOU,L 17-24,,,,,,,,,,
112,1978,1978-10-29,9,30.091,PIT,,KAN,W 27-24,,,,,,,,,,
113,1978,1978-11-05,10,30.098,PIT,,NOR,W 20-14,,,,,,,,,,
114,1978,1978-11-12,11,30.105,PIT,@,RAM,L 7-10,,,,,,,,,,
115,1978,1978-11-19,12,30.112,PIT,,CIN,W 7-6,,,,,,,,,,
116,1978,1978-11-27,13,30.120,PIT,@,SFO,W 24-7,,,,,,,,,,
117,1978,1978-12-03,14,30.126,PIT,@,HOU,W 13-3,,,,,,,,,,
118,1978,1978-12-09,15,30.132,PIT,,BAL,W 35-13,,,,,,,,,,
119,1978,1978-12-16,16,30.139,PIT,@,DEN,W 21-17,,,,,,,,,,
