ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,23.351,SEA,,CLE,L 7-21,,,,,,,,,,
2,1982,1982-09-19,2,23.358,SEA,@,HOU,L 21-23,,,,,,,,,,
3,1982,1982-11-21,3,24.056,SEA,@,DEN,W 17-10,0,0,,0,1,6,1.0,1,31,1
4,1982,1982-11-28,4,24.063,SEA,,PIT,W 16-0,,,,,,,,,,
5,1982,1982-12-05,5,24.070,SEA,@,RAI,L 23-28,,,,,,,,,,
6,1982,1982-12-12,6,24.077,SEA,,CHI,W 20-14,,,,,,,,,,
7,1982,1982-12-19,7,24.084,SEA,,NWE,L 0-16,,,,,,,,,,
8,1982,1982-12-26,8,24.091,SEA,@,CIN,L 10-24,,,,,,,,,,
9,1982,1983-01-02,9,24.098,SEA,,DEN,W 13-11,,,,,,,,,,
10,1983,1983-09-04,1,24.343,SEA,@,KAN,L 13-17,,,,,,,,,,
11,1983,1983-09-11,2,24.350,SEA,@,NYJ,W 17-10,,,,,,,,,,
12,1983,1983-09-18,3,24.357,SEA,,SDG,W 34-31,,,,,,,,,,
13,1983,1983-09-25,4,24.364,SEA,,WAS,L 17-27,,,,,,,,,,
14,1983,1983-10-02,5,25.006,SEA,@,CLE,W 24-9,,,,,,,,,,
15,1983,1983-10-09,6,25.013,SEA,@,SDG,L 21-28,,,,,,,,,,
16,1983,1983-10-16,7,25.020,SEA,,RAI,W 38-36,,,,,,,,,,
17,1983,1983-10-23,8,25.027,SEA,,PIT,L 21-27,,,,,,,,,,
18,1983,1983-10-30,9,25.034,SEA,@,RAI,W 34-21,0,0,,0,0,0,0.0,1,8,0
19,1983,1983-11-06,10,25.041,SEA,,DEN,W 27-19,,,,,,,,,,
20,1983,1983-11-13,11,25.048,SEA,@,STL,L 28-33,0,0,,0,0,0,1.0,0,0,0
21,1983,1983-11-20,12,25.055,SEA,@,DEN,L 27-38,,,,,,,,,,
22,1983,1983-11-27,13,25.062,SEA,,KAN,W 51-48,0,0,,0,0,0,0.5,0,0,0
23,1983,1983-12-04,14,25.069,SEA,,DAL,L 10-35,,,,,,,,,,
24,1983,1983-12-11,15,25.076,SEA,@,NYG,W 17-12,,,,,,,,,,
25,1983,1983-12-18,16,25.083,SEA,,NWE,W 24-6,,,,,,,,,,
26,1984,1984-09-03,1,25.343,SEA,,CLE,W 33-0,,,,,,,,,,
27,1984,1984-09-09,2,25.349,SEA,,SDG,W 31-17,,,,,,,,,,
28,1984,1984-09-16,3,25.356,SEA,@,NWE,L 23-38,,,,,,,,,,
29,1984,1984-09-23,4,25.363,SEA,,CHI,W 38-9,,,,,,,,,,
30,1984,1984-09-30,5,26.004,SEA,@,MIN,W 20-12,,,,,,,,,,
31,1984,1984-10-07,6,26.011,SEA,@,RAI,L 14-28,0,0,,0,0,0,0.0,1,15,0
32,1984,1984-10-14,7,26.018,SEA,,BUF,W 31-28,,,,,,,,,,
33,1984,1984-10-21,8,26.025,SEA,@,GNB,W 30-24,,,,,,,,,,
34,1984,1984-10-29,9,26.033,SEA,@,SDG,W 24-0,,,,,,,,,,
35,1984,1984-11-04,10,26.039,SEA,,KAN,W 45-0,,,,,,,,,,
36,1984,1984-11-12,11,26.047,SEA,,RAI,W 17-14,,,,,,,,,,
37,1984,1984-11-18,12,26.053,SEA,@,CIN,W 26-6,,,,,,,,,,
38,1984,1984-11-25,13,26.060,SEA,@,DEN,W 27-24,,,,,,,,,,
39,1984,1984-12-02,14,26.067,SEA,,DET,W 38-17,,,,,,,,,,
40,1984,1984-12-09,15,26.074,SEA,@,KAN,L 7-34,,,,,,,,,,
41,1984,1984-12-15,16,26.080,SEA,,DEN,L 14-31,,,,,,,,,,
42,1985,1985-09-08,1,26.347,SEA,@,CIN,W 28-24,,,,,,,,,,
43,1985,1985-09-15,2,26.354,SEA,@,SDG,W 49-35,,,,,,,,,,
44,1985,1985-09-23,3,26.362,SEA,,RAM,L 24-35,,,,,,,,,,
45,1985,1985-09-29,4,27.003,SEA,@,KAN,L 7-28,,,,,,,,,,
46,1985,1985-10-06,5,27.010,SEA,,SDG,W 26-21,0,0,,0,0,0,1.0,0,0,0
47,1985,1985-10-13,6,27.017,SEA,,ATL,W 30-26,,,,,,,,,,
48,1985,1985-10-20,7,27.024,SEA,@,DEN,L 10-13,,,,,,,,,,
49,1985,1985-10-27,8,27.031,SEA,@,NYJ,L 14-17,,,,,,,,,,
50,1985,1985-11-03,9,27.038,SEA,,RAI,W 33-3,0,0,,0,0,0,1.0,0,0,0
51,1985,1985-11-10,10,27.045,SEA,@,NOR,W 27-3,0,0,,0,0,0,0.5,0,0,0
52,1985,1985-11-17,11,27.052,SEA,,NWE,L 13-20,,,,,,,,,,
53,1985,1985-11-25,12,27.060,SEA,@,SFO,L 6-19,,,,,,,,,,
54,1985,1985-12-01,13,27.066,SEA,,KAN,W 24-6,,,,,,,,,,
55,1985,1985-12-08,14,27.073,SEA,,CLE,W 31-13,,,,,,,,,,
56,1985,1985-12-15,15,27.080,SEA,@,RAI,L 3-13,,,,,,,,,,
57,1985,1985-12-20,16,27.085,SEA,,DEN,L 24-27,,,,,,,,,,
58,1986,1986-09-07,1,27.346,SEA,,PIT,W 30-0,0,0,,0,,,,,,
59,1986,1986-09-14,2,27.353,SEA,,KAN,W 23-17,0,0,,0,,,,,,
60,1986,1986-09-21,3,27.360,SEA,@,NWE,W 38-31,0,0,,0,,,,,,
61,1986,1986-09-28,4,28.002,SEA,@,WAS,L 14-19,1,16,16.00,0,0,0,0.0,0,0,0
62,1986,1986-10-06,5,28.010,SEA,,SDG,W 33-7,0,0,,0,,,,,,
63,1986,1986-10-12,6,28.016,SEA,@,RAI,L 10-14,0,0,,0,,,,,,
64,1986,1986-10-19,7,28.023,SEA,,NYG,W 17-12,0,0,,0,0,0,0.0,1,10,0
65,1986,1986-10-26,8,28.030,SEA,@,DEN,L 13-20,0,0,,0,,,,,,
66,1986,1986-11-02,9,28.037,SEA,,NYJ,L 7-38,1,12,12.00,0,0,0,0.0,0,0,0
67,1986,1986-11-09,10,28.044,SEA,@,KAN,L 7-27,0,0,,0,,,,,,
68,1986,1986-11-16,11,28.051,SEA,@,CIN,L 7-34,0,0,,0,0,0,1.0,0,0,0
69,1986,1986-11-23,12,28.058,SEA,,PHI,W 24-20,0,0,,0,0,0,1.0,0,0,0
70,1986,1986-11-27,13,28.062,SEA,@,DAL,W 31-14,0,0,,0,,,,,,
71,1986,1986-12-08,14,28.073,SEA,,RAI,W 37-0,0,0,,0,0,0,1.0,0,0,0
72,1986,1986-12-14,15,28.079,SEA,@,SDG,W 34-24,1,11,11.00,0,0,0,0.0,1,0,0
73,1986,1986-12-20,16,28.085,SEA,,DEN,W 41-16,0,0,,0,,,,,,
74,1987,1987-09-13,1,28.352,SEA,@,DEN,L 17-40,0,0,,0,,,,,,
75,1987,1987-09-20,2,28.359,SEA,,KAN,W 43-14,0,0,,0,,,,,,
76,1987,1987-10-25,6,29.029,SEA,@,RAI,W 35-13,0,0,,0,,,,,,
77,1987,1987-11-01,7,29.036,SEA,,MIN,W 28-17,0,0,,0,0,0,0.5,0,0,0
78,1987,1987-12-06,12,29.071,SEA,@,PIT,L 9-13,0,0,,0,,,,,,
79,1987,1987-12-13,13,29.078,SEA,,DEN,W 28-21,0,0,,0,,,,,,
80,1987,1987-12-20,14,29.085,SEA,@,CHI,W 34-21,1,11,11.00,0,0,0,0.0,0,0,0
81,1987,1987-12-27,15,29.092,SEA,@,KAN,L 20-41,0,0,,0,,,,,,
82,1988,1988-09-04,1,29.344,SEA,@,DEN,W 21-14,,,,,,,,,,
