ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1983,1983-09-04,1,22.290,CIN,,RAI,L 10-20,2,22,11.00,0,0,0,,0,0,0,,0,2,9,4.50,0,0,0
2,1983,1983-09-11,2,22.297,CIN,,BUF,L 6-10,0,0,,0,0,0,,0,0,0,,0,1,19,19.00,0,0,0
3,1983,1983-09-15,3,22.301,CIN,@,CLE,L 7-17,0,0,,0,0,0,,0,0,0,,0,4,36,9.00,0,0,0
4,1983,1983-09-25,4,22.311,CIN,@,TAM,W 23-17,0,0,,0,0,0,,0,0,0,,0,1,2,2.00,0,0,0
5,1983,1983-10-02,5,22.318,CIN,,BAL,L 31-34,0,0,,0,0,0,,0,0,0,,0,3,29,9.67,0,0,0
6,1983,1983-10-10,6,22.326,CIN,,PIT,L 14-24,0,0,,0,0,0,,0,0,0,,0,3,19,6.33,0,0,0
7,1983,1983-10-16,7,22.332,CIN,@,DEN,L 17-24,0,0,,0,0,0,,0,0,0,,0,1,8,8.00,0,0,0
8,1983,1983-10-23,8,22.339,CIN,,CLE,W 28-21,0,0,,0,0,0,,0,0,0,,0,4,60,15.00,0,0,0
9,1983,1983-10-30,9,22.346,CIN,,GNB,W 34-14,0,0,,0,1,6,6.00,0,0,0,,0,3,28,9.33,0,0,0
10,1983,1983-11-06,10,22.353,CIN,@,HOU,W 55-14,0,0,,0,1,15,15.00,0,1,19,19.00,0,1,17,17.00,0,0,0
11,1984,1984-09-09,2,23.296,CIN,,KAN,L 22-27,0,0,,0,0,0,,0,2,33,16.50,0,1,3,3.00,0,0,0
12,1984,1984-09-16,3,23.303,CIN,@,NYJ,L 23-43,0,0,,0,0,0,,0,4,100,25.00,0,0,0,,0,0,0
13,1984,1984-09-23,4,23.310,CIN,,RAM,L 14-24,0,0,,0,0,0,,0,3,52,17.33,0,1,0,0.00,0,0,0
14,1984,1984-10-01,5,23.318,CIN,@,PIT,L 17-38,0,0,,0,0,0,,0,1,24,24.00,0,1,2,2.00,0,0,0
15,1984,1984-10-07,6,23.324,CIN,,HOU,W 13-3,0,0,,0,0,0,,0,1,20,20.00,0,3,82,27.33,0,0,0
16,1984,1984-10-14,7,23.331,CIN,@,NWE,L 14-20,0,0,,0,0,0,,0,1,0,0.00,0,1,18,18.00,0,0,0
17,1984,1984-10-21,8,23.338,CIN,,CLE,W 12-9,1,42,42.00,0,0,0,,0,0,0,,0,2,52,26.00,0,0,0
18,1984,1984-10-28,9,23.345,CIN,@,HOU,W 31-13,1,18,18.00,0,0,0,,0,0,0,,0,2,41,20.50,0,0,0
19,1984,1984-11-04,10,23.352,CIN,@,SFO,L 17-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
20,1984,1984-11-11,11,23.359,CIN,,PIT,W 22-20,0,0,,0,0,0,,0,3,55,18.33,0,3,28,9.33,0,0,0
21,1984,1984-11-18,12,24.000,CIN,,SEA,L 6-26,1,10,10.00,0,0,0,,0,0,0,,0,2,5,2.50,0,0,0
22,1984,1984-11-25,13,24.007,CIN,,ATL,W 35-14,0,0,,0,0,0,,0,2,45,22.50,0,1,26,26.00,0,0,0
23,1984,1984-12-02,14,24.014,CIN,@,CLE,W 20-17,1,11,11.00,0,1,3,3.00,0,1,16,16.00,0,2,16,8.00,0,0,0
24,1984,1984-12-09,15,24.021,CIN,@,NOR,W 24-21,4,43,10.75,0,0,0,,0,0,0,,0,1,14,14.00,0,0,0
25,1984,1984-12-16,16,24.028,CIN,,BUF,W 52-21,3,40,13.33,0,0,0,,0,1,41,41.00,0,4,89,22.25,0,0,0
26,1985,1985-09-08,1,24.294,CIN,,SEA,L 24-28,2,19,9.50,0,0,0,,0,2,42,21.00,0,3,30,10.00,0,0,0
27,1985,1985-09-15,2,24.301,CIN,@,STL,L 27-41,0,0,,0,0,0,,0,1,30,30.00,0,2,3,1.50,0,0,0
28,1985,1985-09-22,3,24.308,CIN,,SDG,L 41-44,0,0,,0,0,0,,0,4,98,24.50,0,3,29,9.67,0,0,0
29,1985,1985-09-30,4,24.316,CIN,@,PIT,W 37-24,0,0,,0,0,0,,0,4,94,23.50,0,3,24,8.00,0,0,0
30,1985,1985-10-06,5,24.322,CIN,,NYJ,L 20-29,3,35,11.67,0,0,0,,0,0,0,,0,1,7,7.00,0,0,0
31,1985,1985-10-13,6,24.329,CIN,,NYG,W 35-30,1,20,20.00,0,0,0,,0,4,107,26.75,0,1,0,0.00,0,0,0
32,1985,1985-10-20,7,24.336,CIN,@,HOU,L 27-44,3,36,12.00,0,0,0,,0,6,145,24.17,0,1,11,11.00,0,0,0
33,1985,1985-10-27,8,24.343,CIN,,PIT,W 26-21,0,0,,0,0,0,,0,3,72,24.00,0,3,25,8.33,0,0,0
34,1985,1985-11-03,9,24.350,CIN,@,BUF,W 23-17,0,0,,0,0,0,,0,3,51,17.00,0,2,20,10.00,0,0,0
35,1985,1985-11-10,10,24.357,CIN,,CLE,W 27-10,0,0,,0,0,0,,0,1,24,24.00,0,3,36,12.00,0,0,0
36,1985,1985-11-17,11,24.364,CIN,@,RAI,L 6-13,2,32,16.00,0,0,0,,0,3,63,21.00,0,2,8,4.00,0,0,0
37,1985,1985-11-24,12,25.006,CIN,@,CLE,L 6-24,1,8,8.00,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0
38,1985,1985-12-01,13,25.013,CIN,,HOU,W 45-27,0,0,,0,0,0,,0,2,52,26.00,0,2,35,17.50,0,0,0
39,1985,1985-12-08,14,25.020,CIN,,DAL,W 50-24,0,0,,0,0,0,,0,4,75,18.75,0,3,14,4.67,0,0,0
40,1985,1985-12-15,15,25.027,CIN,@,WAS,L 24-27,0,0,,0,0,0,,0,4,115,28.75,0,1,10,10.00,0,0,0
