ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-09-24,1,27.153,CRD,,PHI,L 7-45,*,12,39,30.77,193,1,8,17.3,0,0,4.95,-3.77,0,0,,0
2,1950,1950-10-02,2,27.161,CRD,,BAL,W 55-13,*,13,30,43.33,281,6,2,89.0,0,0,9.37,10.37,0,0,,0
3,1950,1950-10-08,3,27.167,CRD,@,CHI,L 6-27,*,6,18,33.33,69,1,1,41.2,0,0,3.83,2.44,0,0,,0
4,1950,1950-10-15,4,27.174,CRD,@,CLE,L 24-34,*,8,26,30.77,126,2,2,41.5,0,0,4.85,2.92,0,0,,0
5,1950,1950-10-29,6,27.188,CRD,,NYG,W 17-3,,11,16,68.75,140,1,1,90.6,0,0,8.75,7.19,0,0,,0
6,1950,1950-11-05,7,27.195,CRD,,CLE,L 7-10,*,5,8,62.50,55,0,1,43.2,0,0,6.88,1.25,1,19,19.00,0
7,1950,1950-11-12,8,27.202,CRD,@,NYG,L 21-51,,5,8,62.50,59,1,2,84.9,0,0,7.38,-1.38,0,0,,0
8,1950,1950-11-19,9,27.209,CRD,@,PHI,W 14-10,*,10,19,52.63,84,1,1,60.0,0,0,4.42,3.11,1,2,2.00,0
9,1950,1950-11-23,10,27.213,CRD,,PIT,L 17-28,,7,16,43.75,100,2,1,78.1,0,0,6.25,5.94,1,7,7.00,0
10,1950,1950-12-03,11,27.223,CRD,,CHI,W 20-10,*,19,33,57.58,255,1,0,92.4,0,0,7.73,8.33,0,0,,1
11,1950,1950-12-10,12,27.230,CRD,@,PIT,L 7-28,*,21,44,47.73,274,1,5,35.8,0,0,6.23,1.57,2,-2,-1.00,0
12,1951,1951-10-28,5,28.187,CRD,,PIT,L 14-28,,19,32,59.38,208,0,5,39.1,0,0,6.50,-0.53,1,0,0.00,0
13,1951,1951-11-04,6,28.194,CRD,,CLE,L 17-34,*,12,20,60.00,164,1,1,82.1,0,0,8.20,6.95,2,4,2.00,0
14,1951,1951-11-11,7,28.201,CRD,@,RAM,L 21-45,*,3,7,42.86,104,1,0,129.5,0,0,14.86,17.71,1,-12,-12.00,0
15,1951,1951-11-25,9,28.215,CRD,,NYG,L 0-10,,6,18,33.33,93,0,0,51.4,0,0,5.17,5.17,0,0,,0
16,1951,1951-12-02,10,28.222,CRD,@,CLE,L 28-49,*,8,17,47.06,97,0,2,25.5,0,0,5.71,0.41,3,35,11.67,0
17,1951,1951-12-09,11,28.229,CRD,,WAS,L 17-20,,4,8,50.00,114,1,0,135.4,0,0,14.25,16.75,0,0,,0
18,1951,1951-12-16,12,28.236,CRD,@,CHI,W 24-14,*,4,12,33.33,29,0,2,2.8,0,0,2.42,-5.08,0,0,,0
19,1952,1952-09-28,1,29.157,DET,@,SFO,L 3-17,,3,6,50.00,34,0,1,27.8,0,0,5.67,-1.83,0,0,,0
20,1952,1952-10-03,2,29.162,DET,@,RAM,W 17-14,,5,9,55.56,64,0,0,78.0,0,0,7.11,7.11,0,0,,0
21,1952,1952-10-12,3,29.171,DET,,SFO,L 0-28,*,2,4,50.00,-8,0,0,56.2,0,0,-2.00,-2.00,0,0,,0
22,1952,1952-10-26,5,29.185,DET,@,GNB,W 52-17,,1,3,33.33,49,0,0,81.9,0,0,16.33,16.33,2,5,2.50,0
23,1952,1952-11-09,7,29.199,DET,@,PIT,W 31-6,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
24,1952,1952-11-16,8,29.206,DET,,DTX,W 43-13,,4,11,36.36,84,0,3,24.6,0,0,7.64,-4.64,0,0,,0
25,1952,1952-11-27,10,29.217,DET,,GNB,W 48-24,,2,3,66.67,30,1,0,138.9,0,0,10.00,16.67,0,0,,0
26,1952,1952-12-07,11,29.227,DET,,CHI,W 45-21,,2,6,33.33,34,0,1,13.9,0,0,5.67,-1.83,1,2,2.00,0
27,1952,1952-12-13,12,29.233,DET,,DTX,W 41-6,,9,15,60.00,147,2,0,132.5,0,0,9.80,12.47,2,9,4.50,0
