ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1976,1976-09-19,2,28.351,PHI,,NYG,W 20-7,,,,,,,,,,,,,,,,
2,1976,1976-10-10,5,29.006,PHI,@,STL,L 14-33,,10,21,47.62,104,0,2,22.8,0,0,4.95,0.67,1,1,1.00,0
3,1976,1976-12-12,14,29.069,PHI,,SEA,W 27-10,,2,7,28.57,21,0,0,39.6,0,0,3.00,3.00,1,0,0.00,0
4,1978,1978-09-10,2,30.341,PHI,@,WAS,L 30-35,,0,0,,0,0,0,,0,0,,,1,2,2.00,0
5,1978,1978-11-12,11,31.039,PHI,,NYJ,W 17-9,,,,,,,,,,,,,,,,
6,1978,1978-12-03,14,31.060,PHI,@,MIN,L 27-28,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
7,1978,1978-12-17,16,31.074,PHI,,NYG,W 20-3,,0,0,,0,0,0,,0,0,,,1,-2,-2.00,0
8,1979,1979-09-16,3,31.347,PHI,@,NOR,W 26-14,,,,,,,,,,,,,,,,
9,1979,1979-10-07,6,32.003,PHI,,WAS,W 28-17,,,,,,,,,,,,,,,,
10,1979,1979-10-14,7,32.010,PHI,@,STL,W 24-20,,3,6,50.00,28,0,1,23.6,0,0,4.67,-2.83,1,2,2.00,0
11,1979,1979-10-28,9,32.024,PHI,@,CIN,L 13-37,,8,13,61.54,109,1,0,113.9,0,0,8.38,9.92,0,0,,0
12,1979,1979-11-12,11,32.039,PHI,@,DAL,W 31-21,,2,6,33.33,41,1,0,97.9,0,0,6.83,10.17,0,0,,0
13,1979,1979-11-25,13,32.052,PHI,@,GNB,W 21-10,,0,0,,0,0,0,,0,0,,,3,-5,-1.67,0
14,1979,1979-12-02,14,32.059,PHI,,DET,W 44-7,,2,3,66.67,0,0,0,70.1,0,0,0.00,0.00,1,0,0.00,0
15,1979,1979-12-16,16,32.073,PHI,@,HOU,W 26-20,,4,8,50.00,35,1,0,101.6,0,0,4.38,6.88,1,-2,-2.00,0
