ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-10-19,4,23.237,PHI,,CLE,L 7-49,5,28,5.60,1,0,0,,0
2,1952,1952-10-26,5,23.244,PHI,@,NYG,W 14-10,20,48,2.40,0,0,0,,0
3,1952,1952-11-02,6,23.251,PHI,@,GNB,L 10-12,8,27,3.38,0,0,0,,0
4,1952,1952-11-09,7,23.258,PHI,,WAS,W 38-20,8,33,4.13,0,0,0,,0
5,1952,1952-11-16,8,23.265,PHI,,CRD,W 10-7,4,16,4.00,0,0,0,,0
6,1952,1952-11-23,9,23.272,PHI,@,CLE,W 28-20,13,55,4.23,2,0,0,,0
7,1952,1952-11-30,10,23.279,PHI,@,CRD,L 22-28,1,-2,-2.00,0,0,0,,0
8,1952,1952-12-07,11,23.286,PHI,,DTX,W 38-21,3,8,2.67,0,0,0,,0
9,1952,1952-12-14,12,23.293,PHI,@,WAS,L 21-27,3,-3,-1.00,0,0,0,,0
10,1955,1955-09-24,1,26.211,PHI,,NYG,W 27-17,0,0,,0,1,9,9.00,0
11,1955,1955-10-15,4,26.232,PHI,@,PIT,L 7-13,3,-15,-5.00,0,0,0,,0
12,1955,1955-11-13,8,26.261,PHI,,CLE,W 33-17,5,14,2.80,0,0,0,,0
13,1955,1955-11-20,9,26.268,PHI,@,NYG,L 7-31,3,-10,-3.33,0,0,0,,0
14,1955,1955-11-27,10,26.275,PHI,,RAM,L 21-23,3,4,1.33,0,1,-1,-1.00,0
