ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
57,1997,1997-12-21,16,27.299,NYG,@,DAL,W 20-7,,2,9,22.22,14,0,0,39.6,3,7,1.56,1.56,1,0,0.00,0,0,0,0,0,,0
58,1998,1998-10-18,7,28.235,ARI,@,NYG,L 7-34,,2,5,40.00,31,0,0,61.2,1,6,6.20,6.20,1,2,2.00,0,0,0,0,0,,0
59,1999,1999-09-12,1,29.199,ARI,@,PHI,W 25-24,,,,,,,,,,,,,,,,,,,,,,
60,1999,1999-09-19,2,29.206,ARI,@,MIA,L 16-19,,,,,,,,,,,,,,,,,,,,,,
61,1999,1999-10-03,4,29.220,ARI,@,DAL,L 7-35,,4,6,66.67,30,0,1,38.9,0,0,5.00,-2.50,0,0,,0,0,0,0,0,,0
62,1999,1999-10-10,5,29.227,ARI,,NYG,W 14-3,,4,8,50.00,41,0,0,65.1,1,1,5.13,5.13,0,0,,0,0,0,0,0,,0
63,1999,1999-10-17,6,29.234,ARI,,WAS,L 10-24,,8,20,40.00,117,1,1,55.6,0,0,5.85,4.60,1,6,6.00,0,0,0,0,0,,0
64,1999,1999-10-31,7,29.248,ARI,,NWE,L 3-27,*,12,33,36.36,107,0,2,20.6,3,21,3.24,0.52,0,0,,0,0,0,0,0,,0
65,1999,1999-11-07,8,29.255,ARI,@,NYJ,L 7-12,*,16,26,61.54,199,0,0,85.3,6,48,7.65,7.65,1,3,3.00,0,0,0,0,0,,0
66,1999,1999-11-14,9,29.262,ARI,,DET,W 23-19,*,16,30,53.33,209,0,0,75.6,3,25,6.97,6.97,6,19,3.17,0,0,0,0,0,,0
67,1999,1999-11-21,10,29.269,ARI,,DAL,W 13-9,*,13,29,44.83,115,1,2,38.7,2,10,3.97,1.55,4,17,4.25,0,0,0,0,0,,0
68,1999,1999-11-28,11,29.276,ARI,@,NYG,W 34-24,*,11,17,64.71,126,0,0,86.9,3,25,7.41,7.41,1,4,4.00,0,0,0,0,0,,0
69,2000,2000-09-10,2,30.198,ARI,,DAL,W 32-31,,,,,,,,,,,,,,,,,,,,,,
70,2000,2000-10-22,7,30.240,ARI,@,DAL,L 7-48,,,,,,,,,,,,,,,,,,,,,,
71,2000,2000-11-19,11,30.268,ARI,@,PHI,L 9-34,,11,13,84.62,140,1,1,105.1,3,13,10.77,8.85,0,0,,0,0,0,0,0,,0
72,2000,2000-11-26,12,30.275,ARI,,NYG,L 7-31,*,18,36,50.00,192,1,1,63.7,5,23,5.33,4.64,1,0,0.00,0,0,0,0,0,,0
73,2000,2000-12-10,14,30.289,ARI,@,JAX,L 10-44,*,11,19,57.89,135,0,1,58.0,2,17,7.11,4.74,0,0,,0,0,0,0,0,,0
74,2000,2000-12-24,16,30.303,ARI,@,WAS,L 3-20,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
75,2001,2001-12-02,11,31.280,ARI,@,OAK,W 34-31,,,,,,,,,,,,,,,,,,,,,,
