ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-09-18,2,23.262,NYG,,NOR,W 16-13,,0,0,0,,0,0.0%,,0,0
2,2016,2016-10-03,4,23.277,NYG,@,MIN,L 10-24,,0,0,0,,0,0.0%,,0,0
3,2016,2016-10-09,5,23.283,NYG,@,GNB,L 16-23,,2,2,27,13.50,0,100.0%,13.50,0,0
4,2016,2016-10-16,6,23.290,NYG,,BAL,W 27-23,,0,0,0,,0,0.0%,,0,0
5,2016,2016-10-23,7,23.297,NYG,@,LAR,W 17-10,,1,1,5,5.00,0,100.0%,5.00,0,0
6,2016,2016-11-06,8,23.311,NYG,,PHI,W 28-23,,4,3,24,8.00,0,75.0%,6.00,0,0
7,2016,2016-11-14,9,23.319,NYG,,CIN,W 21-20,,3,3,18,6.00,1,100.0%,6.00,1,6
8,2016,2016-11-20,10,23.325,NYG,,CHI,W 22-16,,1,0,0,,0,0.0%,0.00,0,0
9,2016,2016-11-27,11,23.332,NYG,@,CLE,W 27-13,,0,0,0,,0,0.0%,,0,0
10,2016,2016-12-04,12,23.339,NYG,@,PIT,L 14-24,,3,1,10,10.00,0,33.3%,3.33,0,0
11,2016,2016-12-11,13,23.346,NYG,,DAL,W 10-7,,2,2,11,5.50,0,100.0%,5.50,0,0
12,2016,2016-12-18,14,23.353,NYG,,DET,W 17-6,*,4,3,18,6.00,0,75.0%,4.50,0,0
13,2016,2016-12-22,15,23.357,NYG,@,PHI,L 19-24,*,1,1,9,9.00,0,100.0%,9.00,0,0
14,2017,2017-09-10,1,24.253,NYG,@,DAL,L 3-19,,0,0,0,,0,0.0%,,0,0
15,2017,2017-09-18,2,24.261,NYG,,DET,L 10-24,,1,1,38,38.00,0,100.0%,38.00,0,0
16,2017,2017-09-24,3,24.267,NYG,@,PHI,L 24-27,,0,0,0,,0,0.0%,,0,0
17,2017,2017-10-01,4,24.274,NYG,@,TAM,L 23-25,,0,0,0,,0,0.0%,,0,0
18,2017,2017-10-08,5,24.281,NYG,,LAC,L 22-27,,1,1,11,11.00,0,100.0%,11.00,0,0
19,2017,2017-10-15,6,24.288,NYG,@,DEN,W 23-10,,1,1,6,6.00,0,100.0%,6.00,0,0
20,2017,2017-10-22,7,24.295,NYG,,SEA,L 7-24,,0,0,0,,0,0.0%,,0,0
21,2017,2017-11-05,8,24.309,NYG,,LAR,L 17-51,,0,0,0,,0,0.0%,,0,0
22,2017,2017-11-12,9,24.316,NYG,@,SFO,L 21-31,*,0,0,0,,0,0.0%,,0,0
23,2017,2017-11-19,10,24.323,NYG,,KAN,W 12-9,,1,1,6,6.00,0,100.0%,6.00,0,0
24,2017,2017-11-23,11,24.327,NYG,@,WAS,L 10-20,,0,0,0,,0,0.0%,,0,0
25,2017,2017-12-03,12,24.337,NYG,@,OAK,L 17-24,,0,0,0,,0,0.0%,,0,0
26,2017,2017-12-10,13,24.344,NYG,,DAL,L 10-30,,0,0,0,,0,0.0%,,0,0
27,2017,2017-12-17,14,24.351,NYG,,PHI,L 29-34,,0,0,0,,0,0.0%,,0,0
28,2017,2017-12-24,15,24.358,NYG,@,ARI,L 0-23,,4,4,31,7.75,0,100.0%,7.75,0,0
29,2017,2017-12-31,16,25.000,NYG,,WAS,W 18-10,,3,0,0,,0,0.0%,0.00,0,0
