ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
78,1997,1997-10-12,6,27.214,CAR,@,MIN,L 14-21,,,,,,,,
79,1997,1997-10-19,7,27.221,CAR,@,NOR,W 13-0,,,,,,,,
80,1997,1997-10-26,8,27.228,CAR,,ATL,W 21-12,,,,,,,,
81,1997,1997-11-02,9,27.235,CAR,,OAK,W 38-14,,,,,,,,
82,1997,1997-11-09,10,27.242,CAR,@,DEN,L 0-34,,,,,,,,
83,1997,1997-11-16,11,27.249,CAR,@,SFO,L 19-27,,,,,,,,
84,1997,1997-11-23,12,27.256,CAR,@,STL,W 16-10,,,,,,,,
85,1997,1997-11-30,13,27.263,CAR,,NOR,L 13-16,,,,,,,,
86,1997,1997-12-08,14,27.271,CAR,@,DAL,W 23-13,,,,,,,,
87,1997,1997-12-14,15,27.277,CAR,,GNB,L 10-31,,,,,,,,
88,1997,1997-12-20,16,27.283,CAR,,STL,L 18-30,,,,,,,,
89,1998,1998-09-06,1,28.178,CAR,,ATL,L 14-19,,,,,,,,
90,1998,1998-09-13,2,28.185,CAR,@,NOR,L 14-19,,,,,,,,
91,1998,1998-09-27,3,28.199,CAR,,GNB,L 30-37,,,,,,,,
92,1998,1998-10-04,4,28.206,CAR,@,ATL,L 23-51,0,0,,0,0.0,1,43,0
93,1998,1998-10-11,5,28.213,CAR,@,DAL,L 20-27,,,,,,,,
94,1998,1998-10-18,6,28.220,CAR,@,TAM,L 13-16,,,,,,,,
95,1998,1998-11-01,8,28.234,GNB,,SFO,W 36-22,,,,,,,,
96,1998,1998-11-09,9,28.242,GNB,@,PIT,L 20-27,,,,,,,,
97,1998,1998-11-15,10,28.248,GNB,@,NYG,W 37-3,,,,,,,,
98,1998,1998-11-22,11,28.255,GNB,@,MIN,L 14-28,,,,,,,,
99,1998,1998-12-07,13,28.270,GNB,@,TAM,L 22-24,,,,,,,,
100,1998,1998-12-13,14,28.276,GNB,,CHI,W 26-20,,,,,,,,
101,1998,1998-12-20,15,28.283,GNB,,TEN,W 30-22,0,0,,0,0.0,1,0,0
102,1998,1998-12-27,16,28.290,GNB,@,CHI,W 16-13,,,,,,,,
