ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1966,1966-09-10,1,22.306,BAL,@,GNB,L 3-24,0,0,,0,3,141,47.00,0
2,1966,1966-09-18,2,22.314,BAL,@,MIN,W 38-23,0,0,,0,3,159,53.00,0
3,1966,1966-09-25,3,22.321,BAL,,SFO,W 36-14,0,0,,0,3,169,56.33,0
4,1966,1966-10-09,4,22.335,BAL,@,CHI,L 17-27,0,0,,0,3,161,53.67,0
5,1966,1966-10-16,5,22.342,BAL,,DET,W 45-14,0,0,,0,2,78,39.00,0
6,1966,1966-10-23,6,22.349,BAL,,MIN,W 20-17,0,0,,0,2,101,50.50,0
7,1966,1966-10-30,7,22.356,BAL,@,RAM,W 17-3,0,0,,0,4,196,49.00,0
8,1966,1966-11-06,8,22.363,BAL,,WAS,W 37-10,0,0,,0,1,40,40.00,0
9,1966,1966-11-13,9,23.005,BAL,@,ATL,W 19-7,0,0,,0,3,125,41.67,0
10,1966,1966-11-20,10,23.012,BAL,@,DET,L 14-20,0,0,,0,4,172,43.00,0
11,1966,1966-11-27,11,23.019,BAL,,RAM,L 7-23,0,0,,0,9,409,45.44,0
12,1966,1966-12-04,12,23.026,BAL,,CHI,W 21-16,0,0,,0,3,141,47.00,0
13,1966,1966-12-10,13,23.032,BAL,,GNB,L 10-14,0,0,,0,3,121,40.33,0
14,1966,1966-12-18,14,23.040,BAL,@,SFO,W 30-14,0,0,,0,6,220,36.67,0
15,1967,1967-09-17,1,23.313,BAL,,ATL,W 38-31,0,0,,0,4,159,39.75,0
16,1967,1967-09-24,2,23.320,BAL,@,PHI,W 38-6,0,0,,0,2,82,41.00,0
17,1967,1967-10-01,3,23.327,BAL,,SFO,W 41-7,0,0,,0,1,23,23.00,0
18,1967,1967-10-08,4,23.334,BAL,@,CHI,W 24-3,0,0,,0,3,138,46.00,0
19,1967,1967-10-15,5,23.341,BAL,,RAM,T 24-24,0,0,,0,4,186,46.50,0
20,1967,1967-10-22,6,23.348,BAL,@,MIN,T 20-20,0,0,,0,5,144,28.80,0
21,1967,1967-10-29,7,23.355,BAL,@,WAS,W 17-13,0,0,,0,3,145,48.33,0
22,1967,1967-11-05,8,23.362,BAL,,GNB,W 13-10,0,0,,0,6,279,46.50,0
23,1967,1967-11-12,9,24.004,BAL,@,ATL,W 49-7,0,0,,0,1,43,43.00,0
24,1967,1967-11-26,11,24.018,BAL,@,SFO,W 26-9,0,0,,0,6,272,45.33,0
25,1967,1967-12-03,12,24.025,BAL,,DAL,W 23-17,0,0,,0,5,182,36.40,0
26,1967,1967-12-10,13,24.032,BAL,,NOR,W 30-10,0,0,,0,5,235,47.00,0
27,1967,1967-12-17,14,24.039,BAL,@,RAM,L 10-34,0,0,,0,4,188,47.00,0
