ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-09-17,1,30.233,SFO,,NYY,L 17-21,*,7,17,41.18,81,1,1,51.3,0,0,4.76,3.29,1,4,4.00,0
2,1950,1950-09-24,2,30.240,SFO,,CHI,L 20-32,*,11,23,47.83,109,1,2,39.9,0,0,4.74,1.70,10,52,5.20,1
3,1950,1950-10-01,3,30.247,SFO,,RAM,L 14-35,*,24,51,47.06,298,2,1,70.5,0,0,5.84,5.75,7,64,9.14,0
4,1950,1950-10-08,4,30.254,SFO,@,DET,L 7-24,*,6,12,50.00,33,0,2,16.7,0,0,2.75,-4.75,2,9,4.50,0
5,1950,1950-10-12,5,30.258,SFO,@,NYY,L 24-29,*,22,34,64.71,258,2,2,82.7,0,0,7.59,6.12,5,36,7.20,0
6,1950,1950-10-22,6,30.268,SFO,,DET,W 28-27,*,14,21,66.67,132,3,1,103.6,0,0,6.29,7.00,6,26,4.33,0
7,1950,1950-10-29,7,30.275,SFO,,BAL,W 17-14,*,7,16,43.75,64,0,3,15.6,0,0,4.00,-4.44,7,7,1.00,1
8,1950,1950-11-05,8,30.282,SFO,@,RAM,L 21-28,*,14,27,51.85,189,1,3,47.2,0,0,7.00,2.74,3,2,0.67,0
9,1950,1950-11-12,9,30.289,SFO,@,CLE,L 14-34,*,11,22,50.00,168,1,3,51.1,0,0,7.64,2.41,2,3,1.50,1
10,1950,1950-11-19,10,30.296,SFO,@,CHI,L 0-17,*,13,27,48.15,141,0,2,33.1,0,0,5.22,1.89,4,21,5.25,0
11,1950,1950-11-26,11,30.303,SFO,@,GNB,L 21-25,*,9,23,39.13,97,1,2,30.5,0,0,4.22,1.17,2,35,17.50,0
12,1950,1950-12-10,12,30.317,SFO,,GNB,W 30-14,*,17,33,51.52,197,2,1,77.5,0,0,5.97,5.82,4,13,3.25,0
13,1951,1951-09-30,1,31.246,SFO,,CLE,W 24-10,*,7,14,50.00,78,1,1,61.0,0,0,5.57,3.79,4,17,4.25,0
14,1951,1951-10-06,2,31.252,SFO,@,PHI,L 14-21,*,2,6,33.33,45,0,1,21.5,0,0,7.50,0.00,4,-3,-0.75,0
15,1951,1951-10-14,3,31.260,SFO,@,PIT,W 28-24,*,13,20,65.00,183,1,2,71.5,0,0,9.15,5.65,2,9,4.50,0
16,1951,1951-10-21,4,31.267,SFO,@,CHI,L 7-13,*,5,14,35.71,78,0,0,55.1,0,0,5.57,5.57,1,3,3.00,0
17,1951,1951-10-28,5,31.274,SFO,,RAM,W 44-17,*,6,8,75.00,99,1,0,155.7,0,0,12.38,14.88,1,8,8.00,0
18,1951,1951-11-04,6,31.281,SFO,@,RAM,L 16-23,*,4,11,36.36,32,0,0,44.9,0,0,2.91,2.91,5,27,5.40,1
19,1951,1951-11-11,7,31.288,SFO,,NYY,W 19-14,*,11,19,57.89,125,1,2,55.7,0,0,6.58,2.89,2,18,9.00,0
20,1951,1951-11-18,8,31.295,SFO,,CRD,L 21-27,*,9,19,47.37,109,0,1,43.5,0,0,5.74,3.37,5,17,3.40,2
21,1951,1951-11-25,9,31.302,SFO,@,NYY,T 10-10,*,10,16,62.50,105,0,1,55.5,0,0,6.56,3.75,5,15,3.00,0
22,1951,1951-12-02,10,31.309,SFO,@,DET,W 20-10,*,7,12,58.33,97,0,1,49.7,0,0,8.08,4.33,4,7,1.75,0
23,1951,1951-12-09,11,31.316,SFO,,GNB,W 31-19,,9,11,81.82,97,1,0,133.7,0,0,8.82,10.64,2,28,14.00,0
24,1951,1951-12-16,12,31.323,SFO,,DET,W 21-17,*,7,16,43.75,68,0,1,30.2,0,0,4.25,1.44,0,0,,0
25,1952,1952-09-28,1,32.245,SFO,,DET,W 17-3,*,8,15,53.33,119,1,0,101.8,0,0,7.93,9.27,2,17,8.50,0
26,1952,1952-10-05,2,32.252,SFO,@,DTX,W 37-14,,2,6,33.33,85,1,0,121.5,0,0,14.17,17.50,1,1,1.00,0
27,1952,1952-10-12,3,32.259,SFO,@,DET,W 28-0,*,3,6,50.00,15,0,0,56.2,0,0,2.50,2.50,3,4,1.33,1
28,1952,1952-10-19,4,32.266,SFO,@,CHI,W 40-16,,8,14,57.14,123,0,1,56.5,0,0,8.79,5.57,2,-10,-5.00,0
29,1952,1952-10-26,5,32.273,SFO,,DTX,W 48-21,*,7,10,70.00,82,3,0,134.2,0,0,8.20,14.20,2,43,21.50,0
30,1952,1952-11-02,6,32.280,SFO,,CHI,L 17-20,*,7,12,58.33,95,1,1,76.7,0,0,7.92,5.83,3,3,1.00,0
31,1952,1952-11-09,7,32.287,SFO,@,NYG,L 14-23,,2,5,40.00,11,0,1,8.3,0,0,2.20,-6.80,1,5,5.00,0
32,1952,1952-11-23,9,32.301,SFO,@,RAM,L 9-35,*,6,12,50.00,55,0,1,28.1,0,0,4.58,0.83,1,4,4.00,0
33,1952,1952-11-30,10,32.308,SFO,,RAM,L 21-34,,2,5,40.00,32,0,0,62.1,0,0,6.40,6.40,1,-3,-3.00,0
34,1952,1952-12-07,11,32.315,SFO,,PIT,L 7-24,*,10,18,55.56,134,1,5,58.3,0,0,7.44,-3.94,2,8,4.00,0
35,1952,1952-12-14,12,32.322,SFO,,GNB,W 24-14,*,16,26,61.54,213,1,1,84.3,0,0,8.19,7.23,4,15,3.75,0
