ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1955,1955-09-24,1,24.158,NYG,@,PHI,L 17-27,6,51,8.50,0,1,7,7.00,0,0,0,,0,0,,,,,,,0,
2,1955,1955-10-02,2,24.166,NYG,@,CRD,L 17-28,20,139,6.95,1,5,36,7.20,0,0,0,,0,0,,,,,,,1,
3,1955,1955-10-09,3,24.173,NYG,@,PIT,L 23-30,6,3,0.50,0,3,26,8.67,0,0,0,,0,0,,,,,,,0,
4,1955,1955-10-16,4,24.180,NYG,,CRD,W 10-0,12,48,4.00,0,2,66,33.00,0,0,0,,0,0,,,,,,,0,
5,1955,1955-10-23,5,24.187,NYG,,PIT,L 17-19,14,43,3.07,0,3,25,8.33,0,0,0,,0,0,,,,,,,0,
6,1955,1955-10-30,6,24.194,NYG,,WAS,W 35-7,7,76,10.86,1,3,60,20.00,1,0,0,,0,0,,,,,,,2,
7,1955,1955-11-06,7,24.201,NYG,@,CLE,L 14-24,3,5,1.67,0,0,0,,0,0,0,,0,0,,,,,,,0,
8,1955,1955-11-13,8,24.208,NYG,,BAL,W 17-7,13,63,4.85,1,1,4,4.00,0,0,0,,0,0,,,,,,,1,
9,1955,1955-11-20,9,24.215,NYG,,PHI,W 31-7,10,49,4.90,0,1,5,5.00,0,0,0,,0,0,,,,,,,0,
10,1955,1955-11-27,10,24.222,NYG,,CLE,T 35-35,2,0,0.00,1,0,0,,0,0,0,,0,0,,,,,,,1,
11,1955,1955-12-04,11,24.229,NYG,@,WAS,W 27-20,19,77,4.05,0,3,40,13.33,0,0,0,,0,0,,,,,,,0,
12,1955,1955-12-11,12,24.236,NYG,@,DET,W 24-19,16,80,5.00,1,0,0,,0,0,0,,0,0,,,,,,,1,
13,1956,1956-09-30,1,25.164,NYG,@,SFO,W 38-21,13,42,3.23,0,3,51,17.00,1,0,0,,0,0,,,,,,,1,
14,1956,1956-10-07,2,25.171,NYG,@,CRD,L 27-35,12,21,1.75,0,1,8,8.00,0,0,0,,0,0,,,,,,,0,
15,1956,1956-10-14,3,25.178,NYG,@,CLE,W 21-9,16,94,5.88,2,2,0,0.00,1,0,0,,0,0,,,,,,,3,
16,1956,1956-10-21,4,25.185,NYG,,PIT,W 38-10,15,93,6.20,0,2,24,12.00,1,0,0,,0,0,,,,,,,1,
17,1956,1956-10-28,5,25.192,NYG,,PHI,W 20-3,16,47,2.94,1,2,32,16.00,0,0,0,,0,0,,,,,,,1,
18,1956,1956-11-04,6,25.199,NYG,@,PIT,W 17-14,17,37,2.18,1,2,3,1.50,0,0,0,,0,0,,,,,,,1,
19,1956,1956-11-11,7,25.206,NYG,,CRD,W 23-10,16,76,4.75,1,2,9,4.50,0,0,0,,0,0,,,,,,,1,
20,1956,1956-11-18,8,25.213,NYG,@,WAS,L 7-33,7,3,0.43,0,2,19,9.50,0,0,0,,0,0,,,,,,,0,
21,1956,1956-11-25,9,25.220,NYG,,CHI,T 17-17,21,74,3.52,1,2,21,10.50,0,0,0,,0,0,,,,,,,1,
22,1956,1956-12-02,10,25.227,NYG,,WAS,W 28-14,11,29,2.64,0,1,18,18.00,0,0,0,,0,0,,,,,,,0,
23,1956,1956-12-09,11,25.234,NYG,,CLE,L 7-24,11,46,4.18,0,2,12,6.00,0,0,0,,0,0,,,,,,,0,
24,1956,1956-12-15,12,25.240,NYG,@,PHI,W 21-7,23,132,5.74,1,0,0,,0,0,0,,0,0,,,,,,,1,
25,1957,1957-09-29,1,26.163,NYG,@,CLE,L 3-6,13,69,5.31,0,1,4,4.00,0,0,0,,0,0,,,,,,,0,
