ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
26,1957,1957-10-05,2,26.169,NYG,@,PHI,W 24-20,23,77,3.35,1,4,62,15.50,0,0,0,,0,0,,,,,,,1,
27,1957,1957-10-13,3,26.177,NYG,@,WAS,W 24-20,14,38,2.71,0,3,29,9.67,0,0,0,,0,0,,,,,,,0,
28,1957,1957-10-20,4,26.184,NYG,,PIT,W 35-0,12,30,2.50,0,1,17,17.00,0,0,0,,0,0,,,,,,,0,
29,1957,1957-10-27,5,26.191,NYG,,WAS,L 14-31,10,78,7.80,0,6,38,6.33,1,0,0,,0,0,,,,,,,1,
30,1957,1957-11-03,6,26.198,NYG,@,GNB,W 31-17,17,63,3.71,0,1,12,12.00,0,0,0,,0,0,,,,,,,0,
31,1957,1957-11-10,7,26.205,NYG,,CRD,W 27-14,10,23,2.30,0,4,54,13.50,0,0,0,,0,0,,,,,,,0,
32,1957,1957-11-24,9,26.219,NYG,@,CRD,W 28-21,2,3,1.50,2,0,0,,0,0,0,,0,0,,,,,,,2,
33,1957,1957-12-01,10,26.226,NYG,,SFO,L 17-27,9,33,3.67,1,2,38,19.00,0,0,0,,0,0,,,,,,,1,
34,1957,1957-12-07,11,26.232,NYG,@,PIT,L 10-21,10,22,2.20,0,3,5,1.67,0,0,0,,0,0,,,,,,,0,
35,1957,1957-12-15,12,26.240,NYG,,CLE,L 28-34,15,42,2.80,1,5,71,14.20,0,0,0,,0,0,,,,,,,1,
36,1958,1958-09-28,1,27.162,NYG,@,CRD,W 37-7,13,89,6.85,2,1,18,18.00,0,0,0,,0,0,,,,,,,2,
37,1958,1958-10-05,2,27.169,NYG,@,PHI,L 24-27,8,21,2.63,0,3,40,13.33,0,0,0,,0,0,,,,,,,0,
38,1958,1958-10-12,3,27.176,NYG,@,WAS,W 21-14,13,50,3.85,0,1,14,14.00,0,0,0,,0,0,,,,,,,0,
39,1958,1958-10-19,4,27.183,NYG,,CRD,L 6-23,13,41,3.15,0,3,18,6.00,0,0,0,,0,0,,,,,,,0,
40,1958,1958-10-26,5,27.190,NYG,,PIT,W 17-6,16,68,4.25,0,1,21,21.00,0,0,0,,0,0,,,,,,,0,
41,1958,1958-11-02,6,27.197,NYG,@,CLE,W 21-17,12,30,2.50,0,7,81,11.57,2,0,0,,0,0,,,,,,,2,
42,1958,1958-11-09,7,27.204,NYG,,BAL,W 24-21,11,47,4.27,1,3,23,7.67,0,0,0,,0,0,,,,,,,1,
43,1958,1958-12-07,11,27.232,NYG,@,DET,W 19-17,6,12,2.00,0,1,6,6.00,1,0,0,,0,0,,,,,,,1,
44,1958,1958-12-14,12,27.239,NYG,,CLE,W 13-10,8,40,5.00,0,5,58,11.60,0,0,0,,0,0,,,,,,,0,
45,1959,1959-10-11,3,28.175,NYG,@,CLE,W 10-6,4,12,3.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
46,1959,1959-10-18,4,28.182,NYG,,PHI,W 24-7,7,62,8.86,1,2,57,28.50,0,0,0,,0,0,,,,,,,1,
47,1959,1959-10-25,5,28.189,NYG,@,PIT,W 21-16,11,5,0.45,0,3,44,14.67,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
48,1959,1959-11-01,6,28.196,NYG,,GNB,W 20-3,8,23,2.88,2,6,67,11.17,0,0,0,,0,0,,,,,,,2,
49,1959,1959-11-08,7,28.203,NYG,,CRD,W 9-3,14,34,2.43,0,4,30,7.50,0,0,0,,0,0,,,,,,,0,
50,1959,1959-11-15,8,28.210,NYG,,PIT,L 9-14,3,-1,-0.33,0,2,27,13.50,0,0,0,,0,0,,,,,,,0,
51,1959,1959-11-22,9,28.217,NYG,@,CRD,W 30-20,13,37,2.85,0,5,120,24.00,1,0,0,,0,0,,,,,,,1,
52,1959,1959-11-29,10,28.224,NYG,,WAS,W 45-14,11,53,4.82,2,2,19,9.50,0,0,0,,0,0,,,,,,,2,
53,1959,1959-12-06,11,28.231,NYG,,CLE,W 48-7,8,25,3.13,0,3,17,5.67,1,0,0,,0,0,,,,,,,1,
54,1960,1960-10-30,5,29.194,NYG,,STL,L 13-20,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
55,1960,1960-11-06,6,29.201,NYG,@,CLE,W 17-13,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
56,1960,1960-11-13,7,29.208,NYG,,PIT,W 27-24,4,7,1.75,0,1,27,27.00,0,0,0,,0,0,0,,0,0,,,0,0
57,1960,1960-11-20,8,29.215,NYG,,PHI,L 10-17,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
58,1960,1960-11-27,9,29.222,NYG,@,PHI,L 23-31,3,8,2.67,0,2,33,16.50,0,0,0,,0,0,0,,0,0,,,0,0
59,1960,1960-12-04,10,29.229,NYG,,DAL,T 31-31,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0
60,1960,1960-12-11,11,29.236,NYG,@,WAS,W 17-3,7,8,1.14,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0
61,1960,1960-12-18,12,29.243,NYG,,CLE,L 34-48,4,17,4.25,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0
62,1961,1961-09-17,1,30.151,NYG,,STL,L 10-21,5,25,5.00,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0
63,1961,1961-09-24,2,30.158,NYG,@,PIT,W 17-14,11,82,7.45,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0
64,1961,1961-10-01,3,30.165,NYG,@,WAS,W 24-21,20,98,4.90,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
65,1961,1961-10-08,4,30.172,NYG,@,STL,W 24-9,17,45,2.65,1,2,-4,-2.00,0,0,0,,0,0,0,,0,0,,,1,6
66,1961,1961-10-15,5,30.179,NYG,@,DAL,W 31-10,8,54,6.75,0,1,14,14.00,1,0,0,,0,0,0,,0,0,,,1,6
67,1961,1961-10-22,6,30.186,NYG,,RAM,W 24-14,13,98,7.54,0,1,59,59.00,1,0,0,,0,0,0,,0,0,,,1,6
68,1961,1961-10-29,7,30.193,NYG,,DAL,L 16-17,15,72,4.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
69,1961,1961-11-05,8,30.200,NYG,,WAS,W 53-0,10,19,1.90,0,3,30,10.00,0,0,0,,0,0,0,,0,0,,,0,0
70,1961,1961-11-12,9,30.207,NYG,,PHI,W 38-21,16,100,6.25,0,2,30,15.00,0,0,0,,0,0,0,,0,0,,,0,0
71,1961,1961-11-19,10,30.214,NYG,,PIT,W 42-21,17,79,4.65,1,3,29,9.67,1,0,0,,0,0,0,,0,0,,,2,12
72,1961,1961-11-26,11,30.221,NYG,@,CLE,W 37-21,15,49,3.27,0,4,65,16.25,0,0,0,,0,0,0,,0,0,,,0,0
73,1961,1961-12-03,12,30.228,NYG,@,GNB,L 17-20,6,30,5.00,0,3,33,11.00,0,0,0,,0,0,0,,0,0,,,0,0
74,1961,1961-12-10,13,30.235,NYG,@,PHI,W 28-24,22,86,3.91,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0
75,1961,1961-12-17,14,30.242,NYG,,CLE,T 7-7,21,91,4.33,0,3,36,12.00,0,0,0,,0,0,0,,0,0,,,0,0
76,1962,1962-09-16,1,31.150,NYG,@,CLE,L 7-17,12,37,3.08,1,5,50,10.00,0,0,0,,0,0,0,,0,0,,,1,6
77,1962,1962-09-23,2,31.157,NYG,@,PHI,W 29-13,17,42,2.47,0,3,27,9.00,0,0,0,,0,0,0,,0,0,,,0,0
78,1962,1962-09-30,3,31.164,NYG,@,PIT,W 31-27,9,77,8.56,0,5,101,20.20,1,0,0,,0,0,0,,0,0,,,1,6
79,1962,1962-10-07,4,31.171,NYG,@,STL,W 31-14,13,23,1.77,1,5,33,6.60,0,0,0,,0,0,0,,0,0,,,1,6
80,1962,1962-10-14,5,31.178,NYG,,PIT,L 17-20,12,53,4.42,0,4,7,1.75,0,0,0,,0,0,0,,0,0,,,0,0
81,1962,1962-10-21,6,31.185,NYG,,DET,W 17-14,15,25,1.67,0,5,57,11.40,0,0,0,,0,0,0,,0,0,,,0,0
82,1962,1962-10-28,7,31.192,NYG,,WAS,W 49-34,16,54,3.38,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0
83,1962,1962-11-04,8,31.199,NYG,,STL,W 31-28,16,50,3.13,1,1,20,20.00,1,0,0,,0,0,0,,0,0,,,2,12
84,1962,1962-11-11,9,31.206,NYG,@,DAL,W 41-10,12,24,2.00,0,3,-15,-5.00,0,0,0,,0,0,0,,0,0,,,0,0
85,1962,1962-11-18,10,31.213,NYG,,PHI,W 19-14,28,107,3.82,1,3,14,4.67,0,0,0,,0,0,0,,0,0,,,1,6
86,1962,1962-11-25,11,31.220,NYG,@,WAS,W 42-24,21,96,4.57,1,1,17,17.00,0,0,0,,0,0,0,,0,0,,,1,6
87,1962,1962-12-02,12,31.227,NYG,@,CHI,W 26-24,17,89,5.24,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
88,1962,1962-12-09,13,31.234,NYG,,CLE,W 17-13,6,31,5.17,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
89,1962,1962-12-16,14,31.241,NYG,,DAL,W 41-31,13,35,2.69,0,10,155,15.50,2,0,0,,0,0,0,,0,0,,,2,12
90,1963,1963-09-15,1,32.149,NYG,@,BAL,W 37-28,15,60,4.00,1,1,16,16.00,0,0,0,,0,0,0,,0,0,,,1,6
91,1963,1963-09-22,2,32.156,NYG,@,PIT,L 0-31,3,5,1.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
92,1963,1963-10-13,5,32.177,NYG,,CLE,L 24-35,4,2,0.50,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,1,6
93,1963,1963-10-20,6,32.184,NYG,,DAL,W 37-21,13,40,3.08,0,3,29,9.67,0,0,0,,0,0,0,,0,0,,,0,0
94,1963,1963-10-27,7,32.191,NYG,@,CLE,W 33-6,16,53,3.31,1,3,17,5.67,0,0,0,,0,0,0,,0,0,,,1,6
95,1963,1963-11-03,8,32.198,NYG,@,STL,W 38-21,16,52,3.25,0,4,37,9.25,0,0,0,,0,0,0,,0,0,,,0,0
96,1963,1963-11-10,9,32.205,NYG,,PHI,W 42-14,8,43,5.38,1,3,19,6.33,0,0,0,,0,0,0,,0,0,,,1,6
97,1964,1964-09-13,1,33.147,NYG,@,PHI,L 7-38,2,7,3.50,0,2,6,3.00,0,0,0,,0,0,0,,0,0,,,0,0
98,1964,1964-09-20,2,33.154,NYG,@,PIT,L 24-27,8,20,2.50,1,2,32,16.00,0,0,0,,0,0,0,,0,0,,,1,6
99,1964,1964-09-25,3,33.159,NYG,,WAS,W 13-10,9,22,2.44,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0
100,1964,1964-10-04,4,33.168,NYG,@,DET,L 3-26,5,14,2.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
101,1964,1964-10-11,5,33.175,NYG,@,DAL,T 13-13,5,19,3.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
102,1964,1964-10-18,6,33.182,NYG,,PHI,L 17-23,9,24,2.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
103,1964,1964-10-25,7,33.189,NYG,@,CLE,L 20-42,2,5,2.50,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
104,1964,1964-11-01,8,33.196,NYG,,STL,W 34-17,4,15,3.75,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0
105,1964,1964-11-08,9,33.203,NYG,,DAL,L 21-31,1,2,2.00,1,2,22,11.00,0,0,0,,0,0,0,,0,0,,,1,6
106,1964,1964-11-15,10,33.210,NYG,@,STL,T 10-10,12,22,1.83,0,3,25,8.33,0,0,0,,0,0,0,,0,0,,,0,0
107,1964,1964-11-22,11,33.217,NYG,,PIT,L 17-44,9,35,3.89,0,4,57,14.25,0,0,0,,0,0,0,,0,0,,,0,0
108,1964,1964-11-29,12,33.224,NYG,@,WAS,L 21-36,10,25,2.50,0,2,40,20.00,0,0,0,,0,0,0,,0,0,,,0,0
