ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1997,1997-10-19,7,23.159,WAS,@,TEN,L 14-28,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
2,1997,1997-11-23,12,23.194,WAS,,NYG,T 7-7,,,0,0,,0,0.0%,,0,0,,0,0,
3,1997,1997-12-07,14,23.208,WAS,@,ARI,W 38-28,,2,2,21,10.50,1,100.0%,10.50,0,0,,0,1,6
4,1997,1997-12-13,15,23.214,WAS,@,NYG,L 10-30,,7,5,89,17.80,1,71.4%,12.71,1,3,3.00,0,1,6
5,1997,1997-12-21,16,23.222,WAS,,PHI,W 35-32,,7,1,14,14.00,0,14.3%,2.00,0,0,,0,0,0
6,1998,1998-09-20,3,24.130,WAS,@,SEA,L 14-24,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0
7,1998,1998-10-11,6,24.151,WAS,@,PHI,L 12-17,,4,2,44,22.00,0,50.0%,11.00,0,0,,0,0,0
8,1998,1998-10-18,7,24.158,WAS,@,MIN,L 7-41,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
9,1998,1998-11-01,8,24.172,WAS,,NYG,W 21-14,,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0
10,1998,1998-11-08,9,24.179,WAS,@,ARI,L 27-29,,1,,,,,0.0%,,,,,,,
11,1998,1998-11-15,10,24.186,WAS,,PHI,W 28-3,,7,3,80,26.67,1,42.9%,11.43,0,0,,0,1,6
12,1998,1998-11-22,11,24.193,WAS,,ARI,L 42-45,,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0
13,1998,1998-11-29,12,24.200,WAS,@,OAK,W 29-19,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
14,1998,1998-12-13,14,24.214,WAS,@,CAR,W 28-25,,15,8,116,14.50,1,53.3%,7.73,0,0,,0,1,6
15,1998,1998-12-19,15,24.220,WAS,,TAM,W 20-16,,8,4,86,21.50,0,50.0%,10.75,0,0,,0,0,0
16,1998,1998-12-27,16,24.228,WAS,@,DAL,L 7-23,,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0
17,1999,1999-09-12,1,25.122,WAS,,DAL,L 35-41,*,5,4,137,34.25,1,80.0%,27.40,1,8,8.00,0,1,6
18,1999,1999-09-19,2,25.129,WAS,@,NYG,W 50-21,*,8,4,29,7.25,0,50.0%,3.63,0,0,,0,0,0
19,1999,1999-09-26,3,25.136,WAS,@,NYJ,W 27-20,*,7,5,75,15.00,0,71.4%,10.71,0,0,,0,0,0
20,1999,1999-10-03,4,25.143,WAS,,CAR,W 38-36,*,10,5,134,26.80,2,50.0%,13.40,0,0,,0,2,12
21,1999,1999-10-17,5,25.157,WAS,@,ARI,W 24-10,*,14,8,110,13.75,0,57.1%,7.86,0,0,,0,0,0
22,1999,1999-10-24,6,25.164,WAS,@,DAL,L 20-38,*,7,2,52,26.00,1,28.6%,7.43,0,0,,0,1,6
23,1999,1999-10-31,7,25.171,WAS,,CHI,W 48-22,*,4,2,46,23.00,0,50.0%,11.50,0,0,,0,0,0
24,1999,1999-11-07,8,25.178,WAS,,BUF,L 17-34,*,12,4,84,21.00,1,33.3%,7.00,0,0,,0,1,6
25,1999,1999-11-14,9,25.185,WAS,@,PHI,L 28-35,*,12,6,88,14.67,1,50.0%,7.33,0,0,,0,1,6
26,1999,1999-11-21,10,25.192,WAS,,NYG,W 23-13,,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0
27,1999,1999-11-28,11,25.199,WAS,,PHI,W 20-17,*,9,6,69,11.50,0,66.7%,7.67,0,0,,0,0,0
28,1999,1999-12-05,12,25.206,WAS,@,DET,L 17-33,*,8,3,35,11.67,0,37.5%,4.38,0,0,,0,0,0
29,1999,1999-12-12,13,25.213,WAS,,ARI,W 28-3,*,5,3,54,18.00,0,60.0%,10.80,0,0,,0,0,0
30,1999,1999-12-19,14,25.220,WAS,@,IND,L 21-24,*,8,4,97,24.25,1,50.0%,12.13,0,0,,0,1,6
31,1999,1999-12-26,15,25.227,WAS,@,SFO,W 26-20,*,8,5,106,21.20,0,62.5%,13.25,0,0,,0,0,0
32,2000,2000-09-03,1,26.113,WAS,,CAR,W 20-17,*,6,2,27,13.50,0,33.3%,4.50,0,0,,0,0,0
33,2000,2000-09-10,2,26.120,WAS,@,DET,L 10-15,*,6,2,34,17.00,0,33.3%,5.67,0,0,,0,0,0
34,2000,2000-09-18,3,26.128,WAS,,DAL,L 21-27,*,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0
