ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2014,2014-11-30,12,23.312,PIT,,NOR,L 32-35,,,,,
2,2014,2014-12-07,13,23.319,PIT,@,CIN,W 42-21,,4,9,2.25,0
3,2014,2014-12-14,14,23.326,PIT,@,ATL,W 27-20,,,,,
4,2014,2014-12-21,15,23.333,PIT,,KAN,W 20-12,,,,,
5,2014,2014-12-28,16,23.340,PIT,,CIN,W 27-17,,5,7,1.40,0
