ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
28,2015,2015-12-07,12,24.353,WAS,,DAL,L 16-19,,0,0,0,,0,0.0%,,0,0,0.0,0,0
29,2015,2015-12-13,13,24.359,WAS,@,CHI,W 24-21,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
30,2015,2015-12-20,14,25.001,WAS,,BUF,W 35-25,,2,1,13,13.00,0,50.0%,6.50,0,0,0.0,0,0
31,2015,2015-12-26,15,25.007,WAS,@,PHI,W 38-24,,3,1,24,24.00,0,33.3%,8.00,0,0,0.0,0,0
32,2015,2016-01-03,16,25.015,WAS,@,DAL,W 34-23,*,4,3,18,6.00,1,75.0%,4.50,1,6,0.0,0,0
33,2016,2016-09-12,1,25.268,WAS,,PIT,L 16-38,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
34,2016,2016-09-18,2,25.274,WAS,,DAL,L 23-27,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
35,2016,2016-09-25,3,25.281,WAS,@,NYG,W 29-27,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
36,2016,2016-10-02,4,25.288,WAS,,CLE,W 31-20,,0,0,0,,0,0.0%,,0,0,0.0,0,0
37,2016,2016-10-09,5,25.295,WAS,@,BAL,W 16-10,,0,0,0,,0,0.0%,,0,0,0.0,0,0
38,2016,2016-10-16,6,25.302,WAS,,PHI,W 27-20,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
39,2016,2016-10-23,7,25.309,WAS,@,DET,L 17-20,,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0
40,2016,2016-10-30,8,25.316,WAS,@,CIN,T 27-27,,2,1,17,17.00,0,50.0%,8.50,0,0,0.0,0,0
41,2016,2016-11-13,9,25.330,WAS,,MIN,W 26-20,*,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
42,2016,2016-11-20,10,25.337,WAS,,GNB,W 42-24,,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0
43,2016,2016-11-24,11,25.341,WAS,@,DAL,L 26-31,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
44,2016,2016-12-04,12,25.351,WAS,@,ARI,L 23-31,,2,2,20,10.00,0,100.0%,10.00,0,0,0.0,0,0
45,2016,2016-12-11,13,25.358,WAS,@,PHI,W 27-22,,0,0,0,,0,0.0%,,0,0,0.0,0,0
46,2016,2016-12-19,14,26.000,WAS,,CAR,L 15-26,,0,0,0,,0,0.0%,,0,0,0.0,0,0
47,2016,2016-12-24,15,26.005,WAS,@,CHI,W 41-21,,4,3,25,8.33,0,75.0%,6.25,0,0,0.0,0,0
48,2016,2017-01-01,16,26.013,WAS,,NYG,L 10-19,,0,0,0,,0,0.0%,,0,0,0.0,0,0
49,2017,2017-09-10,1,26.265,WAS,,PHI,L 17-30,,6,4,61,15.25,0,66.7%,10.17,0,0,0.0,0,0
50,2017,2017-09-17,2,26.272,WAS,@,LAR,W 27-20,,2,1,11,11.00,1,50.0%,5.50,1,6,0.0,0,0
51,2017,2017-09-24,3,26.279,WAS,,OAK,W 27-10,,4,3,31,10.33,0,75.0%,7.75,0,0,0.0,0,0
52,2017,2017-10-02,4,26.287,WAS,@,KAN,L 20-29,,3,2,16,8.00,1,66.7%,5.33,1,6,0.0,0,0
53,2017,2017-10-15,5,26.300,WAS,,SFO,W 26-24,,5,3,39,13.00,0,60.0%,7.80,0,0,0.0,0,0
54,2017,2017-10-23,6,26.308,WAS,@,PHI,L 24-34,,3,3,19,6.33,0,100.0%,6.33,0,0,0.0,0,0
55,2017,2017-10-29,7,26.314,WAS,,DAL,L 19-33,,7,5,38,7.60,0,71.4%,5.43,0,0,0.0,0,0
56,2017,2017-11-05,8,26.321,WAS,@,SEA,W 17-14,*,3,3,39,13.00,0,100.0%,13.00,0,0,0.0,0,0
57,2017,2017-11-12,9,26.328,WAS,,MIN,L 30-38,*,3,3,25,8.33,0,100.0%,8.33,0,0,0.0,0,0
58,2017,2017-11-19,10,26.335,WAS,@,NOR,L 31-34,,3,3,59,19.67,1,100.0%,19.67,1,6,0.0,0,0
59,2017,2017-11-23,11,26.339,WAS,,NYG,W 20-10,*,2,1,3,3.00,0,50.0%,1.50,0,0,0.0,0,0
60,2017,2017-11-30,12,26.346,WAS,@,DAL,L 14-38,*,9,5,76,15.20,1,55.6%,8.44,1,6,0.0,0,0
61,2017,2017-12-10,13,26.356,WAS,@,LAC,L 13-30,*,1,1,28,28.00,0,100.0%,28.00,0,0,0.0,0,0
62,2017,2017-12-17,14,26.363,WAS,,ARI,W 20-15,,3,2,20,10.00,0,66.7%,6.67,0,0,0.0,0,0
63,2017,2017-12-24,15,27.005,WAS,,DEN,W 27-11,*,6,4,85,21.25,0,66.7%,14.17,0,0,0.0,0,0
64,2017,2017-12-31,16,27.012,WAS,@,NYG,L 10-18,*,5,2,23,11.50,0,40.0%,4.60,0,0,0.0,0,0
65,2018,2018-09-09,1,27.264,IND,,CIN,L 23-34,,9,8,59,7.38,0,88.9%,6.56,0,0,0.0,0,0
66,2018,2018-09-16,2,27.271,IND,@,WAS,W 21-9,*,2,2,30,15.00,0,100.0%,15.00,0,0,0.0,0,0
67,2018,2018-09-23,3,27.278,IND,@,PHI,L 16-20,*,4,3,35,11.67,1,75.0%,8.75,1,6,0.0,0,0
