ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,23.262,WAS,@,HOU,L 6-17,,0,0,0,,0,0.0%,,0,0,0.0,1,0
2,2014,2014-09-14,2,23.269,WAS,,JAX,W 41-10,,8,5,57,11.40,0,62.5%,7.13,0,0,0.0,0,0
3,2014,2014-09-21,3,23.276,WAS,@,PHI,L 34-37,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
4,2014,2014-09-25,4,23.280,WAS,,NYG,L 14-45,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
5,2014,2014-10-06,5,23.291,WAS,,SEA,L 17-27,,,,,,,0.0%,,,,,,
6,2014,2014-10-12,6,23.297,WAS,@,ARI,L 20-30,,,,,,,0.0%,,,,,,
7,2014,2014-10-19,7,23.304,WAS,,TEN,W 19-17,,,,,,,0.0%,,,,,,
8,2014,2014-10-27,8,23.312,WAS,@,DAL,W 20-17,*,,,,,,0.0%,,,,,,
9,2014,2014-11-02,9,23.318,WAS,@,MIN,L 26-29,,,,,,,0.0%,,,,,,
10,2014,2014-11-16,10,23.332,WAS,,TAM,L 7-27,,,,,,,0.0%,,,,,,
11,2014,2014-11-23,11,23.339,WAS,@,SFO,L 13-17,*,,,,,,0.0%,,,,,,
12,2014,2014-11-30,12,23.346,WAS,@,IND,L 27-49,,,,,,,0.0%,,,,,,
13,2014,2014-12-07,13,23.353,WAS,,STL,L 0-24,,3,1,4,4.00,0,33.3%,1.33,0,0,0.0,0,0
14,2014,2014-12-14,14,23.360,WAS,@,NYG,L 13-24,,,,,,,0.0%,,,,,,
15,2014,2014-12-20,15,24.001,WAS,,PHI,W 27-24,,,,,,,0.0%,,,,,,
16,2014,2014-12-28,16,24.009,WAS,,DAL,L 17-44,,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,0,0
17,2015,2015-09-13,1,24.268,WAS,,MIA,L 10-17,,2,1,15,15.00,0,50.0%,7.50,0,0,0.0,0,0
18,2015,2015-09-20,2,24.275,WAS,,STL,W 24-10,,6,3,45,15.00,0,50.0%,7.50,0,0,0.0,0,0
19,2015,2015-09-24,3,24.279,WAS,@,NYG,L 21-32,,5,2,9,4.50,0,40.0%,1.80,0,0,0.0,0,0
20,2015,2015-10-04,4,24.289,WAS,,PHI,W 23-20,*,7,5,45,9.00,0,71.4%,6.43,0,0,0.0,0,0
21,2015,2015-10-11,5,24.296,WAS,@,ATL,L 19-25,*,4,1,4,4.00,0,25.0%,1.00,0,0,0.0,0,0
22,2015,2015-10-18,6,24.303,WAS,@,NYJ,L 20-34,*,4,2,22,11.00,0,50.0%,5.50,0,0,0.0,0,0
23,2015,2015-10-25,7,24.310,WAS,,TAM,W 31-30,*,3,3,54,18.00,1,100.0%,18.00,1,6,0.0,0,0
24,2015,2015-11-08,8,24.324,WAS,@,NWE,L 10-27,,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2015,2015-11-15,9,24.331,WAS,,NOR,W 47-14,,0,0,0,,0,0.0%,,0,0,0.0,0,0
26,2015,2015-11-22,10,24.338,WAS,@,CAR,L 16-44,,0,0,0,,0,0.0%,,0,0,0.0,0,0
27,2015,2015-11-29,11,24.345,WAS,,NYG,W 20-14,,1,1,19,19.00,0,100.0%,19.00,0,0,0.0,0,0
