ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2015,2015-12-27,15,23.097,NYG,@,MIN,L 17-49,,3,3,22,7.33,0,100.0%,7.33
2,2015,2016-01-03,16,23.104,NYG,,PHI,L 30-35,,0,0,0,,0,0.0%,
3,2017,2017-10-15,6,25.024,NYG,@,DEN,W 23-10,,1,0,0,,0,0.0%,0.00
4,2017,2017-10-22,7,25.031,NYG,,SEA,L 7-24,*,0,0,0,,0,0.0%,
5,2017,2017-11-05,8,25.045,NYG,,LAR,L 17-51,,0,0,0,,0,0.0%,
6,2017,2017-12-24,15,25.094,DEN,@,WAS,L 11-27,,0,0,0,,0,0.0%,
7,2017,2017-12-31,16,25.101,DEN,,KAN,L 24-27,,0,0,0,,0,0.0%,
8,2018,2018-09-09,1,25.353,DEN,,SEA,W 27-24,,1,0,0,,0,0.0%,0.00
9,2018,2018-09-16,2,25.360,DEN,,OAK,W 20-19,,0,0,0,,0,0.0%,
10,2018,2018-09-23,3,26.002,DEN,@,BAL,L 14-27,,0,0,0,,0,0.0%,
