ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1981,1981-09-05,1,22.001,MIN,@,TAM,L 13-21,,,
2,1981,1981-09-14,2,22.010,MIN,,OAK,L 10-36,,,
3,1981,1981-09-20,3,22.016,MIN,,DET,W 26-24,,,
4,1981,1981-09-27,4,22.023,MIN,@,GNB,W 30-13,,,
5,1981,1981-10-04,5,22.030,MIN,,CHI,W 24-21,,,
6,1981,1981-11-08,10,22.065,MIN,,TAM,W 25-10,,,
7,1981,1981-11-15,11,22.072,MIN,,NOR,W 20-10,,,
8,1981,1981-11-23,12,22.080,MIN,@,ATL,L 30-31,,,
9,1981,1981-11-29,13,22.086,MIN,,GNB,L 23-35,1,0,0
10,1981,1981-12-06,14,22.093,MIN,@,CHI,L 9-10,,,
11,1981,1981-12-12,15,22.099,MIN,@,DET,L 7-45,1,18,0
12,1981,1981-12-20,16,22.107,MIN,,KAN,L 6-10,,,
13,1982,1982-09-12,1,23.008,MIN,,TAM,W 17-10,,,
14,1982,1982-09-16,2,23.012,MIN,@,BUF,L 22-23,1,4,0
15,1982,1982-11-21,3,23.078,MIN,@,GNB,L 7-26,,,
16,1982,1982-11-28,4,23.085,MIN,,CHI,W 35-7,,,
17,1982,1982-12-05,5,23.092,MIN,@,MIA,L 14-22,,,
18,1982,1982-12-12,6,23.099,MIN,,BAL,W 13-10,1,16,0
19,1982,1982-12-19,7,23.106,MIN,@,DET,W 34-31,,,
20,1982,1982-12-26,8,23.113,MIN,,NYJ,L 14-42,,,
21,1982,1983-01-03,9,23.121,MIN,,DAL,W 31-27,,,
22,1983,1983-09-04,1,24.000,MIN,@,CLE,W 27-21,,,
23,1983,1983-09-08,2,24.004,MIN,,SFO,L 17-48,,,
24,1983,1983-09-18,3,24.014,MIN,@,TAM,W 19-16,1,0,0
25,1983,1983-09-25,4,24.021,MIN,,DET,W 20-17,1,11,0
26,1983,1983-10-16,7,24.042,MIN,,HOU,W 34-14,,,
27,1983,1983-10-23,8,24.049,MIN,@,GNB,W 20-17,2,0,0
28,1983,1983-10-30,9,24.056,MIN,@,STL,L 31-41,,,
29,1983,1983-11-06,10,24.063,MIN,,TAM,L 12-17,1,1,0
30,1983,1983-11-13,11,24.070,MIN,,GNB,L 21-29,,,
31,1983,1983-11-20,12,24.077,MIN,@,PIT,W 17-14,,,
32,1983,1983-11-27,13,24.084,MIN,@,NOR,L 16-17,,,
33,1983,1983-12-05,14,24.092,MIN,@,DET,L 2-13,,,
34,1983,1983-12-11,15,24.098,MIN,,CHI,L 13-19,,,
35,1983,1983-12-17,16,24.104,MIN,,CIN,W 20-14,1,0,0
36,1984,1984-09-02,1,24.364,MIN,,SDG,L 13-42,,,
37,1984,1984-09-09,2,25.005,MIN,@,PHI,L 17-19,,,
38,1984,1984-09-16,3,25.012,MIN,,ATL,W 27-20,,,
39,1984,1984-09-23,4,25.019,MIN,@,DET,W 29-28,,,
40,1984,1984-09-30,5,25.026,MIN,,SEA,L 12-20,1,11,0
41,1984,1984-10-07,6,25.033,MIN,@,TAM,L 31-35,,,
