ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,22.332,NWE,,MIA,W 28-21,2,6,3.00,0,,0,0,,0,,,1,14,14.00,0,0,0
2,1987,1987-09-21,2,22.340,NWE,@,NYJ,L 24-43,0,0,,0,,0,0,,0,,,1,13,13.00,0,0,0
3,1987,1987-10-25,6,23.009,NWE,@,IND,L 16-30,0,0,,0,,0,0,,0,,,0,0,,0,0,
4,1987,1987-11-01,7,23.016,NWE,,RAI,W 26-23,0,0,,0,,0,0,,0,,,1,16,16.00,0,0,0
5,1987,1987-11-08,8,23.023,NWE,@,NYG,L 10-17,2,5,2.50,0,,1,1,1.00,0,,,0,0,,0,0,0
6,1987,1987-11-15,9,23.030,NWE,,DAL,L 17-23,4,9,2.25,0,,1,7,7.00,0,,,0,0,,0,0,0
7,1987,1987-11-22,10,23.037,NWE,,IND,W 24-0,10,73,7.30,0,,0,0,,0,,,0,0,,0,0,0
8,1987,1987-12-20,14,23.065,NWE,@,BUF,W 13-7,8,42,5.25,0,,0,0,,0,,,0,0,,0,0,0
9,1987,1987-12-28,15,23.073,NWE,@,MIA,W 24-10,15,52,3.47,0,,1,5,5.00,0,,,0,0,,0,0,0
10,1988,1988-09-04,1,23.324,NWE,,NYJ,W 28-3,11,38,3.45,0,,0,0,,0,,,0,0,,0,0,0
11,1988,1988-09-11,2,23.331,NWE,@,MIN,L 6-36,5,23,4.60,0,,2,6,3.00,0,,,0,0,,0,0,0
12,1988,1988-09-18,3,23.338,NWE,,BUF,L 14-16,7,23,3.29,0,,1,10,10.00,0,,,0,0,,0,0,0
13,1988,1988-09-25,4,23.345,NWE,@,HOU,L 6-31,6,16,2.67,0,,0,0,,0,,,0,0,,0,0,0
14,1988,1988-10-02,5,23.352,NWE,,IND,W 21-17,5,15,3.00,1,,2,14,7.00,0,,,0,0,,0,1,6
15,1988,1988-10-09,6,23.359,NWE,@,GNB,L 3-45,3,5,1.67,0,,0,0,,0,,,0,0,,0,0,0
16,1988,1988-10-16,7,24.000,NWE,,CIN,W 27-21,13,29,2.23,0,,2,22,11.00,0,,,0,0,,0,0,0
17,1988,1988-10-23,8,24.007,NWE,@,BUF,L 20-23,6,16,2.67,1,,0,0,,0,,,0,0,,0,1,6
18,1988,1988-10-30,9,24.014,NWE,,CHI,W 30-7,8,28,3.50,0,,0,0,,0,,,0,0,,0,0,0
19,1988,1988-11-06,10,24.021,NWE,,MIA,W 21-10,11,42,3.82,1,,1,13,13.00,0,,,0,0,,0,1,6
20,1988,1988-11-13,11,24.028,NWE,@,NYJ,W 14-13,16,53,3.31,0,,2,23,11.50,0,,,0,0,,0,0,0
21,1988,1988-11-20,12,24.035,NWE,@,MIA,W 6-3,10,38,3.80,0,,1,3,3.00,0,,,0,0,,0,0,0
22,1988,1988-11-27,13,24.042,NWE,@,IND,L 21-24,5,10,2.00,1,,1,7,7.00,0,,,0,0,,0,1,6
23,1988,1988-12-04,14,24.049,NWE,,SEA,W 13-7,14,49,3.50,1,,1,12,12.00,0,,,0,0,,0,1,6
24,1988,1988-12-11,15,24.056,NWE,,TAM,W 10-7,17,47,2.76,1,,3,17,5.67,0,,,0,0,,0,1,6
25,1988,1988-12-17,16,24.062,NWE,@,DEN,L 10-21,9,16,1.78,0,,1,7,7.00,0,,,0,0,,0,0,0
26,1989,1989-09-10,1,24.329,NWE,@,NYJ,W 27-24,7,24,3.43,0,,0,0,,0,,,0,0,,0,0,0
27,1989,1989-09-17,2,24.336,NWE,,MIA,L 10-24,3,8,2.67,0,,0,0,,0,,,0,0,,0,0,0
28,1989,1989-09-24,3,24.343,NWE,,SEA,L 3-24,11,46,4.18,0,,5,44,8.80,0,,,0,0,,0,0,0
29,1989,1989-10-01,4,24.350,NWE,@,BUF,L 10-31,15,68,4.53,0,,2,13,6.50,0,,,0,0,,0,0,0
30,1989,1989-10-08,5,24.357,NWE,,HOU,W 23-13,10,31,3.10,0,,1,16,16.00,0,,,0,0,,0,0,0
31,1989,1989-10-15,6,24.364,NWE,@,ATL,L 15-16,10,20,2.00,0,,1,5,5.00,0,,,0,0,,0,0,0
32,1989,1989-10-22,7,25.006,NWE,@,SFO,L 20-37,5,24,4.80,0,,0,0,,0,,,0,0,,0,0,0
33,1989,1989-10-29,8,25.013,NWE,@,IND,W 23-20,12,50,4.17,0,,6,27,4.50,0,,,0,0,,0,0,0
34,1989,1989-11-05,9,25.020,NWE,,NYJ,L 26-27,9,37,4.11,0,,2,23,11.50,0,,,0,0,,0,0,0
35,1989,1989-11-12,10,25.027,NWE,,NOR,L 24-28,9,40,4.44,2,,3,18,6.00,0,,,0,0,,0,2,12
36,1989,1989-11-19,11,25.034,NWE,,BUF,W 33-24,13,48,3.69,0,,0,0,,0,,,0,0,,0,0,0
37,1989,1989-11-26,12,25.041,NWE,@,RAI,L 21-24,8,20,2.50,0,,2,13,6.50,0,,,0,0,,0,0,0
38,1989,1989-12-03,13,25.048,NWE,,IND,W 22-16,9,32,3.56,0,,3,10,3.33,0,,,0,0,,0,0,0
39,1989,1989-12-10,14,25.055,NWE,@,MIA,L 10-31,8,37,4.63,0,,1,11,11.00,0,,,0,0,,0,0,0
40,1989,1989-12-17,15,25.062,NWE,@,PIT,L 10-28,16,58,3.63,0,,0,0,,0,,,0,0,,0,0,0
41,1989,1989-12-24,16,25.069,NWE,,RAM,L 20-24,5,19,3.80,0,,3,15,5.00,0,,,0,0,,0,0,0
42,1990,1990-09-09,1,25.328,NWE,,MIA,L 24-27,4,13,3.25,0,,2,13,6.50,0,,,0,0,,0,0,0
43,1990,1990-09-16,2,25.335,NWE,@,IND,W 16-14,11,31,2.82,0,,2,11,5.50,0,,,0,0,,0,0,0
44,1990,1990-09-23,3,25.342,NWE,@,CIN,L 7-41,4,8,2.00,0,,2,8,4.00,0,,,0,0,,0,0,0
45,1990,1990-09-30,4,25.349,NWE,,NYJ,L 13-37,2,4,2.00,1,,2,1,0.50,0,,,0,0,,0,1,6
46,1990,1990-10-07,5,25.356,NWE,,SEA,L 20-33,2,8,4.00,0,,2,16,8.00,0,,,0,0,,0,0,0
47,1990,1990-10-18,6,26.002,NWE,@,MIA,L 10-17,6,22,3.67,0,,2,18,9.00,0,,,0,0,,0,0,0
48,1990,1990-10-28,7,26.012,NWE,,BUF,L 10-27,3,11,3.67,0,,3,21,7.00,0,,,0,0,,0,0,0
49,1990,1990-11-04,8,26.019,NWE,@,PHI,L 20-48,0,0,,0,,0,0,,0,,,,,,,0,
50,1991,1991-09-01,1,26.320,DEN,,CIN,W 45-14,6,15,2.50,0,,4,41,10.25,0,,,0,0,,0,0,0
51,1991,1991-09-08,2,26.327,DEN,@,RAI,L 13-16,1,2,2.00,0,,1,12,12.00,0,,,0,0,,0,0,0
