ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2012,2012-09-10,1,22.186,CIN,@,BAL,L 13-44,*,,,,,,0.0%,,,,
2,2012,2012-09-16,2,22.192,CIN,,CLE,W 34-27,*,,,,,,0.0%,,,,
3,2012,2012-09-23,3,22.199,CIN,@,WAS,W 38-31,*,,,,,,0.0%,,,,
4,2012,2012-09-30,4,22.206,CIN,@,JAX,W 27-10,*,,,,,,0.0%,,,,
5,2012,2012-10-07,5,22.213,CIN,,MIA,L 13-17,*,,,,,,0.0%,,,,
6,2012,2012-10-14,6,22.220,CIN,@,CLE,L 24-34,*,,,,,,0.0%,,,,
7,2012,2012-10-21,7,22.227,CIN,,PIT,L 17-24,*,,,,,,0.0%,,,,
8,2012,2012-11-04,8,22.241,CIN,,DEN,L 23-31,*,,,,,,0.0%,,,,
9,2012,2012-11-11,9,22.248,CIN,,NYG,W 31-13,*,,,,,,0.0%,,,,
10,2012,2012-11-18,10,22.255,CIN,@,KAN,W 28-6,*,,,,,,0.0%,,,,
11,2012,2012-11-25,11,22.262,CIN,,OAK,W 34-10,*,,,,,,0.0%,,,,
12,2012,2012-12-02,12,22.269,CIN,@,SDG,W 20-13,*,,,,,,0.0%,,,,
13,2012,2012-12-09,13,22.276,CIN,,DAL,L 19-20,*,,0,0,,0,0.0%,,0.0,0,0
14,2012,2012-12-13,14,22.280,CIN,@,PHI,W 34-13,*,0,,,,,0.0%,,,,
15,2012,2012-12-23,15,22.290,CIN,@,PIT,W 13-10,*,0,,,,,0.0%,,,,
16,2012,2012-12-30,16,22.297,CIN,,BAL,W 23-17,*,,,,,,0.0%,,,,
17,2013,2013-09-08,1,23.184,CIN,@,CHI,L 21-24,*,,,,,,0.0%,,,,
18,2013,2013-09-16,2,23.192,CIN,,PIT,W 20-10,*,0,,,,,0.0%,,,,
