ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1969,1969-09-14,1,23.056,NYJ,@,BUF,W 33-19,2,45,22.50,0,0,0,,0
2,1969,1969-09-28,3,23.070,NYJ,@,SDG,L 27-34,4,75,18.75,0,0,0,,0
3,1969,1969-10-12,5,23.084,NYJ,@,CIN,W 21-7,1,0,0.00,0,0,0,,0
4,1969,1969-11-02,8,23.105,NYJ,,MIA,W 34-31,0,0,,0,1,0,0.00,0
5,1970,1970-11-22,10,24.125,NYJ,,BOS,W 17-3,,,,,,,,
6,1970,1970-11-29,11,24.132,NYJ,,MIN,W 20-10,,,,,,,,
7,1970,1970-12-06,12,24.139,NYJ,,OAK,L 13-14,,,,,,,,
8,1970,1970-12-13,13,24.146,NYJ,@,MIA,L 10-16,,,,,,,,
9,1970,1970-12-19,14,24.152,NYJ,@,BAL,L 20-35,1,35,35.00,0,0,0,,0
