ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1987,1987-10-11,4,23.154,WAS,@,NYG,W 38-12,0,0,,0,1,7,0
2,1987,1987-10-19,5,23.162,WAS,@,DAL,W 13-7,,,,,,,
3,1987,1987-11-15,9,23.189,WAS,,DET,W 20-13,,,,,,,
4,1987,1987-11-23,10,23.197,WAS,,RAM,L 26-30,,,,,,,
5,1988,1988-09-05,1,24.118,WAS,@,NYG,L 20-27,0,0,,0,,,
6,1988,1988-09-11,2,24.124,WAS,,PIT,W 30-29,0,0,,0,,,
7,1988,1988-09-18,3,24.131,WAS,,PHI,W 17-10,0,0,,0,,,
8,1988,1988-09-25,4,24.138,WAS,@,PHO,L 21-30,0,0,,0,,,
9,1988,1988-10-02,5,24.145,WAS,,NYG,L 23-24,2,14,7.00,0,0,0,0
10,1988,1988-10-09,6,24.152,WAS,@,DAL,W 35-17,0,0,,0,,,
11,1988,1988-10-16,7,24.159,WAS,,PHO,W 33-17,0,0,,0,,,
12,1988,1988-10-23,8,24.166,WAS,@,GNB,W 20-17,0,0,,0,,,
13,1988,1988-10-30,9,24.173,WAS,@,HOU,L 17-41,0,0,,0,,,
14,1988,1988-11-06,10,24.180,WAS,,NOR,W 27-24,0,0,,0,,,
15,1988,1988-11-13,11,24.187,WAS,,CHI,L 14-34,0,0,,0,,,
16,1988,1988-11-21,12,24.195,WAS,@,SFO,L 21-37,1,13,13.00,0,0,0,0
17,1988,1988-11-27,13,24.201,WAS,,CLE,L 13-17,0,0,,0,,,
18,1988,1988-12-04,14,24.208,WAS,@,PHI,W 20-19,0,0,,0,,,
19,1988,1988-12-11,15,24.215,WAS,,DAL,L 17-24,0,0,,0,,,
20,1988,1988-12-17,16,24.221,WAS,@,CIN,L 17-20,2,33,16.50,0,0,0,0
