ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2007,2007-11-25,11,23.160,KAN,,OAK,L 17-20,,2,4,2.00,0,1,0,0,,0,0.0%,0.00
2,2007,2007-12-02,12,23.167,KAN,,SDG,L 10-24,,2,5,2.50,0,1,1,19,19.00,0,100.0%,19.00
3,2007,2007-12-09,13,23.174,KAN,@,DEN,L 7-41,,4,4,1.00,0,1,1,5,5.00,0,100.0%,5.00
4,2007,2007-12-16,14,23.181,KAN,,TEN,L 17-26,,1,-4,-4.00,0,1,1,14,14.00,0,100.0%,14.00
