ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,22.362,SEA,,CIN,L 3-21,,,,
2,1992,1992-09-13,2,23.003,SEA,@,KAN,L 7-26,,,,
3,1992,1992-09-20,3,23.010,SEA,@,NWE,W 10-6,,,,
4,1992,1992-09-27,4,23.017,SEA,,MIA,L 17-19,,,,
5,1993,1993-09-05,1,23.360,SEA,@,SDG,L 12-18,,,,
6,1993,1993-09-12,2,24.002,SEA,,RAI,L 13-17,,,,
7,1993,1993-09-19,3,24.009,SEA,@,NWE,W 17-14,,,,
8,1993,1993-09-26,4,24.016,SEA,@,CIN,W 19-10,,,,
9,1993,1993-10-03,5,24.023,SEA,,SDG,W 31-14,,,,
10,1993,1993-10-17,6,24.037,SEA,@,DET,L 10-30,,,,
11,1994,1994-09-04,1,24.359,SEA,@,WAS,W 28-7,,,,
12,1994,1994-09-11,2,25.001,SEA,@,RAI,W 38-9,0.0,1,7,0
13,1994,1994-09-18,3,25.008,SEA,,SDG,L 10-24,,,,
14,1994,1994-09-25,4,25.015,SEA,,PIT,W 30-13,,,,
15,1994,1994-10-02,5,25.022,SEA,@,IND,L 15-17,,,,
16,1994,1994-10-09,6,25.029,SEA,,DEN,L 9-16,1.0,0,0,0
17,1994,1994-10-23,7,25.043,SEA,@,KAN,L 23-38,,,,
18,1994,1994-10-30,8,25.050,SEA,@,SDG,L 15-35,1.0,0,0,0
19,1994,1994-11-06,9,25.057,SEA,,CIN,L 17-20,,,,
20,1994,1994-11-13,10,25.064,SEA,@,DEN,L 10-17,,,,
21,1994,1994-11-20,11,25.071,SEA,,TAM,W 22-21,,,,
22,1994,1994-11-27,12,25.078,SEA,,KAN,W 10-9,,,,
23,1994,1994-12-04,13,25.085,SEA,,IND,L 19-31,,,,
24,1994,1994-12-11,14,25.092,SEA,@,HOU,W 16-14,1.0,0,0,0
25,1994,1994-12-18,15,25.099,SEA,,RAI,L 16-17,,,,
26,1994,1994-12-24,16,25.105,SEA,@,CLE,L 9-35,,,,
