ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-11-15,10,25.223,SDG,,BAL,W 14-13,7,1,30,30.00,0,14.3%,4.29,0,0
2,1998,1998-11-22,11,25.230,SDG,,KAN,W 38-37,7,3,78,26.00,0,42.9%,11.14,0,0
3,1998,1998-12-06,13,25.244,SDG,@,WAS,L 20-24,4,2,19,9.50,0,50.0%,4.75,0,0
4,1998,1998-12-13,14,25.251,SDG,@,SEA,L 17-38,3,1,17,17.00,0,33.3%,5.67,0,0
5,1998,1998-12-20,15,25.258,SDG,,OAK,L 10-17,6,4,40,10.00,0,66.7%,6.67,0,0
6,1998,1998-12-27,16,25.265,SDG,@,ARI,L 13-16,10,5,84,16.80,1,50.0%,8.40,1,6
