ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,23.230,SEA,,SDG,L 13-34,,,,,,
2,1980,1980-09-14,2,23.237,SEA,@,KAN,W 17-16,,,,,,
3,1980,1980-09-21,3,23.244,SEA,,NWE,L 31-37,,,,,,
4,1980,1980-09-28,4,23.251,SEA,@,WAS,W 14-0,,,,,,
5,1980,1980-10-05,5,23.258,SEA,@,HOU,W 26-7,,,,,,
6,1980,1980-10-12,6,23.265,SEA,,CLE,L 3-27,,,,,,
7,1980,1980-10-19,7,23.272,SEA,@,NYJ,W 27-17,,,,,,
8,1980,1980-10-26,8,23.279,SEA,@,OAK,L 14-33,,,,,,
9,1980,1980-11-02,9,23.286,SEA,,PHI,L 20-27,,,,,,
10,1980,1980-11-09,10,23.293,SEA,,KAN,L 30-31,,,,,,
11,1980,1980-11-17,11,23.301,SEA,,OAK,L 17-19,,,,,,
12,1980,1980-12-07,14,23.321,SEA,,NYG,L 21-27,,,,,,
13,1980,1980-12-13,15,23.327,SEA,@,SDG,L 14-21,,,,,,
14,1980,1980-12-21,16,23.335,SEA,,DEN,L 17-25,,,,,,
15,1981,1981-09-06,1,24.228,SEA,@,CIN,L 21-27,,,,,,
16,1981,1981-09-13,2,24.235,SEA,,DEN,W 13-10,,,,,,
17,1981,1981-09-20,3,24.242,SEA,@,OAK,L 10-20,,,,,,
18,1981,1981-09-27,4,24.249,SEA,,KAN,L 14-20,,,,,,
19,1981,1981-10-04,5,24.256,SEA,@,SDG,L 10-24,,,,,,
20,1981,1981-10-11,6,24.263,SEA,@,HOU,L 17-35,,,,,,
21,1981,1981-10-18,7,24.270,SEA,,NYG,L 0-32,,,,,,
22,1981,1981-10-25,8,24.277,SEA,@,NYJ,W 19-3,,,,,,
23,1981,1981-11-01,9,24.284,SEA,@,GNB,L 24-34,,,,,,
24,1981,1981-11-08,10,24.291,SEA,,PIT,W 24-21,,,,,,
25,1981,1981-11-16,11,24.299,SEA,,SDG,W 44-23,,,,,,
26,1981,1981-11-22,12,24.305,SEA,@,KAN,L 13-40,,,,,,
27,1981,1981-11-29,13,24.312,SEA,,OAK,L 31-32,,,,,,
28,1981,1981-12-06,14,24.319,SEA,,NYJ,W 27-23,,,,,,
29,1981,1981-12-13,15,24.326,SEA,@,DEN,L 13-23,,,,,,
30,1981,1981-12-20,16,24.333,SEA,,CLE,W 42-21,,,,,,
31,1982,1982-09-12,1,25.234,SEA,,CLE,L 7-21,,,,,,
32,1982,1982-09-19,2,25.241,SEA,@,HOU,L 21-23,,,,,,
33,1982,1982-11-21,3,25.304,SEA,@,DEN,W 17-10,,,,,,
34,1982,1982-11-28,4,25.311,SEA,,PIT,W 16-0,0,0,1.0,0,0,0
35,1982,1982-12-05,5,25.318,SEA,@,RAI,L 23-28,,,,,,
36,1982,1982-12-12,6,25.325,SEA,,CHI,W 20-14,0,0,2.0,0,0,0
37,1982,1982-12-19,7,25.332,SEA,,NWE,L 0-16,,,,,,
38,1982,1982-12-26,8,25.339,SEA,@,CIN,L 10-24,,,,,,
39,1982,1983-01-02,9,25.346,SEA,,DEN,W 13-11,,,,,,
40,1983,1983-09-04,1,26.226,SEA,@,KAN,L 13-17,0,0,2.0,0,0,0
41,1983,1983-09-11,2,26.233,SEA,@,NYJ,W 17-10,0,0,1.0,0,0,0
42,1983,1983-09-18,3,26.240,SEA,,SDG,W 34-31,,,,,,
43,1983,1983-09-25,4,26.247,SEA,,WAS,L 17-27,,,,,,
44,1983,1983-10-02,5,26.254,SEA,@,CLE,W 24-9,1,6,0.0,1,73,1
45,1983,1983-10-09,6,26.261,SEA,@,SDG,L 21-28,0,0,2.0,0,0,0
46,1983,1983-10-16,7,26.268,SEA,,RAI,W 38-36,0,0,3.5,0,0,0
47,1983,1983-10-23,8,26.275,SEA,,PIT,L 21-27,,,,,,
48,1983,1983-10-30,9,26.282,SEA,@,RAI,W 34-21,0,0,1.0,0,0,0
49,1983,1983-11-06,10,26.289,SEA,,DEN,W 27-19,0,0,1.0,0,0,0
