ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1974,1974-09-29,3,25.052,CLE,@,STL,L 7-29,,1,2,50.00,6,0,0,56.2,0,0,3.00,3.00,0,0,,0,0,0
2,1974,1974-10-06,4,25.059,CLE,,OAK,L 24-40,,2,6,33.33,22,0,3,5.6,0,0,3.67,-18.83,0,0,,0,0,0
3,1974,1974-10-20,6,25.073,CLE,@,PIT,L 16-20,,,,,,,,,,,,,,,,,,
4,1974,1974-10-27,7,25.080,CLE,,DEN,W 23-21,,4,6,66.67,32,0,0,79.9,0,0,5.33,5.33,5,12,2.40,2,2,12
5,1974,1974-11-03,8,25.087,CLE,@,SDG,L 35-36,*,16,23,69.57,186,1,1,90.1,0,0,8.09,7.00,2,2,1.00,2,2,12
6,1974,1974-11-10,9,25.094,CLE,@,NWE,W 21-14,*,10,18,55.56,116,0,0,75.2,0,0,6.44,6.44,3,8,2.67,0,0,0
7,1974,1974-11-17,10,25.101,CLE,,PIT,L 16-26,*,15,30,50.00,162,0,3,26.7,0,0,5.40,0.90,2,17,8.50,0,0,0
8,1974,1974-11-24,11,25.108,CLE,,BUF,L 10-15,*,6,10,60.00,37,0,0,67.5,0,0,3.70,3.70,2,4,2.00,0,0,0
9,1974,1974-12-01,12,25.115,CLE,,SFO,W 7-0,*,5,13,38.46,42,0,0,47.6,0,0,3.23,3.23,2,1,0.50,0,0,0
10,1974,1974-12-15,14,25.129,CLE,@,HOU,L 24-28,,,,,,,,,,,,,,,,,,
11,1975,1975-09-28,2,26.051,CLE,,MIN,L 10-42,,6,11,54.55,46,0,3,25.4,0,0,4.18,-8.09,2,24,12.00,0,0,0
12,1975,1975-10-12,4,26.065,CLE,,HOU,L 10-40,,7,14,50.00,83,0,0,68.5,0,0,5.93,5.93,0,0,,0,0,0
13,1975,1975-10-19,5,26.072,CLE,@,DEN,L 15-16,,12,25,48.00,111,0,0,60.6,0,0,4.44,4.44,2,13,6.50,0,0,0
14,1975,1975-10-26,6,26.079,CLE,,WAS,L 7-23,*,11,20,55.00,117,1,0,89.0,0,0,5.85,6.85,5,23,4.60,0,0,0
15,1975,1975-11-02,7,26.086,CLE,@,BAL,L 7-21,*,9,18,50.00,70,0,0,60.0,0,0,3.89,3.89,0,0,,0,0,0
16,1975,1975-11-23,10,26.107,CLE,,CIN,W 35-23,,,,,,,,,,,,,,,,,,
17,1975,1975-12-14,13,26.128,CLE,,KAN,W 40-14,,,,,,,,,,,,,,,,,,
18,1976,1976-09-12,1,27.035,CLE,,NYJ,W 38-17,,7,10,70.00,83,2,0,134.6,0,0,8.30,12.30,1,0,0.00,0,0,0
19,1976,1976-09-19,2,27.042,CLE,@,PIT,L 14-31,*,15,34,44.12,193,2,0,82.1,0,0,5.68,6.85,1,0,0.00,0,0,0
20,1976,1976-09-26,3,27.049,CLE,@,DEN,L 13-44,*,18,31,58.06,134,1,2,52.4,0,0,4.32,2.06,0,0,,0,0,0
21,1976,1976-10-03,4,27.056,CLE,,CIN,L 24-45,*,26,42,61.90,290,2,0,98.3,0,0,6.90,7.86,1,0,0.00,0,0,1
22,1976,1976-10-10,5,27.063,CLE,,PIT,W 18-16,*,4,14,28.57,80,0,0,50.9,0,0,5.71,5.71,0,0,,0,0,0
23,1976,1976-10-17,6,27.070,CLE,@,ATL,W 20-17,*,12,18,66.67,134,0,2,49.1,0,0,7.44,2.44,5,25,5.00,0,0,0
24,1976,1976-10-24,7,27.077,CLE,,SDG,W 21-17,*,23,28,82.14,246,2,2,97.3,0,0,8.79,7.00,3,-1,-0.33,0,0,0
25,1976,1976-10-31,8,27.084,CLE,@,CIN,L 6-21,*,12,27,44.44,171,0,1,50.1,0,0,6.33,4.67,0,0,,0,0,0
