ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1996,1996-10-20,8,24.258,NOR,@,CAR,L 7-19,,0,0,,0,0.0%,,,
2,1996,1996-11-03,9,24.272,NOR,,SFO,L 17-24,,0,0,,0,0.0%,,,
3,1996,1996-11-10,10,24.279,NOR,,HOU,L 14-31,2,1,15,15.00,0,50.0%,7.50,0,0
4,1996,1996-11-17,11,24.286,NOR,@,ATL,L 15-17,4,4,48,12.00,0,100.0%,12.00,0,0
5,1996,1996-11-24,12,24.293,NOR,@,TAM,L 7-13,2,1,1,1.00,1,50.0%,0.50,1,6
6,1996,1996-12-01,13,24.300,NOR,,STL,L 10-26,1,0,0,,0,0.0%,0.00,,
7,1996,1996-12-08,14,24.307,NOR,,ATL,L 15-31,1,1,12,12.00,0,100.0%,12.00,0,0
8,1996,1996-12-15,15,24.314,NOR,@,NYG,W 17-3,1,0,0,,0,0.0%,0.00,,
9,1996,1996-12-21,16,24.320,NOR,@,STL,L 13-14,,0,0,,0,0.0%,,,
10,1997,1997-08-31,1,25.207,NOR,@,STL,L 24-38,0,0,0,,0,0.0%,,,
11,1997,1997-09-07,2,25.214,NOR,,SDG,L 6-20,,0,0,,0,0.0%,,,
12,1997,1997-09-14,3,25.221,NOR,@,SFO,L 7-33,1,1,13,13.00,0,100.0%,13.00,0,0
13,1997,1997-09-21,4,25.228,NOR,,DET,W 35-17,,0,0,,0,0.0%,,,
14,1997,1997-09-28,5,25.235,NOR,@,NYG,L 9-14,,0,0,,0,0.0%,,,
15,1997,1997-10-05,6,25.242,NOR,@,CHI,W 20-17,,0,0,,0,0.0%,,,
16,1997,1997-10-12,7,25.249,NOR,,ATL,L 17-23,,0,0,,0,0.0%,,,
17,1998,1998-09-06,1,26.213,NOR,@,STL,W 24-17,2,1,8,8.00,0,50.0%,4.00,0,0
18,1998,1998-09-13,2,26.220,NOR,,CAR,W 19-14,,,,,,0.0%,,,
19,1998,1998-09-27,3,26.234,NOR,@,IND,W 19-13,,,,,,0.0%,,,
20,1998,1998-10-04,4,26.241,NOR,,NWE,L 27-30,1,,,,,0.0%,,,
21,1998,1998-10-11,5,26.248,NOR,,SFO,L 0-31,,,,,,0.0%,,,
22,1998,1998-10-18,6,26.255,NOR,@,ATL,L 23-31,,,,,,0.0%,,,
23,1998,1998-10-25,7,26.262,NOR,,TAM,W 9-3,,,,,,0.0%,,,
24,1998,1998-11-01,8,26.269,NOR,@,CAR,L 17-31,,,,,,0.0%,,,
25,1998,1998-11-08,9,26.276,NOR,@,MIN,L 24-31,,,,,,0.0%,,,
26,1998,1998-11-22,11,26.290,NOR,@,SFO,L 20-31,1,,,,,0.0%,,,
27,1998,1998-11-29,12,26.297,NOR,@,MIA,L 10-30,,,,,,0.0%,,,
