ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1999,1999-09-12,1,23.113,DAL,@,WAS,W 41-35,,,,,,,0.0%,
2,1999,1999-12-12,13,23.204,DAL,,PHI,W 20-10,,2,1,12,12.00,0,50.0%,6.00
3,1999,1999-12-19,14,23.211,DAL,,NYJ,L 21-22,,4,2,62,31.00,0,50.0%,15.50
4,1999,1999-12-24,15,23.216,DAL,@,NOR,L 24-31,,4,1,21,21.00,0,25.0%,5.25
5,1999,2000-01-02,16,23.225,DAL,,NYG,W 26-18,,1,1,19,19.00,0,100.0%,19.00
6,2000,2000-09-10,2,24.111,DAL,@,ARI,L 31-32,,0,,,,,0.0%,
7,2000,2000-09-18,3,24.119,DAL,@,WAS,W 27-21,,0,,,,,0.0%,
8,2000,2000-09-24,4,24.125,DAL,,SFO,L 24-41,,1,,,,,0.0%,
9,2000,2000-10-01,5,24.132,DAL,@,CAR,W 16-13,,,,,,,0.0%,
10,2000,2000-11-12,10,24.174,DAL,,CIN,W 23-6,,0,,,,,0.0%,
11,2000,2000-11-19,11,24.181,DAL,@,BAL,L 0-27,,,,,,,0.0%,
12,2000,2000-11-23,12,24.185,DAL,,MIN,L 15-27,,1,1,2,2.00,0,100.0%,2.00
13,2000,2000-12-03,13,24.195,DAL,@,TAM,L 7-27,,2,1,10,10.00,0,50.0%,5.00
14,2000,2000-12-10,14,24.202,DAL,,WAS,W 32-13,,,,,,,0.0%,
