ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
33,2000,2000-09-03,1,25.294,SDG,@,OAK,L 6-9,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
34,2000,2000-09-17,3,25.308,SDG,@,KAN,L 10-42,,3,,,,,0.0%,,,,,,,,,,,,,,,,,,
35,2000,2000-09-24,4,25.315,SDG,,SEA,L 12-20,*,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
36,2000,2000-12-24,16,26.040,KAN,@,ATL,L 13-29,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
37,2001,2001-09-09,1,26.299,KAN,,OAK,L 24-27,,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
38,2001,2001-09-23,2,26.313,KAN,,NYG,L 3-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
39,2001,2001-09-30,3,26.320,KAN,@,WAS,W 45-13,,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
40,2001,2001-10-07,4,26.327,KAN,@,DEN,L 6-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
41,2001,2001-10-14,5,26.334,KAN,,PIT,L 17-20,,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
42,2001,2001-10-21,6,26.341,KAN,@,ARI,L 16-24,,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
43,2001,2001-10-25,7,26.345,KAN,,IND,L 28-35,,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
44,2001,2001-11-04,8,26.355,KAN,@,SDG,W 25-20,,5,1,40,40.00,0,20.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
45,2001,2001-11-11,9,26.362,KAN,@,NYJ,L 7-27,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
46,2001,2001-11-25,10,27.011,KAN,,SEA,W 19-7,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
47,2001,2001-11-29,11,27.015,KAN,,PHI,L 10-23,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
48,2001,2001-12-09,12,27.025,KAN,@,OAK,L 26-28,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
49,2001,2001-12-16,13,27.032,KAN,,DEN,W 26-23,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
50,2001,2001-12-23,14,27.039,KAN,,SDG,W 20-17,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
51,2001,2001-12-30,15,27.046,KAN,@,JAX,W 30-26,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
52,2001,2002-01-06,16,27.053,KAN,@,SEA,L 18-21,,4,2,23,11.50,1,50.0%,5.75,0,0,,0,0,0,,0,0,0,,,,,,1,6
53,2002,2002-09-08,1,27.298,DET,@,MIA,L 21-49,*,5,3,68,22.67,0,60.0%,13.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
54,2002,2002-09-15,2,27.305,DET,@,CAR,L 7-31,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
55,2002,2002-09-22,3,27.312,DET,,GNB,L 31-37,,7,1,7,7.00,0,14.3%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
56,2002,2002-09-29,4,27.319,DET,,NOR,W 26-21,*,3,1,34,34.00,0,33.3%,11.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
57,2002,2002-10-13,5,27.333,DET,@,MIN,L 24-31,*,3,3,79,26.33,1,100.0%,26.33,0,0,,0,0,0,,0,0,0,,,,,,1,6
58,2002,2002-10-27,7,27.347,DET,@,BUF,L 17-24,*,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
59,2002,2002-11-03,8,27.354,DET,,DAL,W 9-7,,5,1,2,2.00,0,20.0%,0.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
60,2002,2002-11-10,9,27.361,DET,@,GNB,L 14-40,*,6,1,1,1.00,1,16.7%,0.17,0,0,,0,0,0,,0,0,0,,,,,,1,6
61,2002,2002-11-17,10,28.003,DET,,NYJ,L 14-31,*,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
62,2002,2002-11-24,11,28.010,DET,@,CHI,L 17-20,*,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
63,2002,2002-11-28,12,28.014,DET,,NWE,L 12-20,*,7,2,18,9.00,0,28.6%,2.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
64,2002,2002-12-08,13,28.024,DET,@,ARI,L 20-23,*,6,4,29,7.25,1,66.7%,4.83,0,0,,0,0,0,,0,0,0,,,,,,1,6
65,2002,2002-12-15,14,28.031,DET,,TAM,L 20-23,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
66,2002,2002-12-22,15,28.038,DET,@,ATL,L 15-36,*,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
67,2003,2003-09-07,1,28.297,DET,,ARI,W 42-24,*,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
68,2003,2003-09-14,2,28.304,DET,@,GNB,L 6-31,*,6,2,14,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
69,2003,2003-09-21,3,28.311,DET,,MIN,L 13-23,*,7,3,39,13.00,0,42.9%,5.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
70,2003,2003-09-28,4,28.318,DET,@,DEN,L 16-20,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
71,2003,2003-10-05,5,28.325,DET,@,SFO,L 17-24,,4,4,76,19.00,1,100.0%,19.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
72,2003,2003-10-19,6,28.339,DET,,DAL,L 7-38,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
73,2003,2003-10-26,7,28.346,DET,@,CHI,L 16-24,,3,3,15,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
74,2003,2003-11-02,8,28.353,DET,,OAK,W 23-13,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
75,2003,2003-11-09,9,28.360,DET,,CHI,W 12-10,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
76,2003,2003-11-16,10,29.002,DET,@,SEA,L 14-35,,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
77,2003,2003-11-23,11,29.009,DET,@,MIN,L 14-24,*,5,5,46,9.20,0,100.0%,9.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
78,2003,2003-11-27,12,29.013,DET,,GNB,W 22-14,,4,3,56,18.67,0,75.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
79,2003,2003-12-07,13,29.023,DET,,SDG,L 7-14,,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
80,2003,2003-12-14,14,29.030,DET,@,KAN,L 17-45,,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
81,2003,2003-12-21,15,29.037,DET,@,CAR,L 14-20,*,4,,,,,0.0%,,,,,,,,,,,,,,,,,,
82,2003,2003-12-28,16,29.044,DET,,STL,W 30-20,*,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
