ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
20,2004,2004-09-26,3,25.121,OAK,,TAM,W 30-20,,1,1,19,19.00,1,100.0%,19.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
21,2004,2004-10-03,4,25.128,OAK,@,HOU,L 17-30,*,5,5,69,13.80,0,100.0%,13.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,2004,2004-10-10,5,25.135,OAK,@,IND,L 14-35,,13,10,72,7.20,0,76.9%,5.54,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,0,0
23,2004,2004-10-17,6,25.142,OAK,,DEN,L 3-31,,4,2,25,12.50,0,50.0%,6.25,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
24,2004,2004-10-24,7,25.149,OAK,,NOR,L 26-31,,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
25,2004,2004-10-31,8,25.156,OAK,@,SDG,L 14-42,,2,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
26,2004,2004-11-07,9,25.163,OAK,@,CAR,W 27-24,,4,4,63,15.75,0,100.0%,15.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
27,2004,2004-11-21,10,25.177,OAK,,SDG,L 17-23,,6,4,58,14.50,1,66.7%,9.67,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,28,14.00,0,1,6
28,2004,2004-11-28,11,25.184,OAK,@,DEN,W 25-24,*,9,6,110,18.33,1,66.7%,12.22,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
29,2004,2004-12-05,12,25.191,OAK,,KAN,L 27-34,*,11,9,141,15.67,2,81.8%,12.82,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
30,2005,2005-09-08,1,26.103,OAK,@,NWE,L 20-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,2005,2005-09-18,2,26.113,OAK,,KAN,L 17-23,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,2006,2006-09-11,1,27.106,OAK,,SDG,L 0-27,,3,1,21,21.00,0,33.3%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
33,2006,2006-09-17,2,27.112,OAK,@,BAL,L 6-28,,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,2006,2006-10-01,3,27.126,OAK,,CLE,L 21-24,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
35,2006,2006-10-08,4,27.133,OAK,@,SFO,L 20-34,*,7,4,94,23.50,0,57.1%,13.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,2006,2006-10-15,5,27.140,OAK,@,DEN,L 3-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
37,2006,2006-10-22,6,27.147,OAK,,ARI,W 22-9,,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
38,2006,2006-10-29,7,27.154,OAK,,PIT,W 20-13,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,2006,2006-11-06,8,27.162,OAK,@,SEA,L 0-16,,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,2006,2006-11-12,9,27.168,OAK,,DEN,L 13-17,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,2006,2006-11-19,10,27.175,OAK,@,KAN,L 13-17,,5,5,85,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,2006,2006-11-26,11,27.182,OAK,@,SDG,L 14-21,,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
43,2006,2006-12-03,12,27.189,OAK,,HOU,L 14-23,,4,3,32,10.67,0,75.0%,8.00,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
44,2006,2006-12-10,13,27.196,OAK,@,CIN,L 10-27,,9,8,99,12.38,1,88.9%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
45,2006,2006-12-17,14,27.203,OAK,,STL,L 0-20,*,14,9,87,9.67,0,64.3%,6.21,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
46,2006,2006-12-23,15,27.209,OAK,,KAN,L 9-20,*,13,11,106,9.64,0,84.6%,8.15,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
47,2006,2006-12-31,16,27.217,OAK,@,NYJ,L 3-23,*,8,5,47,9.40,0,62.5%,5.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
48,2007,2007-09-09,1,28.104,OAK,,DET,L 21-36,*,12,10,133,13.30,1,83.3%,11.08,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
49,2007,2007-09-16,2,28.111,OAK,@,DEN,L 20-23,*,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
50,2007,2007-09-23,3,28.118,OAK,,CLE,W 26-24,*,5,3,62,20.67,1,60.0%,12.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
51,2007,2007-09-30,4,28.125,OAK,@,MIA,W 35-17,*,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,2007,2007-10-14,5,28.139,OAK,@,SDG,L 14-28,*,11,6,73,12.17,0,54.5%,6.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,2007,2007-10-21,6,28.146,OAK,,KAN,L 10-12,,8,4,45,11.25,1,50.0%,5.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
54,2007,2007-10-28,7,28.153,OAK,@,TEN,L 9-13,*,6,3,45,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
55,2007,2007-11-04,8,28.160,OAK,,HOU,L 17-24,*,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,2007,2007-11-11,9,28.167,OAK,,CHI,L 6-17,*,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
57,2007,2007-11-18,10,28.174,OAK,@,MIN,L 22-29,,6,4,120,30.00,0,66.7%,20.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,2007,2007-11-25,11,28.181,OAK,@,KAN,W 20-17,*,8,6,39,6.50,0,75.0%,4.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,2007,2007-12-02,12,28.188,OAK,,DEN,W 34-20,,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,2007,2007-12-09,13,28.195,OAK,@,GNB,L 7-38,*,6,2,48,24.00,0,33.3%,8.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,2007,2007-12-16,14,28.202,OAK,,IND,L 14-21,*,5,3,23,7.67,1,60.0%,4.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
62,2007,2007-12-23,15,28.209,OAK,@,JAX,L 11-49,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,2007,2007-12-30,16,28.216,OAK,,SDG,L 17-30,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,2008,2008-09-08,1,29.103,OAK,,DEN,L 14-41,*,6,2,18,9.00,1,33.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
65,2008,2008-09-14,2,29.109,OAK,@,KAN,W 23-8,*,3,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
66,2008,2008-09-21,3,29.116,OAK,@,BUF,L 23-24,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
67,2008,2008-09-28,4,29.123,OAK,,SDG,L 18-28,*,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
68,2008,2008-10-12,5,29.137,OAK,@,NOR,L 3-34,*,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,2008,2008-10-19,6,29.144,OAK,,NYJ,W 16-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
70,2008,2008-10-26,7,29.151,OAK,@,BAL,L 10-29,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,2008,2008-11-02,8,29.158,OAK,,ATL,L 0-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,2008,2008-11-16,10,29.172,OAK,@,MIA,L 15-17,*,9,6,73,12.17,0,66.7%,8.11,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
73,2008,2008-11-23,11,29.179,OAK,@,DEN,W 31-10,*,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
74,2008,2008-11-30,12,29.186,OAK,,KAN,L 13-20,*,4,1,0,0.00,0,25.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
75,2008,2008-12-04,13,29.190,OAK,@,SDG,L 7-34,*,7,2,15,7.50,0,28.6%,2.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
76,2008,2008-12-14,14,29.200,OAK,,NWE,L 26-49,*,5,2,19,9.50,1,40.0%,3.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
