ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-09-11,1,23.193,NYG,,ARI,W 42-19,,,,,,,,,,,,,
2,2005,2005-09-19,2,23.201,NYG,@,NOR,W 27-10,,,,,,,,,,,,,
3,2005,2005-10-02,4,23.214,NYG,,STL,W 44-24,,,,,,,,,,,,,
4,2005,2005-10-16,5,23.228,NYG,@,DAL,L 13-16,,,,,,,,,,,,,
5,2005,2005-10-23,6,23.235,NYG,,DEN,W 24-23,,,,,,,,,,,,,
6,2005,2005-10-30,7,23.242,NYG,,WAS,W 36-0,,,,,,,,,,,,,
7,2005,2005-11-06,8,23.249,NYG,@,SFO,W 24-6,,,,,,,,,,,,,
8,2005,2005-11-13,9,23.256,NYG,,MIN,L 21-24,,,,,,,,,,,,,
9,2005,2005-11-20,10,23.263,NYG,,PHI,W 27-17,,,,,,,,,,,,,
10,2005,2005-11-27,11,23.270,NYG,@,SEA,L 21-24,*,,,,,,,,,,,,
11,2005,2005-12-04,12,23.277,NYG,,DAL,W 17-10,,,,,,,,,,,,,
12,2005,2005-12-11,13,23.284,NYG,@,PHI,W 26-23,,,,,,,,,,,,,
13,2005,2005-12-17,14,23.290,NYG,,KAN,W 27-17,,,,,,,,,,,,,
14,2005,2005-12-24,15,23.297,NYG,@,WAS,L 20-35,,,,,,,,,,,,,
15,2005,2005-12-31,16,23.304,NYG,@,OAK,W 30-21,*,,,,,,,,,,,,
16,2006,2006-09-10,1,24.192,NYG,,IND,L 21-26,*,,,,,,,,,,,,
17,2006,2006-09-17,2,24.199,NYG,@,PHI,W 30-24,*,,,,,,,,,,,,
18,2006,2006-09-24,3,24.206,NYG,@,SEA,L 30-42,*,0,0,,0,0,0,0.0,,,1,0,0
19,2006,2006-10-08,4,24.220,NYG,,WAS,W 19-3,*,,,,,,,,,,,,
20,2006,2006-10-15,5,24.227,NYG,@,ATL,W 27-14,*,0,0,,0,0,0,1.0,,,0,0,0
21,2006,2006-10-23,6,24.235,NYG,@,DAL,W 36-22,*,,,,,,,,,,,,
22,2006,2006-10-29,7,24.241,NYG,,TAM,W 17-3,*,,,,,,,,,,,,
23,2006,2006-11-05,8,24.248,NYG,,HOU,W 14-10,*,,,,,,,,,,,,
24,2006,2006-11-12,9,24.255,NYG,,CHI,L 20-38,*,,,,,,,,,,,,
25,2006,2006-11-20,10,24.263,NYG,@,JAX,L 10-26,*,,,,,,,,,,,,
26,2006,2006-12-24,15,24.297,NYG,,NOR,L 7-30,,,,,,,,,,,,,
27,2006,2006-12-30,16,24.303,NYG,@,WAS,W 34-28,,,,,,,,,,,,,
28,2007,2007-09-09,1,25.191,NYG,@,DAL,L 35-45,*,,,,,,,,,,,,
29,2007,2007-09-16,2,25.198,NYG,,GNB,L 13-35,*,,,,,,,,,,,,
30,2007,2007-09-23,3,25.205,NYG,@,WAS,W 24-17,*,,,,,,,,,,,,
31,2007,2007-09-30,4,25.212,NYG,,PHI,W 16-3,,,,,,,,,,,,,
32,2007,2007-10-07,5,25.219,NYG,,NYJ,W 35-24,,,,,,,,,,,,,
33,2007,2007-10-15,6,25.227,NYG,@,ATL,W 31-10,,,,,,,,,,,,,
34,2007,2007-10-21,7,25.233,NYG,,SFO,W 33-15,,,,,,,,,,,,,
35,2007,2007-10-28,8,25.240,NYG,@,MIA,W 13-10,,,,,,,,,,,,,
36,2007,2007-11-18,10,25.261,NYG,@,DET,W 16-10,,,,,,,,,,,,,
37,2007,2007-12-02,12,25.275,NYG,@,CHI,W 21-16,,,,,,,,,,,,,
38,2007,2007-12-09,13,25.282,NYG,@,PHI,W 16-13,,,,,,,,,,,,,
