ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-15,1,24.180,NYG,,WAS,L 10-13,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1974,1974-09-22,2,24.187,NYG,,NWE,L 20-28,0,0,,0,0,0,,0,4,150,37.50,0,0,0,,0,0,0
3,1974,1974-09-29,3,24.194,NYG,@,DAL,W 14-6,6,26,4.33,0,0,0,,0,0,0,,0,1,14,14.00,0,0,0
4,1974,1974-10-06,4,24.201,NYG,,ATL,L 7-14,3,15,5.00,0,0,0,,0,2,62,31.00,0,0,0,,0,0,0
5,1974,1974-10-13,5,24.208,NYG,@,PHI,L 7-35,3,6,2.00,1,1,9,9.00,0,2,61,30.50,0,1,6,6.00,0,1,6
6,1974,1974-10-20,6,24.215,NYG,@,WAS,L 3-24,1,4,4.00,0,1,10,10.00,0,4,80,20.00,0,0,0,,0,0,0
7,1974,1974-10-27,7,24.222,NYG,,DAL,L 7-21,2,8,4.00,0,0,0,,0,1,-2,-2.00,0,1,4,4.00,0,0,0
8,1974,1974-11-03,8,24.229,NYG,@,KAN,W 33-27,0,0,,0,0,0,,0,4,117,29.25,0,2,30,15.00,0,0,0
9,1974,1974-11-10,9,24.236,NYG,,NYJ,L 20-26,10,40,4.00,0,0,0,,0,2,54,27.00,0,1,12,12.00,0,0,0
10,1974,1974-11-17,10,24.243,NYG,@,DET,L 19-20,16,98,6.13,0,0,0,,0,0,0,,0,0,0,,0,0,0
11,1974,1974-11-24,11,24.250,NYG,,STL,L 21-23,12,30,2.50,0,2,24,12.00,0,3,68,22.67,0,1,15,15.00,0,0,0
12,1974,1974-12-08,13,24.264,NYG,,PHI,L 7-20,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1974,1974-12-15,14,24.271,NYG,@,STL,L 14-26,0,0,,0,1,16,16.00,0,3,99,33.00,0,0,0,,0,0,0
14,1975,1975-09-21,1,25.186,NWE,,HOU,L 0-7,20,47,2.35,0,1,13,13.00,0,1,34,34.00,0,0,0,,0,0,0
15,1975,1975-09-28,2,25.193,NWE,,MIA,L 14-22,2,-9,-4.50,0,0,0,,0,2,31,15.50,0,0,0,,0,0,0
16,1975,1975-10-05,3,25.200,NWE,@,NYJ,L 7-36,0,0,,0,0,0,,0,3,69,23.00,0,0,0,,0,0,0
17,1975,1975-10-12,4,25.207,NWE,@,CIN,L 10-27,0,0,,0,0,0,,0,2,34,17.00,0,0,0,,0,0,0
18,1975,1975-10-19,5,25.214,NWE,,BAL,W 21-10,,,,,,,,,,,,,,,,,,
19,1975,1975-10-26,6,25.221,NWE,,SFO,W 24-16,6,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1975,1975-11-02,7,25.228,NWE,@,STL,L 17-24,,,,,,,,,,,,,,,,,,
21,1975,1975-11-09,8,25.235,NWE,@,SDG,W 33-19,,,,,,,,,,,,,,,,,,
22,1975,1975-11-16,9,25.242,NWE,,DAL,L 31-34,0,0,,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
23,1975,1975-11-23,10,25.249,NWE,@,BUF,L 31-45,0,0,,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
24,1975,1975-12-01,11,25.257,NWE,@,MIA,L 7-20,2,5,2.50,0,1,16,16.00,0,0,0,,0,0,0,,0,0,0
25,1975,1975-12-07,12,25.263,NWE,,NYJ,L 28-30,0,0,,0,0,0,,0,3,42,14.00,0,0,0,,0,0,0
26,1975,1975-12-14,13,25.270,NWE,,BUF,L 14-34,3,4,1.33,0,2,-2,-1.00,0,2,27,13.50,0,0,0,,0,0,0
27,1976,1976-11-21,11,26.247,NOR,@,SEA,W 51-27,0,0,,0,0,0,,0,2,39,19.50,0,2,5,2.50,0,0,0
28,1976,1976-11-28,12,26.254,NOR,@,RAM,L 14-33,0,0,,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
29,1976,1976-12-05,13,26.261,NOR,@,NWE,L 6-27,0,0,,0,0,0,,0,2,46,23.00,0,0,0,,0,0,0
30,1976,1976-12-12,14,26.268,NOR,,SFO,L 7-27,0,0,,0,0,0,,0,3,66,22.00,0,0,0,,0,0,0
