ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1977,1977-09-18,1,23.116,NOR,,GNB,L 20-24,0,0,,0,0,0,,0,3,66,22.00,0,6,56,9.33,0,0,0
2,1977,1977-09-25,2,23.123,NOR,@,DET,L 19-23,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
3,1977,1977-10-02,3,23.130,NOR,@,CHI,W 42-24,2,42,21.00,0,0,0,,0,1,11,11.00,0,3,7,2.33,0,0,0
4,1977,1977-10-09,4,23.137,NOR,,SDG,L 0-14,0,0,,0,0,0,,0,2,53,26.50,0,6,79,13.17,0,0,0
5,1977,1977-10-16,5,23.144,NOR,@,RAM,L 7-14,0,0,,0,0,0,,0,1,28,28.00,0,0,0,,0,0,0
6,1977,1977-10-23,6,23.151,NOR,@,STL,L 31-49,1,23,23.00,0,0,0,,0,5,89,17.80,0,0,0,,0,0,0
7,1977,1977-10-30,7,23.158,NOR,,RAM,W 27-26,0,0,,0,0,0,,0,0,0,,0,1,7,7.00,0,0,0
8,1977,1977-11-06,8,23.165,NOR,@,PHI,L 7-28,0,0,,0,0,0,,0,1,32,32.00,0,2,12,6.00,0,0,0
9,1977,1977-11-13,9,23.172,NOR,,SFO,L 7-10,0,0,,0,0,0,,0,1,29,29.00,0,4,39,9.75,0,0,0
10,1977,1977-11-20,10,23.179,NOR,,ATL,W 21-20,0,0,,0,0,0,,0,0,0,,0,2,2,1.00,0,0,0
11,1977,1977-11-27,11,23.186,NOR,@,SFO,L 17-20,1,6,6.00,0,0,0,,0,2,40,20.00,0,2,13,6.50,0,0,0
12,1977,1977-12-04,12,23.193,NOR,,NYJ,L 13-16,0,0,,0,0,0,,0,3,67,22.33,0,2,14,7.00,0,0,0
13,1977,1977-12-11,13,23.200,NOR,,TAM,L 14-33,0,0,,0,0,0,,0,6,147,24.50,0,3,8,2.67,0,0,0
14,1977,1977-12-18,14,23.207,NOR,@,ATL,L 7-35,0,0,,0,0,0,,0,2,47,23.50,0,5,44,8.80,0,0,0
15,1978,1978-09-03,1,24.101,NOR,,MIN,W 31-24,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
16,1978,1978-09-10,2,24.108,NOR,@,GNB,L 17-28,,,,,,,,,,,,,,,,,,
17,1978,1978-09-17,3,24.115,NOR,,PHI,L 17-24,,,,,,,,,,,,,,,,,,
18,1978,1978-09-24,4,24.122,NOR,@,CIN,W 20-18,0,0,,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
19,1978,1978-10-01,5,24.129,NOR,,RAM,L 20-26,,,,,,,,,,,,,,,,,,
20,1978,1978-10-08,6,24.136,NOR,,CLE,L 16-24,2,31,15.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
21,1978,1978-10-15,7,24.143,NOR,@,SFO,W 14-7,0,0,,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
22,1978,1978-10-22,8,24.150,NOR,@,RAM,W 10-3,0,0,,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
23,1978,1978-10-29,9,24.157,NOR,,NYG,W 28-17,0,0,,0,0,0,,0,3,69,23.00,0,0,0,,0,0,0
24,1978,1978-11-05,10,24.164,NOR,@,PIT,L 14-20,1,5,5.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
25,1978,1978-11-12,11,24.171,NOR,,ATL,L 17-20,0,0,,0,0,0,,0,2,39,19.50,0,0,0,,0,0,0
26,1978,1978-11-19,12,24.178,NOR,@,DAL,L 7-27,0,0,,0,0,0,,0,2,45,22.50,0,0,0,,0,0,0
27,1978,1978-11-26,13,24.185,NOR,@,ATL,L 17-20,0,0,,0,0,0,,0,3,60,20.00,0,0,0,,0,0,0
28,1978,1978-12-03,14,24.192,NOR,,SFO,W 24-13,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
29,1978,1978-12-10,15,24.199,NOR,,HOU,L 12-17,0,0,,0,0,0,,0,2,55,27.50,0,0,0,,0,0,0
30,1978,1978-12-17,16,24.206,NOR,@,TAM,W 17-10,2,9,4.50,0,0,0,,0,1,39,39.00,0,0,0,,0,0,0
31,1979,1979-09-02,1,25.100,NOR,,ATL,L 34-40,0,0,,0,0,0,,0,2,35,17.50,0,0,0,,0,0,0
32,1979,1979-09-09,2,25.107,NOR,@,GNB,L 19-28,1,3,3.00,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
33,1979,1979-09-16,3,25.114,NOR,,PHI,L 14-26,0,0,,0,0,0,,0,6,131,21.83,0,1,6,6.00,0,0,0
34,1979,1979-09-23,4,25.121,NOR,@,SFO,W 30-21,0,0,,0,0,0,,0,3,80,26.67,0,1,13,13.00,0,0,0
35,1979,1979-09-30,5,25.128,NOR,,NYG,W 24-14,0,0,,0,0,0,,0,3,70,23.33,0,1,33,33.00,0,0,0
36,1979,1979-10-07,6,25.135,NOR,,RAM,L 17-35,0,0,,0,0,0,,0,3,77,25.67,0,3,20,6.67,0,0,0
37,1979,1979-10-14,7,25.142,NOR,@,TAM,W 42-14,1,61,61.00,0,0,0,,0,1,9,9.00,0,2,8,4.00,0,0,0
38,1979,1979-10-21,8,25.149,NOR,,DET,W 17-7,0,0,,0,0,0,,0,1,17,17.00,0,4,27,6.75,0,0,0
39,1979,1979-10-28,9,25.156,NOR,@,WAS,W 14-10,0,0,,0,0,0,,0,2,29,14.50,0,1,0,0.00,0,0,0
40,1979,1979-11-04,10,25.163,NOR,@,DEN,L 3-10,0,0,,0,0,0,,0,1,23,23.00,0,2,23,11.50,0,0,0
41,1979,1979-11-11,11,25.170,NOR,,SFO,W 31-20,0,0,,0,0,0,,0,2,55,27.50,0,1,5,5.00,0,0,0
42,1979,1979-11-25,13,25.184,NOR,@,ATL,W 37-6,0,0,,0,0,0,,0,2,47,23.50,0,4,32,8.00,0,0,0
43,1979,1979-12-03,14,25.192,NOR,,OAK,L 35-42,0,0,,0,0,0,,0,2,32,16.00,0,2,24,12.00,0,0,0
44,1979,1979-12-09,15,25.198,NOR,,SDG,L 0-35,0,0,,0,0,0,,0,4,118,29.50,0,2,6,3.00,0,0,0
45,1979,1979-12-16,16,25.205,NOR,@,RAM,W 29-14,0,0,,0,0,0,,0,3,53,17.67,0,3,21,7.00,0,0,0
46,1980,1980-09-07,1,26.105,NOR,,SFO,L 23-26,0,0,,0,0,0,,0,5,141,28.20,0,1,8,8.00,0,0,0
47,1980,1980-09-14,2,26.112,NOR,@,CHI,L 3-22,0,0,,0,0,0,,0,4,84,21.00,0,3,27,9.00,0,0,0
48,1980,1980-09-21,3,26.119,NOR,,BUF,L 26-35,0,0,,0,0,0,,0,5,124,24.80,0,1,18,18.00,0,0,0
49,1980,1980-09-28,4,26.126,NOR,@,MIA,L 16-21,0,0,,0,0,0,,0,1,52,52.00,0,4,49,12.25,0,0,0
50,1980,1980-10-05,5,26.133,NOR,,STL,L 7-40,0,0,,0,0,0,,0,4,110,27.50,0,0,0,,0,0,0
51,1980,1980-10-12,6,26.140,NOR,@,DET,L 13-24,0,0,,0,0,0,,0,2,47,23.50,0,0,0,,0,0,0
52,1980,1980-10-19,7,26.147,NOR,,ATL,L 14-41,0,0,,0,1,2,2.00,0,6,137,22.83,0,0,0,,0,0,0
53,1980,1980-10-26,8,26.154,NOR,@,WAS,L 14-22,1,10,10.00,0,0,0,,0,2,45,22.50,0,1,1,1.00,0,0,0
54,1980,1980-11-02,9,26.161,NOR,@,RAM,L 31-45,0,0,,0,0,0,,0,2,58,29.00,0,1,8,8.00,0,0,0
55,1982,1982-09-12,1,28.110,NOR,,STL,L 7-21,0,0,,0,0,0,,0,3,53,17.67,0,0,0,,0,0,0
56,1982,1982-09-19,2,28.117,NOR,@,CHI,W 10-0,0,0,,0,,,,,0,0,,0,,,,,,
57,1982,1982-11-21,3,28.180,NOR,,KAN,W 27-17,0,0,,0,,,,,0,0,,0,,,,,,
58,1982,1982-11-28,4,28.187,NOR,@,SFO,W 23-20,0,0,,0,,,,,0,0,,0,,,,,,
59,1982,1982-12-05,5,28.194,NOR,,TAM,L 10-13,0,0,,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
60,1982,1982-12-12,6,28.201,NOR,@,ATL,L 0-35,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
61,1982,1982-12-19,7,28.208,NOR,@,DAL,L 7-21,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
62,1982,1982-12-26,8,28.215,NOR,,WAS,L 10-27,1,37,37.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
63,1982,1983-01-02,9,28.222,NOR,,ATL,W 35-6,0,0,,0,,,,,0,0,,0,,,,,,
64,1983,1983-09-04,1,29.102,NOR,,STL,W 28-17,0,0,,0,,,,,0,0,,0,,,,,,
65,1983,1983-09-11,2,29.109,NOR,@,RAM,L 27-30,0,0,,0,0,0,,0,2,53,26.50,0,0,0,,0,0,0
66,1983,1983-09-18,3,29.116,NOR,,CHI,W 34-31,0,0,,0,0,0,,0,3,66,22.00,0,0,0,,0,0,0
67,1983,1983-09-25,4,29.123,NOR,@,DAL,L 20-21,0,0,,0,0,0,,0,1,6,6.00,0,0,0,,0,0,0
68,1983,1983-10-02,5,29.130,NOR,,MIA,W 17-7,0,0,,0,,,,,0,0,,0,,,,,,
69,1983,1983-10-09,6,29.137,NOR,@,ATL,W 19-17,0,0,,0,,,,,0,0,,0,,,,,,
70,1983,1983-10-16,7,29.144,NOR,,SFO,L 13-32,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
71,1983,1983-10-23,8,29.151,NOR,@,TAM,W 24-21,0,0,,0,,,,,0,0,,0,,,,,,
72,1983,1983-10-30,9,29.158,NOR,@,BUF,L 21-27,0,0,,0,,,,,0,0,,0,,,,,,
73,1983,1983-11-06,10,29.165,NOR,,ATL,W 27-10,0,0,,0,,,,,0,0,,0,,,,,,
74,1983,1983-11-13,11,29.172,NOR,@,SFO,L 0-27,0,0,,0,,,,,0,0,,0,,,,,,
75,1983,1983-11-21,12,29.180,NOR,,NYJ,L 28-31,1,23,23.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
76,1983,1983-11-27,13,29.186,NOR,,MIN,W 17-16,0,0,,0,,,,,0,0,,0,,,,,,
77,1983,1983-12-04,14,29.193,NOR,@,NWE,L 0-7,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
78,1983,1983-12-11,15,29.200,NOR,@,PHI,W 20-17,0,0,,0,,,,,0,0,,0,,,,,,
79,1983,1983-12-18,16,29.207,NOR,,RAM,L 24-26,0,0,,0,0,0,,0,1,8,8.00,0,0,0,,0,0,0
80,1984,1984-09-02,1,30.100,WAS,,MIA,L 17-35,,,,,,,,,0,0,,0,0,0,,0,,
81,1984,1984-09-10,2,30.108,WAS,@,SFO,L 31-37,,,,,,,,,0,0,,0,0,0,,0,,
82,1984,1984-09-16,3,30.114,WAS,,NYG,W 30-14,,,,,,,,,0,0,,0,0,0,,0,,
83,1984,1984-09-23,4,30.121,WAS,@,NWE,W 26-10,,,,,,,,,0,0,,0,0,0,,0,,
84,1984,1984-09-30,5,30.128,WAS,,PHI,W 20-0,,,,,,,,,0,0,,0,0,0,,0,,
85,1984,1984-10-07,6,30.135,WAS,@,IND,W 35-7,0,0,,0,0,0,,0,0,0,,0,1,2,2.00,0,0,0
86,1984,1984-10-14,7,30.142,WAS,,DAL,W 34-14,,,,,,,,,0,0,,0,0,0,,0,,
