ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2000,2000-09-03,1,24.268,ARI,@,NYG,L 16-21,,,,,,,0.0%,,,
2,2000,2000-10-08,5,24.303,ARI,,CLE,W 29-21,,,,,,,0.0%,,,
3,2000,2000-10-15,6,24.310,ARI,,PHI,L 14-33,,1,,,,,0.0%,,,
4,2000,2000-10-22,7,24.317,ARI,@,DAL,L 7-48,,,,,,,0.0%,,,
5,2000,2000-10-29,8,24.324,ARI,,NOR,L 10-21,,2,1,18,18.00,0,50.0%,9.00,0,0
6,2000,2000-11-05,9,24.331,ARI,,WAS,W 16-15,,2,2,9,4.50,0,100.0%,4.50,0,0
7,2000,2000-11-12,10,24.338,ARI,@,MIN,L 14-31,,,,,,,0.0%,,,
8,2000,2000-11-19,11,24.345,ARI,@,PHI,L 9-34,,1,,,,,0.0%,,,
9,2000,2000-12-03,13,24.359,ARI,@,CIN,L 13-24,,2,,,,,0.0%,,,
10,2000,2000-12-24,16,25.014,ARI,@,WAS,L 3-20,,3,2,53,26.50,0,66.7%,17.67,0,0
11,2001,2001-09-23,1,25.287,ARI,,DEN,L 17-38,*,1,1,20,20.00,0,100.0%,20.00,0,0
12,2001,2001-09-30,2,25.294,ARI,,ATL,L 14-34,,,,,,,0.0%,,,
13,2001,2001-10-07,3,25.301,ARI,@,PHI,W 21-20,,,,,,,0.0%,,,
14,2001,2001-10-14,4,25.308,ARI,@,CHI,L 13-20,,2,,,,,0.0%,,,
15,2001,2001-10-21,5,25.315,ARI,,KAN,W 24-16,,0,,,,,0.0%,,,
16,2001,2001-10-28,6,25.322,ARI,@,DAL,L 3-17,,5,2,8,4.00,0,40.0%,1.60,0,0
17,2001,2001-11-04,7,25.329,ARI,,PHI,L 7-21,*,5,3,14,4.67,1,60.0%,2.80,1,6
18,2001,2001-11-11,8,25.336,ARI,,NYG,L 10-17,*,2,,,,,0.0%,,,
19,2001,2001-11-18,9,25.343,ARI,,DET,W 45-38,,1,,,,,0.0%,,,
20,2001,2001-11-25,10,25.350,ARI,@,SDG,W 20-17,,4,3,39,13.00,0,75.0%,9.75,0,0
21,2001,2001-12-02,11,25.357,ARI,@,OAK,W 34-31,,1,1,5,5.00,0,100.0%,5.00,0,0
22,2001,2001-12-09,12,25.364,ARI,,WAS,L 10-20,,4,3,18,6.00,0,75.0%,4.50,0,0
23,2001,2001-12-15,13,26.005,ARI,@,NYG,L 13-17,,8,7,62,8.86,1,87.5%,7.75,1,6
24,2001,2001-12-23,14,26.013,ARI,,DAL,W 17-10,*,4,2,11,5.50,0,50.0%,2.75,0,0
25,2001,2001-12-30,15,26.020,ARI,@,CAR,W 30-7,,2,2,15,7.50,0,100.0%,7.50,0,0
26,2001,2002-01-06,16,26.027,ARI,@,WAS,L 17-20,,1,1,4,4.00,0,100.0%,4.00,0,0
