ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1987,1987-09-13,1,23.200,GNB,,RAI,L 0-20,,2,7,28.57,15,0,0,39.6,0,0,2.14,2.14,0,0,,0,0,0
2,1987,1987-09-20,2,23.207,GNB,,DEN,T 17-17,*,10,21,47.62,121,1,0,81.6,3,21,5.76,6.71,3,16,5.33,0,0,0
3,1987,1987-10-25,6,23.242,GNB,@,DET,W 34-33,*,19,29,65.52,323,1,1,100.2,3,30,11.14,10.28,1,2,2.00,0,0,0
4,1987,1987-11-01,7,23.249,GNB,,TAM,L 17-23,*,4,14,28.57,43,0,0,39.9,3,14,3.07,3.07,6,51,8.50,0,0,0
5,1987,1987-11-15,9,23.263,GNB,@,SEA,L 13-24,,4,16,25.00,80,0,1,21.9,0,0,5.00,2.19,1,4,4.00,0,0,0
6,1987,1987-11-22,10,23.270,GNB,@,KAN,W 23-3,*,2,11,18.18,74,0,0,55.1,0,0,6.73,6.73,0,0,,0,0,0
7,1987,1987-12-27,15,23.305,GNB,@,NOR,L 24-33,*,14,29,48.28,219,3,1,93.9,1,12,7.55,8.07,4,54,13.50,0,0,0
8,1988,1988-09-04,1,24.192,GNB,,RAM,L 7-34,,5,10,50.00,49,1,1,57.9,1,11,4.90,2.40,1,24,24.00,0,0,0
9,1988,1988-09-18,3,24.206,GNB,@,MIA,L 17-24,,11,19,57.89,105,0,0,73.4,0,0,5.53,5.53,1,5,5.00,0,0,0
10,1988,1988-10-02,5,24.220,GNB,@,TAM,L 24-27,,1,1,100.00,56,0,0,118.7,0,0,56.00,56.00,0,0,,0,0,0
11,1988,1988-10-09,6,24.227,GNB,,NWE,W 45-3,*,18,26,69.23,210,1,0,106.2,3,18,8.08,8.85,6,8,1.33,1,1,6
12,1988,1988-10-16,7,24.234,GNB,@,MIN,W 34-14,*,19,32,59.38,243,0,1,70.2,2,13,7.59,6.19,11,29,2.64,0,0,0
13,1988,1988-10-23,8,24.241,GNB,,WAS,L 17-20,*,8,26,30.77,134,2,0,74.8,3,11,5.15,6.69,3,38,12.67,0,0,0
14,1988,1988-10-30,9,24.248,GNB,@,BUF,L 0-28,*,11,29,37.93,93,0,1,32.7,6,39,3.21,1.66,2,12,6.00,0,0,0
15,1988,1988-11-06,10,24.255,GNB,@,ATL,L 0-20,*,14,32,43.75,162,0,2,33.6,1,3,5.06,2.25,5,36,7.20,0,0,0
16,1988,1988-11-13,11,24.262,GNB,,IND,L 13-20,*,24,41,58.54,216,1,0,80.9,5,17,5.27,5.76,2,4,2.00,0,0,0
17,1988,1988-11-20,12,24.269,GNB,,DET,L 9-19,*,30,44,68.18,327,1,1,88.0,3,23,7.43,6.86,2,18,9.00,0,0,0
18,1988,1988-11-27,13,24.276,GNB,@,CHI,L 0-16,*,14,30,46.67,184,0,2,38.8,4,17,6.13,3.13,1,9,9.00,0,0,0
19,1988,1988-12-11,15,24.290,GNB,,MIN,W 18-6,,5,10,50.00,85,1,1,72.9,1,8,8.50,6.00,7,15,2.14,0,0,0
20,1988,1988-12-18,16,24.297,GNB,@,PHO,W 26-17,*,18,36,50.00,255,2,2,68.6,2,16,7.08,5.69,6,27,4.50,0,0,0
21,1989,1989-09-10,1,25.197,GNB,,TAM,L 21-23,*,17,27,62.96,220,1,3,61.3,2,2,8.15,3.89,1,7,7.00,0,0,0
22,1989,1989-09-17,2,25.204,GNB,,NOR,W 35-34,*,25,32,78.13,354,3,1,131.0,2,13,11.06,11.53,7,28,4.00,0,0,0
23,1989,1989-09-24,3,25.211,GNB,@,RAM,L 38-41,*,25,43,58.14,335,2,3,69.4,3,9,7.79,5.58,3,22,7.33,1,1,6
24,1989,1989-10-01,4,25.218,GNB,,ATL,W 23-21,*,19,35,54.29,295,1,2,68.2,0,0,8.43,6.43,9,39,4.33,0,0,0
25,1989,1989-10-08,5,25.225,GNB,,DAL,W 31-13,*,21,32,65.63,313,4,0,137.1,0,0,9.78,12.28,9,32,3.56,0,0,0
26,1989,1989-10-15,6,25.232,GNB,@,MIN,L 14-26,*,9,24,37.50,198,1,2,46.9,7,38,8.25,5.33,3,8,2.67,0,0,0
27,1989,1989-10-22,7,25.239,GNB,@,MIA,L 20-23,*,26,42,61.90,221,2,0,91.5,2,6,5.26,6.21,3,12,4.00,0,0,0
28,1989,1989-10-29,8,25.246,GNB,,DET,W 23-20,*,29,45,64.44,367,2,1,95.3,4,22,8.16,8.04,3,25,8.33,0,0,0
29,1989,1989-11-05,9,25.253,GNB,,CHI,W 14-13,*,23,40,57.50,299,2,1,87.4,5,29,7.48,7.35,1,14,14.00,0,0,0
30,1989,1989-11-12,10,25.260,GNB,@,DET,L 22-31,*,34,59,57.63,357,1,2,66.8,5,36,6.05,4.86,8,46,5.75,0,0,0
31,1989,1989-11-19,11,25.267,GNB,@,SFO,W 21-17,*,18,30,60.00,153,1,0,84.4,2,14,5.10,5.77,6,15,2.50,2,2,12
32,1989,1989-11-26,12,25.274,GNB,,MIN,W 20-19,*,26,35,74.29,276,2,1,104.0,4,28,7.89,7.74,4,3,0.75,0,0,0
33,1989,1989-12-03,13,25.281,GNB,@,TAM,W 17-16,*,25,53,47.17,331,2,2,64.3,2,16,6.25,5.30,3,8,2.67,0,0,0
34,1989,1989-12-10,14,25.288,GNB,,KAN,L 3-21,*,14,34,41.18,123,0,1,39.2,4,25,3.62,2.29,4,33,8.25,0,0,0
35,1989,1989-12-17,15,25.295,GNB,@,CHI,W 40-28,*,21,36,58.33,244,1,1,76.6,1,5,6.78,6.08,6,59,9.83,2,2,12
36,1989,1989-12-24,16,25.302,GNB,@,DAL,W 20-10,*,21,32,65.63,232,2,0,107.8,4,25,7.25,8.50,5,7,1.40,0,0,0
37,1990,1990-09-16,2,26.203,GNB,,CHI,L 13-31,,8,12,66.67,84,0,1,52.1,0,0,7.00,3.25,0,0,,0,0,0
38,1990,1990-09-23,3,26.210,GNB,,KAN,L 3-17,*,19,31,61.29,171,0,2,49.3,6,35,5.52,2.61,6,46,7.67,0,0,0
39,1990,1990-09-30,4,26.217,GNB,@,DET,W 24-21,*,28,46,60.87,289,3,0,100.7,4,20,6.28,7.59,8,88,11.00,0,0,0
40,1990,1990-10-07,5,26.224,GNB,@,CHI,L 13-27,*,12,39,30.77,211,1,2,37.4,1,6,5.41,3.62,6,15,2.50,0,0,0
41,1990,1990-10-14,6,26.231,GNB,@,TAM,L 14-26,*,25,42,59.52,355,1,5,55.3,2,10,8.45,3.57,0,0,,0,0,0
42,1990,1990-10-28,7,26.245,GNB,,MIN,W 24-10,*,11,22,50.00,203,0,0,82.2,6,37,9.23,9.23,3,8,2.67,1,1,6
43,1990,1990-11-04,8,26.252,GNB,,SFO,L 20-24,*,22,33,66.67,274,2,0,112.4,4,23,8.30,9.52,3,13,4.33,0,0,0
44,1990,1990-11-11,9,26.259,GNB,@,RAI,W 29-16,*,16,26,61.54,195,2,1,94.2,8,40,7.50,7.31,3,16,5.33,0,0,0
45,1990,1990-11-18,10,26.266,GNB,@,PHO,W 24-21,*,9,13,69.23,143,1,1,99.2,1,7,11.00,9.08,0,0,,0,0,0
46,1991,1991-09-01,1,27.188,GNB,,PHI,L 3-20,*,16,42,38.10,201,0,3,24.0,4,17,4.79,1.57,1,9,9.00,0,0,0
47,1991,1991-09-08,2,27.195,GNB,@,DET,L 14-23,*,20,28,71.43,185,0,1,74.3,2,8,6.61,5.00,2,6,3.00,1,1,6
48,1991,1991-09-15,3,27.202,GNB,,TAM,W 15-13,*,20,39,51.28,258,1,1,70.2,3,15,6.62,5.97,4,30,7.50,0,0,0
49,1991,1991-09-22,4,27.209,GNB,@,MIA,L 13-16,*,19,36,52.78,238,1,1,71.3,5,19,6.61,5.92,3,33,11.00,0,0,0
50,1991,1991-09-29,5,27.216,GNB,@,RAM,L 21-23,*,3,8,37.50,38,0,1,13.5,2,15,4.75,-0.88,3,8,2.67,1,1,6
51,1991,1991-10-17,7,27.234,GNB,,CHI,L 0-10,*,3,16,18.75,32,0,0,39.6,2,9,2.00,2.00,6,21,3.50,0,0,0
52,1991,1991-10-27,8,27.244,GNB,@,TAM,W 27-0,*,19,28,67.86,223,1,1,88.8,6,38,7.96,7.07,1,1,1.00,0,0,0
53,1991,1991-11-03,9,27.251,GNB,@,NYJ,L 16-19,*,10,19,52.63,123,0,0,72.9,3,14,6.47,6.47,2,2,1.00,0,0,0
54,1991,1991-12-21,16,27.299,GNB,@,MIN,W 27-7,,5,10,50.00,64,0,0,70.4,3,17,6.40,6.40,3,-2,-0.67,0,0,0
55,1992,1992-09-06,1,28.194,GNB,,MIN,L 20-23,*,27,38,71.05,189,2,1,88.6,6,34,4.97,4.84,7,25,3.57,0,0,0
56,1992,1992-09-13,2,28.201,GNB,@,TAM,L 3-31,*,10,15,66.67,75,0,1,50.7,2,18,5.00,2.00,1,8,8.00,0,0,0
57,1992,1992-09-20,3,28.208,GNB,,CIN,W 24-23,*,1,2,50.00,7,0,0,58.3,1,8,3.50,3.50,0,0,,0,0,0
58,1992,1992-10-18,6,28.236,GNB,@,CLE,L 6-17,,0,0,,0,0,0,,0,,,,0,0,,0,,
59,1992,1992-10-25,7,28.243,GNB,,CHI,L 10-30,,0,0,,0,0,0,,0,,,,0,0,,0,,
60,1992,1992-11-01,8,28.250,GNB,@,DET,W 27-13,,0,0,,0,0,0,,0,,,,0,0,,0,,
61,1992,1992-11-08,9,28.257,GNB,@,NYG,L 7-27,,0,0,,0,0,0,,0,,,,0,0,,0,,
62,1992,1992-11-15,10,28.264,GNB,,PHI,W 27-24,,0,0,,0,0,0,,0,,,,0,0,,0,,
63,1992,1992-11-22,11,28.271,GNB,@,CHI,W 17-3,,0,0,,0,0,0,,0,,,,0,0,,0,,
64,1992,1992-11-29,12,28.278,GNB,,TAM,W 19-14,,0,0,,0,0,0,,0,,,,0,0,,0,,
65,1992,1992-12-06,13,28.285,GNB,,DET,W 38-10,,0,0,,0,0,0,,0,,,,0,0,,0,,
66,1992,1992-12-13,14,28.292,GNB,@,HOU,W 16-14,,0,0,,0,0,0,,0,,,,0,0,,0,,
67,1992,1992-12-20,15,28.299,GNB,,RAM,W 28-13,,0,0,,0,0,0,,0,,,,0,0,,0,,
68,1992,1992-12-27,16,28.306,GNB,@,MIN,L 7-27,,0,0,,0,0,0,,0,,,,0,0,,0,,
69,1993,1993-10-10,5,29.227,IND,,DAL,L 3-27,,11,19,57.89,96,0,1,49.5,1,5,5.05,2.68,2,4,2.00,0,0,0
70,1993,1993-10-24,6,29.241,IND,@,MIA,L 27-41,,0,0,,0,0,0,,0,,,,0,0,,0,,
71,1993,1993-11-29,11,29.277,IND,,SDG,L 0-31,,2,5,40.00,9,0,0,47.9,0,0,1.80,1.80,0,0,,0,0,0
72,1994,1994-09-04,1,30.191,IND,,HOU,W 45-21,,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0,0,0
73,1994,1994-10-16,7,30.233,IND,@,BUF,W 27-17,,2,2,100.00,25,1,0,158.3,0,0,12.50,22.50,1,-1,-1.00,0,0,0
74,1994,1994-10-23,8,30.240,IND,,WAS,L 27-41,,7,12,58.33,109,1,1,81.6,2,12,9.08,7.00,0,0,,0,0,0
75,1994,1994-10-30,9,30.247,IND,,NYJ,W 28-25,*,14,22,63.64,159,1,2,62.5,1,8,7.23,4.05,8,14,1.75,1,1,6
76,1994,1994-11-06,10,30.254,IND,@,MIA,L 21-22,*,8,14,57.14,88,0,0,75.9,0,0,6.29,6.29,1,1,1.00,1,1,6
77,1994,1994-11-20,11,30.268,IND,@,CIN,W 17-13,*,14,24,58.33,165,1,0,93.2,0,0,6.88,7.71,5,-1,-0.20,0,0,0
78,1994,1994-11-27,12,30.275,IND,,NWE,L 10-12,*,16,27,59.26,186,1,0,92.5,2,28,6.89,7.63,2,10,5.00,0,0,0
79,1994,1994-12-04,13,30.282,IND,@,SEA,W 31-19,*,10,19,52.63,105,1,2,46.9,0,0,5.53,1.84,3,0,0.00,1,1,6
80,1994,1994-12-11,14,30.289,IND,@,NWE,L 13-28,*,12,31,38.71,166,0,2,29.8,4,28,5.35,2.45,4,11,2.75,0,0,0
81,1995,1995-09-10,2,31.197,DET,@,MIN,L 10-20,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
82,1995,1995-10-08,5,31.225,DET,,CLE,W 38-20,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0
83,1995,1995-11-12,10,31.260,DET,,TAM,W 27-24,,0,0,,0,0,0,,0,,,,0,0,,0,,
84,1995,1995-11-19,11,31.267,DET,@,CHI,W 24-17,,15,19,78.95,161,1,0,119.5,1,5,8.47,9.53,4,0,0.00,0,0,0
85,1995,1995-12-17,15,31.295,DET,,JAX,W 44-0,,0,0,,0,0,0,,0,,,,4,2,0.50,0,0,0
86,1996,1996-09-29,5,32.217,DET,@,TAM,W 27-0,,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,1,-1,-1.00,0,0,0
87,1996,1996-10-27,8,32.245,DET,,NYG,L 7-35,,11,28,39.29,126,0,2,23.8,1,7,4.50,1.29,3,19,6.33,0,0,0
88,1996,1996-11-03,9,32.252,DET,@,GNB,L 18-28,*,15,32,46.88,153,1,0,71.5,5,26,4.78,5.41,5,12,2.40,0,0,0
89,1996,1996-11-11,10,32.260,DET,@,SDG,L 21-27,,10,18,55.56,110,1,0,92.4,2,12,6.11,7.22,1,0,0.00,0,0,0
90,1996,1996-11-17,11,32.266,DET,,SEA,W 17-16,*,18,23,78.26,157,1,1,91.5,2,16,6.83,5.74,4,8,2.00,0,0,0
