ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1969,1969-11-02,7,23.019,BAL,,WAS,W 41-17,0,0,,0,0,0,2,0,0
2,1969,1969-11-23,10,23.040,BAL,@,CHI,W 24-21,0,0,,0,0,0,1,0,0
3,1970,1970-09-20,1,23.341,BAL,@,SDG,W 16-14,,,,,,,,,
4,1970,1970-09-28,2,23.349,BAL,,KAN,L 24-44,,,,,,,,,
5,1970,1970-10-04,3,23.355,BAL,@,BOS,W 14-6,,,,,,,,,
6,1970,1970-10-11,4,23.362,BAL,@,HOU,W 24-20,,,,,,,,,
7,1970,1970-10-18,5,24.004,BAL,@,NYJ,W 29-22,0,0,,0,1,6,1,27,1
8,1970,1970-10-25,6,24.011,BAL,,BOS,W 27-3,0,0,,0,0,0,1,12,0
9,1970,1970-11-01,7,24.018,BAL,,MIA,W 35-0,,,,,,,,,
10,1970,1970-11-09,8,24.026,BAL,@,GNB,W 13-10,,,,,,,,,
11,1970,1970-11-15,9,24.032,BAL,,BUF,T 17-17,,,,,,,,,
12,1970,1970-11-22,10,24.039,BAL,@,MIA,L 17-34,,,,,,,,,
13,1970,1970-11-29,11,24.046,BAL,,CHI,W 21-20,,,,,,,,,
14,1970,1970-12-06,12,24.053,BAL,,PHI,W 29-10,,,,,,,,,
15,1970,1970-12-13,13,24.060,BAL,@,BUF,W 20-14,1,21,21.00,0,0,0,0,0,0
16,1970,1970-12-19,14,24.066,BAL,,NYJ,W 35-20,,,,,,,,,
17,1971,1971-09-19,1,24.340,WAS,@,STL,W 24-17,,,,,,,,,
18,1971,1971-09-26,2,24.347,WAS,@,NYG,W 30-3,,,,,,,,,
19,1971,1971-10-10,4,24.361,WAS,,HOU,W 22-13,,,,,,,,,
20,1971,1971-10-17,5,25.003,WAS,,STL,W 20-0,,,,,,,,,
21,1971,1971-10-24,6,25.010,WAS,@,KAN,L 20-27,,,,,,,,,
22,1971,1971-10-31,7,25.017,WAS,,NOR,W 24-14,,,,,,,,,
