ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1996,1996-09-15,3,23.172,ARI,@,NWE,L 0-31
2,1996,1996-09-29,5,23.186,ARI,,STL,W 31-28
3,1996,1996-10-13,6,23.200,ARI,@,DAL,L 3-17
4,1996,1996-10-20,7,23.207,ARI,,TAM,W 13-9
5,1998,1998-09-06,1,25.163,ARI,@,DAL,L 10-38
6,1998,1998-09-13,2,25.170,ARI,@,SEA,L 14-33
7,1998,1998-09-20,3,25.177,ARI,,PHI,W 17-3
8,1998,1998-09-27,4,25.184,ARI,@,STL,W 20-17
9,1998,1998-10-04,5,25.191,ARI,,OAK,L 20-23
10,1998,1998-10-11,6,25.198,ARI,,CHI,W 20-7
11,1998,1998-10-18,7,25.205,ARI,@,NYG,L 7-34
12,1998,1998-11-01,8,25.219,ARI,@,DET,W 17-15
13,1998,1998-11-08,9,25.226,ARI,,WAS,W 29-27
14,1998,1998-11-15,10,25.233,ARI,,DAL,L 28-35
15,1998,1998-11-22,11,25.240,ARI,@,WAS,W 45-42
16,1998,1998-11-29,12,25.247,ARI,@,KAN,L 24-34
17,1998,1998-12-06,13,25.254,ARI,,NYG,L 19-23
18,1998,1998-12-13,14,25.261,ARI,@,PHI,W 20-17
19,1998,1998-12-20,15,25.268,ARI,,NOR,W 19-17
20,1998,1998-12-27,16,25.275,ARI,,SDG,W 16-13
