ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1976,1976-10-31,8,22.217,TAM,,KAN,L 19-28,,,,,,,,,,,,
2,1976,1976-11-07,9,22.224,TAM,@,DEN,L 13-48,0,0,,0,2,37,18.50,0,0,0,,0
3,1976,1976-11-14,10,22.231,TAM,@,NYJ,L 0-34,1,12,12.00,0,0,0,,0,0,0,,0
4,1976,1976-11-21,11,22.238,TAM,,CLE,L 7-24,,,,,,,,,,,,
5,1976,1976-11-28,12,22.245,TAM,@,OAK,L 16-49,2,46,23.00,0,0,0,,0,0,0,,0
6,1976,1976-12-05,13,22.252,TAM,@,PIT,L 0-42,0,0,,0,2,45,22.50,0,0,0,,0
7,1976,1976-12-12,14,22.259,TAM,,NWE,L 14-31,0,0,,0,3,85,28.33,0,4,78,19.50,0
