ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-10-09,3,24.163,NYG,@,PIT,W 19-17,0,0,1,32,0
2,1960,1960-11-13,7,24.198,NYG,,PIT,W 27-24,0,0,1,13,0
3,1960,1960-12-18,12,24.233,NYG,,CLE,L 34-48,1,6,1,16,1
4,1961,1961-10-08,4,25.162,NYG,@,STL,W 24-9,0,0,3,12,0
5,1961,1961-10-15,5,25.169,NYG,@,DAL,W 31-10,0,0,1,36,0
6,1961,1961-11-12,9,25.197,NYG,,PHI,W 38-21,0,0,3,0,0
7,1961,1961-11-19,10,25.204,NYG,,PIT,W 42-21,0,0,2,12,0
8,1962,1962-10-07,4,26.161,NYG,@,STL,W 31-14,0,0,1,15,0
9,1962,1962-10-21,6,26.175,NYG,,DET,W 17-14,0,0,1,17,0
10,1962,1962-11-04,8,26.189,NYG,,STL,W 31-28,0,0,1,26,0
11,1962,1962-11-25,11,26.210,NYG,@,WAS,W 42-24,0,0,1,27,0
12,1962,1962-12-16,14,26.231,NYG,,DAL,W 41-31,0,0,1,5,0
13,1963,1963-09-29,3,27.153,NYG,@,PHI,W 37-14,0,0,3,23,0
14,1963,1963-10-13,5,27.167,NYG,,CLE,L 24-35,1,6,1,47,1
15,1963,1963-10-20,6,27.174,NYG,,DAL,W 37-21,1,6,1,82,1
16,1963,1963-11-03,8,27.188,NYG,@,STL,W 38-21,0,0,1,0,0
17,1963,1963-12-08,13,27.223,NYG,,WAS,W 44-14,1,6,2,60,1
18,1963,1963-12-15,14,27.230,NYG,,PIT,W 33-17,0,0,1,39,0
19,1964,1964-10-11,5,28.165,NYG,@,DAL,T 13-13,0,0,2,38,0
20,1964,1964-10-25,7,28.179,NYG,@,CLE,L 20-42,0,0,1,0,0
21,1964,1964-11-01,8,28.186,NYG,,STL,W 34-17,0,0,1,30,0
22,1965,1965-10-03,3,29.157,NYG,@,PIT,W 23-13,0,0,1,0,0
23,1965,1965-11-21,10,29.206,NYG,@,STL,W 28-15,0,0,1,23,0
24,1965,1965-11-28,11,29.213,NYG,,CHI,L 14-35,0,0,1,5,0
25,1965,1965-12-05,12,29.220,NYG,,PIT,W 35-10,0,0,1,10,0
