ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-11-27,11,23.003,STL,@,HOU,W 33-27,,19,30,63.33,310,3,1,117.4,5,22,10.33,10.83,3,23,7.67,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,2005,2005-12-04,12,23.010,STL,,WAS,L 9-24,*,21,36,58.33,163,0,1,58.0,3,21,4.53,3.28,5,22,4.40,1,0,0,0,,0,0.0%,,,1,6,0.0,,
3,2005,2005-12-11,13,23.017,STL,@,MIN,L 13-27,*,26,45,57.78,235,0,5,32.4,1,6,5.22,0.22,5,16,3.20,1,0,0,0,,0,0.0%,,,1,6,0.0,,
4,2005,2005-12-18,14,23.024,STL,,PHI,L 16-17,*,10,24,41.67,69,1,1,45.8,0,0,2.88,1.83,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
5,2006,2006-12-31,16,24.037,STL,@,MIN,W 41-21,,0,0,,0,0,0,,,,,,3,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,2007,2007-09-10,1,24.290,CIN,,BAL,W 27-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
7,2008,2008-09-14,2,25.295,CIN,,TEN,L 7-24,,,,,,,,,0,,,,,,,,,,,,,0.0%,,,,,,,
8,2008,2008-09-28,4,25.309,CIN,,CLE,L 12-20,*,21,35,60.00,156,1,3,44.5,3,14,4.46,1.17,4,41,10.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
9,2008,2008-10-12,6,25.323,CIN,@,NYJ,L 14-26,*,20,33,60.61,152,0,0,71.8,5,24,4.61,4.61,6,23,3.83,1,1,1,-3,-3.00,0,100.0%,-3.00,,1,6,0.0,0,0
10,2008,2008-10-19,7,25.330,CIN,,PIT,L 10-38,*,21,35,60.00,164,1,0,81.1,7,47,4.69,5.26,4,15,3.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
11,2008,2008-10-26,8,25.337,CIN,@,HOU,L 6-35,*,20,32,62.50,155,0,2,48.3,2,7,4.84,2.03,7,42,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
12,2008,2008-11-02,9,25.344,CIN,,JAX,W 21-19,*,21,31,67.74,162,2,1,88.4,2,9,5.23,5.06,3,52,17.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
13,2008,2008-11-16,10,25.358,CIN,,PHI,T 13-13,*,29,44,65.91,261,1,0,89.3,8,35,5.93,6.39,5,9,1.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
14,2008,2008-11-20,11,25.362,CIN,@,PIT,L 10-27,*,20,37,54.05,168,1,1,63.8,1,3,4.54,3.86,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
15,2008,2008-11-30,12,26.006,CIN,,BAL,L 3-34,*,12,31,38.71,124,0,0,51.0,3,22,4.00,4.00,3,29,9.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
16,2008,2008-12-07,13,26.013,CIN,@,IND,L 3-35,*,18,26,69.23,170,0,2,55.0,4,23,6.54,3.08,3,17,5.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
17,2008,2008-12-14,14,26.020,CIN,,WAS,W 20-13,*,16,29,55.17,209,1,0,89.6,2,5,7.21,7.90,11,29,2.64,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
18,2008,2008-12-21,15,26.027,CIN,@,CLE,W 14-0,*,5,9,55.56,55,1,0,110.9,0,0,6.11,8.33,5,10,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
19,2008,2008-12-28,16,26.034,CIN,,KAN,W 16-6,*,18,30,60.00,129,0,0,70.0,1,4,4.30,4.30,7,29,4.14,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
20,2009,2009-10-18,6,26.328,BUF,@,NYJ,W 16-13,,10,25,40.00,116,1,1,51.4,0,0,4.64,3.64,7,20,2.86,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
21,2009,2009-10-25,7,26.335,BUF,@,CAR,W 20-9,*,11,22,50.00,123,1,0,82.2,2,9,5.59,6.50,7,10,1.43,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
