ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,22.041,SEA,@,STL,L 31-34,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0
2,2015,2015-09-20,2,22.048,SEA,@,GNB,L 17-27,,0,0,,0,0,0,0,,0,0.0%,,0,0
3,2015,2015-09-27,3,22.055,SEA,,CHI,W 26-0,*,16,104,6.50,0,1,0,0,,0,0.0%,0.00,0,0
4,2015,2015-10-05,4,22.063,SEA,,DET,W 13-10,*,17,48,2.82,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0
5,2015,2015-10-11,5,22.069,SEA,@,CIN,L 24-27,*,23,169,7.35,1,0,0,0,,0,0.0%,,1,6
6,2015,2015-10-18,6,22.076,SEA,,CAR,L 23-27,,1,8,8.00,0,0,0,0,,0,0.0%,,0,0
7,2015,2015-10-22,7,22.080,SEA,@,SFO,W 20-3,,6,32,5.33,0,2,2,9,4.50,0,100.0%,4.50,0,0
8,2015,2015-11-01,8,22.090,SEA,@,DAL,W 13-12,,4,10,2.50,0,0,0,0,,0,0.0%,,0,0
9,2015,2015-11-15,9,22.104,SEA,,ARI,L 32-39,,2,19,9.50,0,0,0,0,,0,0.0%,,0,0
10,2015,2015-11-22,10,22.111,SEA,,SFO,W 29-13,*,30,209,6.97,1,3,3,46,15.33,1,100.0%,15.33,2,12
11,2015,2015-11-29,11,22.118,SEA,,PIT,W 39-30,*,21,81,3.86,1,1,0,0,,0,0.0%,0.00,1,6
12,2015,2015-12-06,12,22.125,SEA,@,MIN,W 38-7,*,19,101,5.32,1,3,3,22,7.33,0,100.0%,7.33,1,6
13,2015,2015-12-13,13,22.132,SEA,@,BAL,W 35-6,*,6,44,7.33,0,0,0,0,,0,0.0%,,0,0
14,2016,2016-09-11,1,23.039,SEA,,MIA,W 12-10,,12,32,2.67,0,3,3,26,8.67,0,100.0%,8.67,0,0
15,2016,2016-09-18,2,23.046,SEA,@,LAR,L 3-9,*,7,-7,-1.00,0,3,3,15,5.00,0,100.0%,5.00,0,0
16,2016,2016-11-20,10,23.109,SEA,,PHI,W 26-15,,14,57,4.07,0,4,3,31,10.33,0,75.0%,7.75,0,0
17,2016,2016-11-27,11,23.116,SEA,@,TAM,L 5-14,*,12,38,3.17,0,1,0,0,,0,0.0%,0.00,0,0
18,2016,2016-12-04,12,23.123,SEA,,CAR,W 40-7,*,15,106,7.07,2,1,1,12,12.00,0,100.0%,12.00,2,12
19,2016,2016-12-11,13,23.130,SEA,@,GNB,L 10-38,*,12,67,5.58,0,2,1,7,7.00,0,50.0%,3.50,0,0
20,2016,2016-12-15,14,23.134,SEA,,LAR,W 24-3,*,21,34,1.62,0,2,2,5,2.50,0,100.0%,2.50,0,0
21,2016,2016-12-24,15,23.143,SEA,,ARI,L 31-34,*,8,8,1.00,0,1,0,0,,0,0.0%,0.00,0,0
22,2016,2017-01-01,16,23.151,SEA,@,SFO,W 25-23,*,8,14,1.75,1,0,0,0,,0,0.0%,,1,6
23,2017,2017-09-17,2,24.045,SEA,,SFO,W 12-9,*,5,4,0.80,0,0,0,0,,0,0.0%,,0,0
24,2017,2017-09-24,3,24.052,SEA,@,TEN,L 27-33,,0,0,,0,0,0,0,,0,0.0%,,0,0
25,2017,2017-10-08,5,24.066,SEA,@,LAR,W 16-10,,8,20,2.50,0,3,2,15,7.50,0,66.7%,5.00,0,0
26,2017,2017-10-22,6,24.080,SEA,@,NYG,W 24-7,*,11,36,3.27,0,2,1,16,16.00,0,50.0%,8.00,0,0
27,2017,2017-10-29,7,24.087,SEA,,HOU,W 41-38,,6,-1,-0.17,0,1,0,0,,0,0.0%,0.00,0,0
28,2017,2017-11-05,8,24.094,SEA,,WAS,L 14-17,,9,39,4.33,0,2,2,31,15.50,0,100.0%,15.50,0,0
29,2017,2017-11-09,9,24.098,SEA,@,ARI,W 22-16,*,10,27,2.70,0,2,2,12,6.00,0,100.0%,6.00,0,0
30,2017,2017-11-26,11,24.115,SEA,@,SFO,W 24-13,,0,0,,0,0,0,0,,0,0.0%,,0,0
31,2017,2017-12-03,12,24.122,SEA,,PHI,W 24-10,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0
32,2017,2017-12-10,13,24.129,SEA,@,JAX,L 24-30,,0,0,,0,0,0,0,,0,0.0%,,0,0
33,2017,2017-12-24,15,24.143,SEA,@,DAL,W 21-12,,5,20,4.00,0,0,0,0,,0,0.0%,,0,0
34,2017,2017-12-31,16,24.150,SEA,,ARI,L 24-26,,3,8,2.67,0,3,2,20,10.00,0,66.7%,6.67,0,0
