ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1962,1962-09-09,1,23.066,BUF,,HOU,L 23-28,0,0,,0,0,0,2,20,0
2,1962,1962-10-07,5,23.094,BUF,@,HOU,L 14-17,0,0,,0,0,0,1,23,0
3,1962,1962-11-11,10,23.129,BUF,@,SDG,W 40-20,0,0,,0,0,0,1,40,0
4,1962,1962-11-18,11,23.136,BUF,@,OAK,W 10-6,0,0,,0,0,0,2,28,0
5,1962,1962-12-02,13,23.150,BUF,,DTX,W 23-14,1,1,1.00,0,0,0,0,0,0
6,1963,1963-09-28,4,24.085,BUF,,HOU,L 20-31,0,0,,0,0,0,1,0,0
7,1964,1964-10-03,4,25.090,BUF,,OAK,W 23-20,0,0,,0,0,0,1,20,0
8,1964,1964-10-11,5,25.098,BUF,@,HOU,W 48-17,0,0,,0,0,0,1,9,0
9,1964,1964-11-01,8,25.119,BUF,,HOU,W 24-10,0,0,,0,0,0,1,91,0
10,1964,1964-11-08,9,25.126,BUF,@,NYJ,W 20-7,0,0,,0,0,0,1,10,0
11,1965,1965-10-17,6,26.104,BUF,@,KAN,W 23-7,0,0,,0,0,0,2,20,0
12,1965,1965-10-24,7,26.111,BUF,,DEN,W 31-13,0,0,,0,0,0,1,19,0
13,1965,1965-11-07,9,26.125,BUF,@,BOS,W 23-7,0,0,,0,0,0,1,0,0
14,1965,1965-11-25,11,26.143,BUF,@,SDG,T 20-20,0,0,,0,0,0,1,16,0
15,1967,1967-11-19,10,28.137,BUF,,DEN,L 20-21,0,0,,0,0,0,1,25,0
16,1967,1967-11-26,11,28.144,BUF,@,MIA,L 14-17,1,2,2.00,0,0,0,1,0,0
17,1968,1968-09-08,1,29.065,BUF,,BOS,L 7-16,0,0,,0,0,0,1,18,0
18,1968,1968-09-29,4,29.086,BUF,,NYJ,W 37-35,0,0,,0,1,6,1,45,1
19,1968,1968-10-12,6,29.099,BUF,@,MIA,T 14-14,0,0,,0,0,0,1,2,0
20,1968,1968-11-24,12,29.142,BUF,@,DEN,L 32-34,0,0,,0,1,6,1,35,1
21,1969,1969-09-28,3,30.085,BUF,,DEN,W 41-28,0,0,,0,0,0,1,0,0
22,1970,1970-09-20,1,31.077,DEN,@,BUF,W 25-10,,,,,,,,,
23,1970,1970-09-27,2,31.084,DEN,,PIT,W 16-13,,,,,,,,,
24,1970,1970-10-04,3,31.091,DEN,,KAN,W 26-13,,,,,,,,,
25,1970,1970-10-11,4,31.098,DEN,@,OAK,L 23-35,,,,,,,,,
26,1970,1970-10-18,5,31.105,DEN,,ATL,W 24-10,,,,,,,,,
27,1970,1970-10-25,6,31.112,DEN,@,SFO,L 14-19,,,,,,,,,
