ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
13,2016,2016-12-08,13,23.054,OAK,@,KAN,L 13-21,,6,29,4.83,0,4,0,0,,0,0.0%,0.00,2,41,20.50,0,1,2,2.00,0,0,0,0.0,0,0
14,2016,2016-12-18,14,23.064,OAK,@,SDG,W 19-16,,6,36,6.00,0,5,4,13,3.25,0,80.0%,2.60,0,0,,0,2,11,5.50,0,0,0,0.0,0,0
15,2016,2016-12-24,15,23.070,OAK,,IND,W 33-25,,6,66,11.00,0,3,3,13,4.33,1,100.0%,4.33,2,44,22.00,0,1,8,8.00,0,1,6,0.0,0,0
16,2016,2017-01-01,16,23.078,OAK,@,DEN,L 6-24,,3,3,1.00,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,2,18,9.00,0,0,0,0.0,0,0
17,2017,2017-09-10,1,23.330,OAK,@,TEN,W 26-16,,5,22,4.40,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,2,5,2.50,0,0,0,0.0,0,0
18,2017,2017-09-17,2,23.337,OAK,,NYJ,W 45-20,,6,58,9.67,1,2,2,51,25.50,0,100.0%,25.50,0,0,,0,1,13,13.00,0,1,6,0.0,0,0
19,2017,2017-09-24,3,23.344,OAK,@,WAS,L 10-27,,2,4,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,2,4,2.00,0,0,0,0.0,0,0
20,2017,2017-10-01,4,23.351,OAK,@,DEN,L 10-16,,2,7,3.50,0,1,1,20,20.00,0,100.0%,20.00,0,0,,0,2,8,4.00,0,0,0,0.0,0,0
21,2017,2017-10-08,5,23.358,OAK,,BAL,L 17-30,,9,37,4.11,0,2,0,0,,0,0.0%,0.00,0,0,,0,1,7,7.00,0,0,0,0.0,0,0
22,2017,2017-10-15,6,24.000,OAK,,LAC,L 16-17,,2,-1,-0.50,0,4,3,27,9.00,0,75.0%,6.75,2,29,14.50,0,3,18,6.00,0,0,0,0.0,0,0
23,2017,2017-10-19,7,24.004,OAK,,KAN,W 31-30,,9,31,3.44,0,4,4,45,11.25,0,100.0%,11.25,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
24,2017,2017-10-29,8,24.014,OAK,@,BUF,L 14-34,*,5,21,4.20,0,7,5,35,7.00,0,71.4%,5.00,3,16,5.33,0,2,11,5.50,0,0,0,0.0,0,0
25,2017,2017-11-05,9,24.021,OAK,@,MIA,W 27-24,,5,14,2.80,0,1,0,0,,0,0.0%,0.00,0,0,,0,2,21,10.50,0,0,0,0.0,0,0
26,2017,2017-11-19,10,24.035,OAK,,NWE,L 8-33,,4,19,4.75,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2017,2017-11-26,11,24.042,OAK,,DEN,W 21-14,,2,17,8.50,0,2,2,13,6.50,1,100.0%,6.50,0,0,,0,4,25,6.25,0,1,6,0.0,0,0
28,2017,2017-12-03,12,24.049,OAK,,NYG,W 24-17,,1,4,4.00,0,3,1,5,5.00,0,33.3%,1.67,1,17,17.00,0,4,23,5.75,0,0,0,0.0,0,0
29,2017,2017-12-10,13,24.056,OAK,@,KAN,L 15-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2017,2017-12-17,14,24.063,OAK,,DAL,L 17-20,,0,0,,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,0.0,1,0
31,2017,2017-12-25,15,24.071,OAK,@,PHI,L 10-19,,4,42,10.50,0,2,2,14,7.00,0,100.0%,7.00,2,28,14.00,0,2,20,10.00,0,0,0,0.0,0,0
32,2017,2017-12-31,16,24.077,OAK,@,LAC,L 10-30,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2018,2018-09-10,1,24.330,OAK,,LAR,L 13-33,,5,24,4.80,0,11,9,55,6.11,0,81.8%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2018,2018-09-16,2,24.336,OAK,@,DEN,L 19-20,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2018,2018-09-23,3,24.343,OAK,@,MIA,L 20-28,,0,0,,0,7,6,59,9.83,0,85.7%,8.43,0,0,,0,0,0,,0,0,0,0.0,0,0
