ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
33,1960,1960-09-25,1,25.249,CLE,@,PHI,W 41-24,*,9,11,81.82,67,1,0,122.3,0,0,6.09,7.91,4,10,2.50,1,0,0,,0,,,,,,,1,6
34,1960,1960-10-02,2,25.256,CLE,,PIT,W 28-20,*,10,14,71.43,308,1,0,137.5,0,0,22.00,23.43,5,-7,-1.40,1,0,0,,0,,,,,,,1,6
35,1960,1960-10-16,3,25.270,CLE,@,DAL,W 48-7,*,6,8,75.00,106,2,0,156.2,0,0,13.25,18.25,0,0,,0,0,0,,0,,,,,,,0,0
36,1960,1960-10-23,4,25.277,CLE,,PHI,L 29-31,*,16,22,72.73,289,2,0,145.1,0,0,13.14,14.95,0,0,,0,0,0,,0,,,,,,,0,0
37,1960,1960-10-30,5,25.284,CLE,@,WAS,W 31-10,*,14,19,73.68,204,1,0,125.8,0,0,10.74,11.79,1,6,6.00,0,0,0,,0,,,,,,,0,0
38,1960,1960-11-06,6,25.291,CLE,,NYG,L 13-17,*,13,25,52.00,101,1,0,75.6,0,0,4.04,4.84,3,-35,-11.67,0,0,0,,0,,,,,,,0,0
39,1960,1960-11-13,7,25.298,CLE,,STL,W 28-27,*,11,15,73.33,194,2,0,154.9,0,0,12.93,15.60,1,0,0.00,0,0,0,,0,,,,,,,0,0
40,1960,1960-11-20,8,25.305,CLE,@,PIT,L 10-14,*,23,37,62.16,328,1,0,99.8,0,0,8.86,9.41,0,0,,0,0,0,,0,,,,,,,0,0
41,1960,1960-11-27,9,25.312,CLE,@,STL,T 17-17,*,13,19,68.42,108,2,0,117.9,0,0,5.68,7.79,0,0,,0,0,0,,0,,,,,,,0,0
42,1960,1960-12-04,10,25.319,CLE,,WAS,W 27-16,*,10,28,35.71,212,3,1,84.2,0,0,7.57,8.11,1,1,1.00,0,0,0,,0,,,,,,,0,0
43,1960,1960-12-11,11,25.326,CLE,,CHI,W 42-0,*,7,12,58.33,84,1,0,107.6,0,0,7.00,8.67,1,3,3.00,0,0,0,,0,,,,,,,0,0
44,1960,1960-12-18,12,25.333,CLE,@,NYG,W 48-34,*,19,40,47.50,296,4,4,66.2,0,0,7.40,4.90,1,-2,-2.00,0,0,0,,0,,,,,,,0,0
45,1961,1961-09-17,1,26.240,CLE,@,PHI,L 20-27,*,18,30,60.00,329,2,1,106.1,0,0,10.97,10.80,1,0,0.00,0,0,0,,0,,,,,,,0,0
46,1961,1961-09-24,2,26.247,CLE,,STL,W 20-17,*,16,32,50.00,134,2,3,43.0,0,0,4.19,1.22,2,-16,-8.00,0,0,0,,0,,,,,,,0,0
47,1961,1961-10-01,3,26.254,CLE,,DAL,W 25-7,*,8,17,47.06,100,2,1,80.5,0,0,5.88,5.59,4,21,5.25,0,0,0,,0,,,,,,,0,0
48,1961,1961-10-08,4,26.261,CLE,,WAS,W 31-7,*,16,26,61.54,184,1,0,95.7,0,0,7.08,7.85,0,-4,,0,0,0,,0,,,,,,,0,0
49,1961,1961-10-15,5,26.268,CLE,,GNB,L 17-49,*,17,26,65.38,187,2,1,96.2,0,0,7.19,7.00,3,0,0.00,0,0,0,,0,,,,,,,0,0
50,1961,1961-10-22,6,26.275,CLE,@,PIT,W 30-28,,6,8,75.00,88,0,0,110.4,0,0,11.00,11.00,1,0,0.00,0,0,0,,0,,,,,,,0,0
51,1961,1961-10-29,7,26.282,CLE,@,STL,W 21-10,*,5,9,55.56,117,1,0,137.5,0,0,13.00,15.22,2,-3,-1.50,0,0,0,,0,,,,,,,0,0
52,1961,1961-11-05,8,26.289,CLE,,PIT,L 13-17,*,10,19,52.63,140,0,1,54.7,0,0,7.37,5.00,0,0,,0,0,0,,0,,,,,,,0,0
53,1961,1961-11-12,9,26.296,CLE,@,WAS,W 17-6,*,12,15,80.00,92,1,0,114.4,0,0,6.13,7.47,1,8,8.00,0,0,0,,0,,,,,,,0,0
54,1961,1961-11-19,10,26.303,CLE,,PHI,W 45-24,*,16,21,76.19,246,1,0,130.3,0,0,11.71,12.67,2,-21,-10.50,0,0,0,,0,,,,,,,0,0
55,1961,1961-11-26,11,26.310,CLE,,NYG,L 21-37,*,19,33,57.58,284,2,1,93.5,0,0,8.61,8.45,1,-4,-4.00,0,0,0,,0,,,,,,,0,0
56,1961,1961-12-03,12,26.317,CLE,@,DAL,W 38-17,*,10,13,76.92,143,1,0,137.7,0,0,11.00,12.54,5,4,0.80,1,0,0,,0,,,,,,,1,6
57,1961,1961-12-10,13,26.324,CLE,@,CHI,L 14-17,*,17,28,60.71,281,2,1,103.4,0,0,10.04,9.86,2,-2,-1.00,0,0,0,,0,,,,,,,0,0
58,1961,1961-12-17,14,26.331,CLE,@,NYG,T 7-7,*,7,25,28.00,91,1,1,38.9,0,0,3.64,2.64,0,0,,0,0,0,,0,,,,,,,0,0
59,1962,1962-09-16,1,27.239,DET,,PIT,W 45-7,*,21,30,70.00,251,3,0,128.6,0,0,8.37,10.37,2,5,2.50,0,0,0,,0,,,,,,,0,0
60,1962,1962-09-23,2,27.246,DET,,SFO,W 45-24,*,16,22,72.73,272,4,0,153.8,0,0,12.36,16.00,1,-13,-13.00,0,0,0,,0,,,,,,,0,0
61,1962,1962-09-30,3,27.253,DET,@,BAL,W 29-20,*,16,30,53.33,260,2,4,65.3,0,0,8.67,4.00,3,57,19.00,1,0,0,,0,,,,,,,1,6
62,1962,1962-10-07,4,27.260,DET,@,GNB,L 7-9,*,11,26,42.31,107,0,1,38.5,0,0,4.12,2.38,7,58,8.29,0,0,0,,0,,,,,,,0,0
63,1962,1962-10-14,5,27.267,DET,,RAM,W 13-10,*,17,27,62.96,158,0,1,63.5,0,0,5.85,4.19,3,10,3.33,0,0,0,,0,,,,2,2,100.0,0,6
64,1962,1962-10-21,6,27.274,DET,@,NYG,L 14-17,*,13,23,56.52,209,1,2,65.3,0,0,9.09,6.04,5,7,1.40,0,0,0,,0,,,,,,,0,0
65,1962,1962-10-28,7,27.281,DET,,CHI,W 11-3,*,12,24,50.00,117,0,1,46.7,0,0,4.88,3.00,0,0,,0,0,0,,0,,,,,,,0,0
66,1962,1962-11-04,8,27.288,DET,@,RAM,W 12-3,*,8,16,50.00,108,0,2,32.3,0,0,6.75,1.13,0,0,,0,0,0,,0,,,,,,,0,0
67,1962,1962-11-11,9,27.295,DET,@,SFO,W 38-24,*,15,24,62.50,213,1,1,87.7,0,0,8.88,7.83,1,2,2.00,0,0,0,,0,,,,,,,0,0
68,1962,1962-11-18,10,27.302,DET,@,MIN,W 17-6,*,8,17,47.06,97,0,1,40.6,0,0,5.71,3.06,0,0,,0,0,0,,0,,,,1,1,100.0,0,3
69,1962,1962-11-22,11,27.306,DET,,GNB,W 26-14,*,8,16,50.00,137,2,2,79.4,0,0,8.56,5.44,1,12,12.00,0,0,0,,0,,,,1,3,33.3,0,3
70,1962,1962-12-02,12,27.316,DET,,BAL,W 21-14,*,13,23,56.52,141,0,2,38.5,0,0,6.13,2.22,5,31,6.20,0,0,0,,0,,,,,1,0.0,0,0
71,1962,1962-12-09,13,27.323,DET,,MIN,W 37-23,*,11,24,45.83,218,2,2,71.2,0,0,9.08,7.00,1,1,1.00,0,0,0,,0,,,,1,2,50.0,0,3
72,1962,1962-12-16,14,27.330,DET,@,CHI,L 0-3,*,10,23,43.48,90,0,1,36.5,0,0,3.91,1.96,0,0,,0,0,0,,0,,,,,3,0.0,0,0
73,1963,1963-09-14,1,28.237,DET,@,RAM,W 23-2,*,11,18,61.11,114,0,3,39.8,0,0,6.33,-1.17,2,-1,-0.50,0,0,0,,0,,,,,,,0,0
74,1963,1963-09-22,2,28.245,DET,@,GNB,L 10-31,*,5,21,23.81,63,1,4,15.9,0,0,3.00,-4.62,2,7,3.50,0,0,0,,0,,,,,,,0,0
75,1963,1963-09-29,3,28.252,DET,,CHI,L 21-37,*,3,9,33.33,38,0,2,7.9,0,0,4.22,-5.78,1,3,3.00,0,0,0,,0,,,,,,,0,0
76,1963,1963-10-06,4,28.259,DET,,SFO,W 26-3,,1,8,12.50,30,1,0,82.3,0,0,3.75,6.25,0,0,,0,0,0,,0,,,,,,,0,0
77,1963,1963-10-13,5,28.266,DET,@,DAL,L 14-17,*,7,20,35.00,94,0,2,11.2,0,0,4.70,0.20,4,17,4.25,0,0,0,,0,,,,,,,0,0
78,1963,1963-10-20,6,28.273,DET,,BAL,L 21-25,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,,,,,,,0,0
79,1963,1963-10-27,7,28.280,DET,,MIN,W 28-10,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,4,4,100.0,,,,0,4
80,1963,1963-11-03,8,28.287,DET,@,SFO,W 45-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,6,6,100.0,1,3,33.3,0,9
81,1963,1963-11-10,9,28.294,DET,@,BAL,L 21-24,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,3,3,100.0,,1,0.0,0,3
82,1963,1963-11-17,10,28.301,DET,,RAM,L 21-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1963,1963-11-24,11,28.308,DET,@,MIN,L 31-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1963,1963-11-28,12,28.312,DET,,GNB,T 13-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1963,1963-12-08,13,28.322,DET,,CLE,W 38-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1963,1963-12-15,14,28.329,DET,@,CHI,L 14-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1964,1964-09-13,1,29.237,DET,@,SFO,W 26-17,*,15,34,44.12,234,0,1,55.3,0,0,6.88,5.56,0,0,,0,0,0,,0,,,,,,,0,0
88,1964,1964-09-19,2,29.243,DET,@,RAM,T 17-17,*,3,10,30.00,61,1,2,46.2,0,0,6.10,-0.90,1,0,0.00,0,0,0,,0,,,,,,,0,0
89,1964,1964-09-28,3,29.252,DET,,GNB,L 10-14,*,5,10,50.00,33,0,0,57.5,0,0,3.30,3.30,0,0,,0,0,0,,0,,,,,,,0,0
90,1964,1964-10-18,6,29.272,DET,@,CHI,W 10-0,,8,19,42.11,98,1,0,76.2,0,0,5.16,6.21,2,-5,-2.50,0,0,0,,0,,,,,,,0,0
91,1964,1964-10-25,7,29.279,DET,,BAL,L 0-34,*,22,38,57.89,236,0,3,43.3,0,0,6.21,2.66,3,4,1.33,0,0,0,,0,,,,,,,0,0
92,1964,1964-11-01,8,29.286,DET,,RAM,W 37-17,*,16,24,66.67,347,3,0,149.3,0,0,14.46,16.96,1,7,7.00,0,0,0,,0,,,,,,,0,0
93,1964,1964-11-08,9,29.293,DET,@,GNB,L 7-30,*,18,33,54.55,219,1,1,72.7,0,0,6.64,5.88,0,0,,0,0,0,,0,,,,,,,0,0
94,1964,1964-11-15,10,29.300,DET,@,CLE,L 21-37,*,15,27,55.56,236,3,1,106.4,0,0,8.74,9.30,0,0,,0,0,0,,0,,,,,,,0,0
95,1964,1964-11-22,11,29.307,DET,,MIN,T 23-23,*,17,28,60.71,248,2,3,73.8,0,0,8.86,5.46,0,0,,0,0,0,,0,,,,,,,0,0
96,1964,1964-11-26,12,29.311,DET,,CHI,L 24-27,*,13,26,50.00,151,2,1,77.6,0,0,5.81,5.62,1,3,3.00,0,0,0,,0,,,,,,,0,0
97,1964,1964-12-06,13,29.321,DET,@,BAL,W 31-14,*,11,16,68.75,143,3,1,110.2,0,0,8.94,9.88,4,19,4.75,1,0,0,,0,,,,,,,1,6
98,1964,1964-12-13,14,29.328,DET,,SFO,W 24-7,*,11,22,50.00,235,2,2,80.7,0,0,10.68,8.41,0,0,,0,0,0,,0,,,,,,,0,0
99,1965,1965-09-19,1,30.242,DET,,RAM,W 20-0,*,15,25,60.00,236,2,1,101.4,0,0,9.44,9.24,0,0,,0,0,0,,0,,,,,,,0,0
100,1965,1965-09-26,2,30.249,DET,@,MIN,W 31-29,*,14,29,48.28,158,3,1,85.1,0,0,5.45,5.97,3,13,4.33,1,0,0,,0,,,,,,,1,6
101,1965,1965-10-03,3,30.256,DET,,WAS,W 14-10,*,7,23,30.43,42,0,4,0.4,0,0,1.83,-6.00,4,26,6.50,0,0,0,,0,,,,,,,0,0
102,1965,1965-10-10,4,30.263,DET,@,BAL,L 7-31,*,11,25,44.00,115,0,3,18.3,0,0,4.60,-0.80,1,1,1.00,0,0,0,,0,,,,,,,0,0
103,1965,1965-10-17,5,30.270,DET,,GNB,L 21-31,*,14,32,43.75,179,2,2,56.6,0,0,5.59,4.03,1,-6,-6.00,0,0,0,,0,,,,,,,0,0
104,1965,1965-10-24,6,30.277,DET,@,CHI,L 10-38,*,9,18,50.00,65,0,1,35.6,0,0,3.61,1.11,1,0,0.00,0,0,0,,0,,,,,,,0,0
105,1965,1965-10-31,7,30.284,DET,@,RAM,W 31-7,,4,7,57.14,73,0,0,93.2,0,0,10.43,10.43,2,1,0.50,1,0,0,,0,,,,,,,1,6
106,1965,1965-11-07,8,30.291,DET,@,GNB,W 12-7,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,2,5,2.50,0,0,0,,0,,,,,,,0,0
107,1965,1965-11-14,9,30.298,DET,,SFO,L 21-27,,12,26,46.15,127,1,1,57.7,0,0,4.88,3.92,0,0,,0,0,0,,0,,,,,,,0,0
108,1965,1965-11-21,10,30.305,DET,,CHI,L 10-17,*,12,23,52.17,139,0,1,52.6,0,0,6.04,4.09,2,-7,-3.50,0,0,0,,0,,,,,,,0,0
109,1965,1965-11-25,11,30.309,DET,,BAL,T 24-24,*,9,23,39.13,106,1,1,50.3,0,0,4.61,3.52,2,6,3.00,0,0,0,,0,,,,,,,0,0
110,1965,1965-12-05,12,30.319,DET,@,SFO,L 14-17,*,10,27,37.04,155,0,1,41.4,0,0,5.74,4.07,1,1,1.00,1,0,0,,0,,,,,,,1,6
111,1965,1965-12-12,13,30.326,DET,,MIN,L 7-29,*,8,17,47.06,97,0,2,25.5,0,0,5.71,0.41,0,0,,0,0,0,,0,,,,,,,0,0
112,1965,1965-12-19,14,30.333,DET,@,PHI,W 35-28,*,18,31,58.06,218,3,1,98.6,0,0,7.03,7.52,2,-3,-1.50,0,0,0,,0,,,,,,,0,0
113,1966,1966-09-11,1,31.234,DET,,CHI,W 14-3,*,7,15,46.67,92,1,1,61.0,0,0,6.13,4.47,3,11,3.67,0,0,0,,0,,,,,,,0,0
114,1966,1966-09-18,2,31.241,DET,@,PIT,L 3-17,*,10,21,47.62,111,0,3,24.2,0,0,5.29,-1.14,2,-9,-4.50,0,0,0,,0,,,,,,,0,0
115,1966,1966-09-25,3,31.248,DET,,ATL,W 28-10,*,19,27,70.37,230,2,2,90.0,0,0,8.52,6.67,1,15,15.00,0,0,0,,0,,,,,,,0,0
116,1966,1966-10-02,4,31.255,DET,@,GNB,L 14-23,*,15,24,62.50,193,0,2,53.0,0,0,8.04,4.29,1,9,9.00,0,0,0,,0,,,,,,,0,0
117,1966,1966-10-09,5,31.262,DET,,RAM,L 7-14,*,15,31,48.39,210,0,4,31.0,0,0,6.77,0.97,2,11,5.50,0,0,0,,0,1,1,100.0,,,,0,1
118,1966,1966-10-16,6,31.269,DET,@,BAL,L 14-45,*,16,28,57.14,107,1,1,62.6,0,0,3.82,2.93,3,22,7.33,0,0,0,,0,,,,,,,0,0
119,1966,1966-10-23,7,31.276,DET,@,SFO,L 24-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1966,1966-10-30,8,31.283,DET,,GNB,L 7-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1966,1966-11-06,9,31.290,DET,@,CHI,T 10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1966,1966-11-13,10,31.297,DET,@,MIN,W 32-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1966,1966-11-20,11,31.304,DET,,BAL,W 20-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1966,1966-11-24,12,31.308,DET,,SFO,L 14-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1966,1966-12-04,13,31.318,DET,@,RAM,L 3-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1966,1966-12-11,14,31.325,DET,,MIN,L 16-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1967,1967-09-17,1,32.240,DET,@,GNB,T 17-17,*,7,17,41.18,41,0,0,48.9,0,0,2.41,2.41,0,0,,0,0,0,,0,,,,,,,0,0
128,1967,1967-09-24,2,32.247,DET,,CLE,W 31-14,*,16,27,59.26,229,1,0,99.2,0,0,8.48,9.22,1,1,1.00,0,0,0,,0,,,,,,,0,0
129,1967,1967-10-01,3,32.254,DET,@,STL,L 28-38,*,17,26,65.38,206,2,1,99.2,0,0,7.92,7.73,0,0,,0,0,0,,0,,,,,,,0,0
130,1967,1967-10-08,4,32.261,DET,,GNB,L 17-27,*,6,13,46.15,17,0,1,21.0,0,0,1.31,-2.15,0,0,,0,0,0,,0,,,,,,,0,0
131,1967,1967-10-15,5,32.268,DET,@,CHI,L 3-14,*,11,26,42.31,123,0,1,41.0,0,0,4.73,3.00,2,-4,-2.00,0,0,0,,0,,,,,,,0,0
132,1967,1967-11-19,10,32.303,DET,@,BAL,L 7-41,,3,5,60.00,28,0,0,75.4,0,0,5.60,5.60,0,0,,0,0,0,,0,,,,,,,0,0
133,1967,1967-11-23,11,32.307,DET,,RAM,L 7-31,,7,18,38.89,38,0,2,7.4,0,0,2.11,-2.89,1,-8,-8.00,0,0,0,,0,,,,,,,0,0
134,1967,1967-12-03,12,32.317,DET,,PIT,L 14-24,*,16,34,47.06,199,1,2,51.0,0,0,5.85,3.79,2,16,8.00,0,0,0,,0,,,,,,,0,0
135,1967,1967-12-17,14,32.331,DET,,MIN,W 14-3,,3,6,50.00,44,0,1,34.7,0,0,7.33,-0.17,0,0,,0,0,0,,0,,,,,,,0,0
136,1968,1968-09-22,2,33.246,RAM,,PIT,W 45-10,,4,9,44.44,44,1,0,96.5,0,0,4.89,7.11,1,1,1.00,0,0,0,,0,,,,,,,0,0
137,1968,1968-12-08,13,33.323,RAM,,CHI,L 16-17,,1,3,33.33,5,0,1,2.8,0,0,1.67,-13.33,1,2,2.00,0,0,0,,0,,,,,,,0,0
138,1969,1969-09-28,2,34.251,NYG,@,DET,L 0-24,,3,9,33.33,37,0,0,47.0,0,0,4.11,4.11,1,-1,-1.00,0,0,0,,0,,,,,,,0,0
