ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1995,1995-09-03,1,23.065,NYJ,@,MIA,L 14-52,,2,1,9,9.00,0,50.0%,4.50,0,0
2,1995,1995-09-10,2,23.072,NYJ,,IND,L 24-27,,,0,0,,0,0.0%,,,
3,1995,1995-12-17,15,23.170,NYJ,@,HOU,L 6-23,,,0,0,,0,0.0%,,,
4,1995,1995-12-24,16,23.177,NYJ,,NOR,L 0-12,,,0,0,,0,0.0%,,,
5,1996,1996-10-20,8,24.112,NYJ,,BUF,L 22-25,,3,1,6,6.00,0,33.3%,2.00,0,0
6,1996,1996-12-22,16,24.175,NYJ,,MIA,L 28-31,,1,0,0,,0,0.0%,0.00,,
7,1997,1997-09-01,1,25.063,GNB,,CHI,W 38-24,,,0,0,,0,0.0%,,,
8,1997,1997-09-07,2,25.069,GNB,@,PHI,L 9-10,,,0,0,,0,0.0%,,,
9,1997,1997-10-05,6,25.097,GNB,,TAM,W 21-16,,,0,0,,0,0.0%,,,
10,1997,1997-10-12,7,25.104,GNB,@,CHI,W 24-23,,,0,0,,0,0.0%,,,
11,1997,1997-10-27,8,25.119,GNB,@,NWE,W 28-10,,,0,0,,0,0.0%,,,
12,1997,1997-11-02,9,25.125,GNB,,DET,W 20-10,,1,1,26,26.00,0,100.0%,26.00,0,0
13,1997,1997-11-09,10,25.132,GNB,,STL,W 17-7,,,0,0,,0,0.0%,,,
14,1997,1997-11-16,11,25.139,GNB,@,IND,L 38-41,,,0,0,,0,0.0%,,,
15,1997,1997-11-23,12,25.146,GNB,,DAL,W 45-17,,2,0,0,,0,0.0%,0.00,,
16,1997,1997-12-01,13,25.154,GNB,@,MIN,W 27-11,,0,0,0,,0,0.0%,,,
17,1997,1997-12-07,14,25.160,GNB,@,TAM,W 17-6,,,0,0,,0,0.0%,,,
18,1997,1997-12-14,15,25.167,GNB,@,CAR,W 31-10,,,0,0,,0,0.0%,,,
19,1997,1997-12-20,16,25.173,GNB,,BUF,W 31-21,,1,1,2,2.00,1,100.0%,2.00,1,6
20,1998,1998-09-06,1,26.068,GNB,,DET,W 38-19,,,0,0,,0,0.0%,,0,0
21,1998,1998-09-13,2,26.075,GNB,,TAM,W 23-15,,1,1,10,10.00,1,100.0%,10.00,1,6
22,1998,1998-09-20,3,26.082,GNB,@,CIN,W 13-6,,1,1,6,6.00,0,100.0%,6.00,0,0
23,1998,1998-09-27,4,26.089,GNB,@,CAR,W 37-30,,3,1,20,20.00,1,33.3%,6.67,1,6
24,1998,1998-10-05,5,26.097,GNB,,MIN,L 24-37,,4,3,23,7.67,1,75.0%,5.75,1,6
25,1998,1998-10-15,6,26.107,GNB,@,DET,L 20-27,,,,,,,0.0%,,,
26,1998,1998-10-25,7,26.117,GNB,,BAL,W 28-10,,4,3,20,6.67,0,75.0%,5.00,0,0
27,1998,1998-11-01,8,26.124,GNB,,SFO,W 36-22,,3,1,8,8.00,0,33.3%,2.67,0,0
28,1998,1998-11-09,9,26.132,GNB,@,PIT,L 20-27,,1,,,,,0.0%,,,
29,1998,1998-11-15,10,26.138,GNB,@,NYG,W 37-3,,5,3,83,27.67,2,60.0%,16.60,2,12
30,1998,1998-11-22,11,26.145,GNB,@,MIN,L 14-28,,3,3,19,6.33,2,100.0%,6.33,2,12
31,1998,1998-11-29,12,26.152,GNB,,PHI,W 24-16,,1,1,39,39.00,0,100.0%,39.00,0,0
32,1998,1998-12-07,13,26.160,GNB,@,TAM,L 22-24,,3,1,22,22.00,0,33.3%,7.33,0,0
33,1999,1999-09-12,1,27.074,GNB,,OAK,W 28-24,,2,2,50,25.00,0,100.0%,25.00,0,0
34,1999,1999-09-19,2,27.081,GNB,@,DET,L 15-23,*,3,2,27,13.50,0,66.7%,9.00,0,0
35,1999,1999-09-26,3,27.088,GNB,,MIN,W 23-20,*,1,,,,,0.0%,,,
36,1999,1999-10-10,4,27.102,GNB,,TAM,W 26-23,*,1,,,,,0.0%,,,
37,1999,1999-10-17,5,27.109,GNB,@,DEN,L 10-31,*,1,1,16,16.00,0,100.0%,16.00,0,0
38,1999,1999-10-24,6,27.116,GNB,@,SDG,W 31-3,*,1,1,14,14.00,0,100.0%,14.00,0,0
39,1999,1999-11-01,7,27.124,GNB,,SEA,L 7-27,*,7,1,10,10.00,0,14.3%,1.43,0,0
40,1999,1999-11-07,8,27.130,GNB,,CHI,L 13-14,*,7,3,24,8.00,1,42.9%,3.43,1,6
41,1999,1999-11-14,9,27.137,GNB,@,DAL,L 13-27,*,1,3,9,3.00,0,300.0%,9.00,0,0
42,1999,1999-11-21,10,27.144,GNB,,DET,W 26-17,*,3,1,7,7.00,0,33.3%,2.33,0,0
43,1999,1999-11-29,11,27.152,GNB,@,SFO,W 20-3,*,6,3,20,6.67,1,50.0%,3.33,1,6
44,1999,1999-12-05,12,27.158,GNB,@,CHI,W 35-19,*,2,1,5,5.00,0,50.0%,2.50,0,0
45,1999,1999-12-12,13,27.165,GNB,,CAR,L 31-33,*,3,2,22,11.00,0,66.7%,7.33,0,0
46,1999,1999-12-20,14,27.173,GNB,@,MIN,L 20-24,*,2,,,,,0.0%,,,
47,1999,1999-12-26,15,27.179,GNB,@,TAM,L 10-29,,1,,,,,0.0%,,,
48,1999,2000-01-02,16,27.186,GNB,,ARI,W 49-24,,,,,,,0.0%,,,
49,2000,2000-09-03,1,28.065,GNB,,NYJ,L 16-20,*,6,2,15,7.50,1,33.3%,2.50,1,6
50,2000,2000-09-10,2,28.072,GNB,@,BUF,L 18-27,,5,2,24,12.00,0,40.0%,4.80,0,0
51,2000,2000-09-17,3,28.079,GNB,,PHI,W 6-3,,7,5,41,8.20,0,71.4%,5.86,0,0
52,2000,2000-09-24,4,28.086,GNB,@,ARI,W 29-3,*,4,2,22,11.00,0,50.0%,5.50,0,0
53,2000,2000-10-15,7,28.107,GNB,,SFO,W 31-28,,,,,,,0.0%,,,
54,2000,2000-10-29,8,28.121,GNB,@,MIA,L 20-28,,5,3,19,6.33,0,60.0%,3.80,0,0
55,2000,2000-11-06,9,28.129,GNB,,MIN,W 26-20,,3,,,,,0.0%,,,
56,2000,2000-11-12,10,28.135,GNB,@,TAM,L 15-20,,2,,,,,0.0%,,,
57,2000,2000-11-19,11,28.142,GNB,,IND,W 26-24,,1,1,1,1.00,1,100.0%,1.00,1,6
58,2000,2000-11-27,12,28.150,GNB,@,CAR,L 14-31,*,2,1,1,1.00,0,50.0%,0.50,0,0
59,2000,2000-12-03,13,28.156,GNB,@,CHI,W 28-6,,,,,,,0.0%,,,
60,2000,2000-12-10,14,28.163,GNB,,DET,W 26-13,*,3,2,13,6.50,0,66.7%,4.33,0,0
61,2000,2000-12-17,15,28.170,GNB,@,MIN,W 33-28,*,1,1,41,41.00,0,100.0%,41.00,0,0
62,2000,2000-12-24,16,28.177,GNB,,TAM,W 17-14,,1,,,,,0.0%,,,
63,2001,2001-12-03,11,29.156,GNB,@,JAX,W 28-21,,,,,,,0.0%,,,
64,2001,2001-12-23,14,29.176,GNB,,CLE,W 30-7,,4,3,14,4.67,0,75.0%,3.50,0,0
65,2001,2001-12-30,15,29.183,GNB,,MIN,W 24-13,*,1,,,,,0.0%,,,
66,2001,2002-01-06,16,29.190,GNB,@,NYG,W 34-25,*,,,,,,0.0%,,,
67,2002,2002-09-29,4,30.091,GNB,,CAR,W 17-14,*,0,,,,,0.0%,,,
68,2002,2002-10-07,5,30.099,GNB,@,CHI,W 34-21,,2,2,30,15.00,1,100.0%,15.00,1,6
69,2002,2002-11-17,10,30.140,GNB,@,MIN,L 21-31,,1,1,24,24.00,0,100.0%,24.00,0,0
70,2002,2002-11-24,11,30.147,GNB,@,TAM,L 7-21,,,,,,,0.0%,,,
71,2002,2002-12-01,12,30.154,GNB,,CHI,W 30-20,,1,,,,,0.0%,,,
72,2002,2002-12-08,13,30.161,GNB,,MIN,W 26-22,*,2,2,11,5.50,0,100.0%,5.50,0,0
73,2002,2002-12-15,14,30.168,GNB,@,SFO,W 20-14,,2,2,34,17.00,0,100.0%,17.00,0,0
74,2002,2002-12-22,15,30.175,GNB,,BUF,W 10-0,,2,1,1,1.00,0,50.0%,0.50,0,0
75,2002,2002-12-29,16,30.182,GNB,@,NYJ,L 17-42,,1,1,7,7.00,0,100.0%,7.00,0,0
