ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1997,1997-08-31,1,23.218,IND,@,MIA,L 10-16,
2,1997,1997-09-07,2,23.225,IND,,NWE,L 6-31,
3,1997,1997-09-14,3,23.232,IND,,SEA,L 3-31,
4,1997,1997-09-21,4,23.239,IND,@,BUF,L 35-37,
5,1997,1997-10-05,5,23.253,IND,,NYJ,L 12-16,
6,1997,1997-10-12,6,23.260,IND,@,PIT,L 22-24,
7,1997,1997-10-20,7,23.268,IND,,BUF,L 6-9,
8,1997,1997-10-26,8,23.274,IND,@,SDG,L 19-35,
9,1997,1997-11-02,9,23.281,IND,,TAM,L 28-31,
10,1997,1997-11-09,10,23.288,IND,,CIN,L 13-28,
11,1997,1997-11-16,11,23.295,IND,,GNB,W 41-38,
12,1997,1997-11-23,12,23.302,IND,@,DET,L 10-32,
13,1997,1997-11-30,13,23.309,IND,@,NWE,L 17-20,
14,1997,1997-12-07,14,23.316,IND,@,NYJ,W 22-14,
15,1997,1997-12-14,15,23.323,IND,,MIA,W 41-0,
16,1997,1997-12-21,16,23.330,IND,@,MIN,L 28-39,
17,1998,1998-09-06,1,24.224,IND,,MIA,L 15-24,
18,1998,1998-09-13,2,24.231,IND,@,NWE,L 6-29,
19,1998,1998-09-20,3,24.238,IND,@,NYJ,L 6-44,
20,1998,1998-09-27,4,24.245,IND,,NOR,L 13-19,
21,1998,1998-10-04,5,24.252,IND,,SDG,W 17-12,
22,1998,1998-10-11,6,24.259,IND,,BUF,L 24-31,
23,1998,1998-10-18,7,24.266,IND,@,SFO,L 31-34,
24,1998,1998-11-01,8,24.280,IND,,NWE,L 16-21,
25,1998,1998-11-08,9,24.287,IND,@,MIA,L 14-27,
26,1998,1998-11-15,10,24.294,IND,,NYJ,W 24-23,
27,1998,1998-11-22,11,24.301,IND,@,BUF,L 11-34,
28,1998,1998-12-06,13,24.315,IND,@,ATL,L 21-28,
29,1998,1998-12-13,14,24.322,IND,,CIN,W 39-26,
30,1999,1999-09-12,1,25.230,IND,,BUF,W 31-14,*
31,1999,1999-09-19,2,25.237,IND,@,NWE,L 28-31,*
32,1999,1999-09-26,3,25.244,IND,@,SDG,W 27-19,*
33,1999,1999-10-10,4,25.258,IND,,MIA,L 31-34,*
34,1999,1999-10-17,5,25.265,IND,@,NYJ,W 16-13,*
35,1999,1999-10-24,6,25.272,IND,,CIN,W 31-10,*
36,1999,1999-10-31,7,25.279,IND,,DAL,W 34-24,*
37,1999,1999-11-07,8,25.286,IND,,KAN,W 25-17,*
38,1999,1999-11-14,9,25.293,IND,@,NYG,W 27-19,*
39,1999,1999-11-21,10,25.300,IND,@,PHI,W 44-17,*
40,1999,1999-11-28,11,25.307,IND,,NYJ,W 13-6,*
41,1999,1999-12-05,12,25.314,IND,@,MIA,W 37-34,*
42,1999,1999-12-12,13,25.321,IND,,NWE,W 20-15,*
43,1999,1999-12-19,14,25.328,IND,,WAS,W 24-21,*
44,1999,1999-12-26,15,25.335,IND,@,CLE,W 29-28,*
45,1999,2000-01-02,16,25.342,IND,@,BUF,L 6-31,*
