ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,22.222,GNB,,PHI,L 3-20,,,,,,,
2,1991,1991-09-08,2,22.229,GNB,@,DET,L 14-23,,,,,,,
3,1991,1991-09-15,3,22.236,GNB,,TAM,W 15-13,,,,,,,
4,1991,1991-09-22,4,22.243,GNB,@,MIA,L 13-16,0,0,,0,1,22,0
5,1991,1991-09-29,5,22.250,GNB,@,RAM,L 21-23,,,,,,,
6,1991,1991-10-06,6,22.257,GNB,,DAL,L 17-20,,,,,,,
7,1991,1991-10-17,7,22.268,GNB,,CHI,L 0-10,,,,,,,
8,1991,1991-10-27,8,22.278,GNB,@,TAM,W 27-0,,,,,,,
9,1991,1991-11-03,9,22.285,GNB,@,NYJ,L 16-19,,,,,,,
10,1991,1991-11-10,10,22.292,GNB,,BUF,L 24-34,,,,,,,
11,1991,1991-11-17,11,22.299,GNB,,MIN,L 21-35,,,,,,,
12,1991,1991-11-24,12,22.306,GNB,,IND,W 14-10,,,,,,,
13,1991,1991-12-01,13,22.313,GNB,@,ATL,L 31-35,,,,,,,
14,1991,1991-12-08,14,22.320,GNB,@,CHI,L 13-27,0,0,,0,1,20,0
15,1991,1991-12-15,15,22.327,GNB,,DET,L 17-21,,,,,,,
16,1991,1991-12-21,16,22.333,GNB,@,MIN,W 27-7,,,,,,,
17,1992,1992-09-06,1,23.228,GNB,,MIN,L 20-23,1,0,0.00,0,1,43,0
18,1992,1992-09-13,2,23.235,GNB,@,TAM,L 3-31,0,0,,0,,,
19,1992,1992-09-20,3,23.242,GNB,,CIN,W 24-23,0,0,,0,,,
20,1992,1992-09-27,4,23.249,GNB,,PIT,W 17-3,0,0,,0,,,
21,1992,1992-10-04,5,23.256,GNB,@,ATL,L 10-24,0,0,,0,,,
22,1992,1992-10-18,6,23.270,GNB,@,CLE,L 6-17,0,0,,0,,,
23,1992,1992-10-25,7,23.277,GNB,,CHI,L 10-30,0,0,,0,,,
24,1992,1992-11-01,8,23.284,GNB,@,DET,W 27-13,0,0,,0,,,
25,1992,1992-11-08,9,23.291,GNB,@,NYG,L 7-27,0,0,,0,,,
26,1992,1992-11-15,10,23.298,GNB,,PHI,W 27-24,0,0,,0,,,
27,1992,1992-11-22,11,23.305,GNB,@,CHI,W 17-3,0,0,,0,,,
28,1992,1992-11-29,12,23.312,GNB,,TAM,W 19-14,0,0,,0,,,
29,1992,1992-12-06,13,23.319,GNB,,DET,W 38-10,0,0,,0,,,
30,1992,1992-12-13,14,23.326,GNB,@,HOU,W 16-14,0,0,,0,1,27,0
31,1992,1992-12-20,15,23.333,GNB,,RAM,W 28-13,0,0,,0,,,
32,1992,1992-12-27,16,23.340,GNB,@,MIN,L 7-27,0,0,,0,,,
33,1993,1993-09-05,1,24.226,ATL,@,DET,L 13-30,0,0,,0,,,
