ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-09-09,1,22.024,HOU,@,SDG,W 31-28,,,,,,,,,
2,2013,2013-09-15,2,22.030,HOU,,TEN,W 30-24,,,,,,,,,
3,2013,2013-09-22,3,22.037,HOU,@,BAL,L 9-30,,,,,,,,,
4,2013,2013-09-29,4,22.044,HOU,,SEA,L 20-23,,0,0,0.0,1,0,0,0,0
5,2013,2013-10-06,5,22.051,HOU,@,SFO,L 3-34,,0,0,0.0,1,0,0,0,0
6,2013,2013-10-13,6,22.058,HOU,,STL,L 13-38,,,,,,,,,
7,2014,2014-09-07,1,23.022,HOU,,WAS,W 17-6,,0,0,0.0,3,0,0,0,0
8,2014,2014-09-14,2,23.029,HOU,@,OAK,W 30-14,,0,0,0.0,7,1,0,0,0
9,2014,2014-09-21,3,23.036,HOU,@,NYG,L 17-30,*,0,0,0.0,1,2,0,0,0
10,2014,2014-10-09,6,23.054,HOU,,IND,L 28-33,,0,0,0.0,4,1,0,0,0
11,2014,2014-10-20,7,23.065,HOU,@,PIT,L 23-30,*,0,0,0.0,1,0,0,0,0
12,2014,2014-10-26,8,23.071,HOU,@,TEN,W 30-16,,0,0,0.0,2,1,0,0,0
13,2014,2014-11-02,9,23.078,HOU,,PHI,L 21-31,,0,6,0.0,6,1,1,51,1
14,2014,2014-11-16,10,23.092,HOU,@,CLE,W 23-7,*,0,0,0.0,9,1,0,0,0
15,2014,2014-11-23,11,23.099,HOU,,CIN,L 13-22,*,0,0,0.0,4,0,0,0,0
16,2014,2014-11-30,12,23.106,HOU,,TEN,W 45-21,,0,0,0.0,3,0,1,67,0
17,2014,2014-12-07,13,23.113,HOU,@,JAX,W 27-13,,0,0,0.0,3,0,0,0,0
18,2014,2014-12-14,14,23.120,HOU,@,IND,L 10-17,*,0,0,0.0,3,0,0,0,0
19,2014,2014-12-21,15,23.127,HOU,,BAL,W 25-13,,0,0,0.0,3,0,1,2,0
20,2014,2014-12-28,16,23.134,HOU,,JAX,W 23-17,*,0,0,0.0,3,0,0,0,0
21,2015,2015-09-13,1,24.028,HOU,,KAN,L 20-27,,0,0,0.0,1,0,0,0,0
22,2015,2015-09-20,2,24.035,HOU,@,CAR,L 17-24,,0,0,0.0,0,0,0,0,0
23,2015,2015-09-27,3,24.042,HOU,,TAM,W 19-9,,0,0,0.0,0,0,0,0,0
24,2015,2015-10-04,4,24.049,HOU,@,ATL,L 21-48,,0,0,0.0,1,0,0,0,0
25,2015,2015-10-08,5,24.053,HOU,,IND,L 20-27,*,0,0,0.0,1,0,0,0,0
26,2015,2015-10-18,6,24.063,HOU,@,JAX,W 31-20,,0,0,0.0,7,0,1,0,0
27,2015,2015-10-25,7,24.070,HOU,@,MIA,L 26-44,*,0,0,0.0,1,0,0,0,0
28,2015,2015-11-01,8,24.077,HOU,,TEN,W 20-6,,0,0,0.0,0,0,0,0,0
29,2015,2015-11-16,9,24.092,HOU,@,CIN,W 10-6,,0,0,0.0,0,0,0,0,0
30,2015,2015-11-22,10,24.098,HOU,,NYJ,W 24-17,,0,0,0.0,0,0,0,0,0
31,2015,2015-12-06,12,24.112,HOU,@,BUF,L 21-30,,0,0,0.0,0,0,0,0,0
32,2015,2015-12-13,13,24.119,HOU,,NWE,L 6-27,,0,0,0.0,0,0,0,0,0
33,2015,2015-12-20,14,24.126,HOU,@,IND,W 16-10,,0,0,0.0,0,0,1,9,0
34,2015,2015-12-27,15,24.133,HOU,@,TEN,W 34-6,,0,0,0.0,2,0,0,0,0
35,2015,2016-01-03,16,24.140,HOU,,JAX,W 30-6,,0,0,0.0,1,0,0,0,0
36,2016,2016-09-11,1,25.026,HOU,,CHI,W 23-14,,0,0,1.0,3,0,0,0,0
37,2016,2016-09-18,2,25.033,HOU,,KAN,W 19-12,,0,0,0.0,3,1,0,0,0
38,2016,2016-09-22,3,25.037,HOU,@,NWE,L 0-27,,0,0,0.0,0,1,0,0,0
39,2016,2016-10-02,4,25.047,HOU,,TEN,W 27-20,,0,0,0.0,1,1,0,0,0
40,2016,2016-10-09,5,25.054,HOU,@,MIN,L 13-31,*,0,0,0.0,2,0,0,0,0
41,2016,2016-10-16,6,25.061,HOU,,IND,W 26-23,*,0,0,0.0,3,1,0,0,0
42,2016,2016-10-24,7,25.069,HOU,@,DEN,L 9-27,*,0,0,0.0,9,2,0,0,0
