ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,21.174,SEA,@,CLE,W 9-6,,7,3,44,14.67,0,42.9%,6.29,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
2,2001,2001-09-23,2,21.188,SEA,,PHI,L 3-27,*,4,1,3,3.00,0,25.0%,0.75,2,8,4.00,0,0,0,,0,0,0,,0,0,0,0.0,,
3,2001,2001-09-30,3,21.195,SEA,@,OAK,L 14-38,*,13,5,78,15.60,0,38.5%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
4,2001,2001-10-07,4,21.202,SEA,,JAX,W 24-15,*,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
5,2001,2001-10-14,5,21.209,SEA,,DEN,W 34-21,*,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
6,2001,2001-10-28,6,21.223,SEA,,MIA,L 20-24,*,6,3,40,13.33,0,50.0%,6.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
7,2001,2001-11-04,7,21.230,SEA,@,WAS,L 14-27,*,3,,,,,0.0%,,,,,,,,,,,,,,,,,,
8,2001,2001-11-11,8,21.237,SEA,,OAK,W 34-27,*,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
9,2001,2001-11-18,9,21.244,SEA,@,BUF,W 23-20,*,3,2,15,7.50,1,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
10,2001,2001-11-25,10,21.251,SEA,@,KAN,L 7-19,*,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
11,2001,2001-12-02,11,21.258,SEA,,SDG,W 13-10,*,6,3,30,10.00,0,50.0%,5.00,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0.0,,
12,2001,2001-12-09,12,21.265,SEA,@,DEN,L 7-20,*,7,3,61,20.33,0,42.9%,8.71,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
13,2001,2001-12-16,13,21.272,SEA,,DAL,W 29-3,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
14,2001,2001-12-23,14,21.279,SEA,@,NYG,L 24-27,*,5,3,58,19.33,0,60.0%,11.60,1,2,2.00,0,0,0,,0,0,0,,0,0,0,0.0,,
15,2001,2001-12-30,15,21.286,SEA,@,SDG,W 25-22,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
16,2001,2002-01-06,16,21.293,SEA,,KAN,W 21-18,,4,2,61,30.50,0,50.0%,15.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
17,2002,2002-09-08,1,22.173,SEA,@,OAK,L 17-31,*,7,5,39,7.80,0,71.4%,5.57,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
18,2002,2002-09-15,2,22.180,SEA,,ARI,L 13-24,*,12,5,82,16.40,0,41.7%,6.83,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,,
19,2002,2002-09-22,3,22.187,SEA,@,NYG,L 6-9,*,5,1,7,7.00,0,20.0%,1.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
20,2002,2002-09-29,4,22.194,SEA,,MIN,W 48-23,*,9,5,35,7.00,0,55.6%,3.89,1,11,11.00,0,0,0,,0,0,0,,0,0,0,0.0,,
21,2002,2002-10-14,5,22.209,SEA,,SFO,L 21-28,*,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
22,2002,2002-10-20,6,22.215,SEA,@,STL,L 20-37,*,7,3,166,55.33,1,42.9%,23.71,1,-5,-5.00,0,0,0,,0,0,0,,0,1,6,0.0,,
23,2002,2002-10-27,7,22.222,SEA,@,DAL,W 17-14,*,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
24,2002,2002-11-03,8,22.229,SEA,,WAS,L 3-14,*,15,8,100,12.50,0,53.3%,6.67,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,0.0,,
25,2002,2002-11-10,9,22.236,SEA,@,ARI,W 27-6,*,9,7,96,13.71,0,77.8%,10.67,1,20,20.00,0,0,0,,0,0,0,,0,0,0,0.0,,
