ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1984,1984-09-02,1,22.032,BUF,,NWE,L 17-21,12,29,2.42,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1984,1984-09-09,2,22.039,BUF,@,STL,L 7-37,4,3,0.75,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,1984,1984-09-17,3,22.047,BUF,,MIA,L 17-21,0,0,,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1984,1984-09-23,4,22.053,BUF,,NYJ,L 26-28,11,45,4.09,0,1,10,10.00,0,0,0,,0,0,0,,,,,,1,15,15.00,0,0,0
5,1984,1984-09-30,5,22.060,BUF,@,IND,L 17-31,29,144,4.97,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1984,1984-10-07,6,22.067,BUF,,PHI,L 17-27,20,77,3.85,2,4,49,12.25,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
7,1984,1984-10-14,7,22.074,BUF,@,SEA,L 28-31,28,113,4.04,0,6,66,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1984,1984-10-21,8,22.081,BUF,,DEN,L 7-37,9,28,3.11,0,7,54,7.71,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1984,1984-10-28,9,22.088,BUF,@,MIA,L 7-38,10,62,6.20,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,1984,1984-11-04,10,22.095,BUF,,CLE,L 10-13,20,82,4.10,0,6,27,4.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1984,1984-11-11,11,22.102,BUF,@,NWE,L 10-38,15,63,4.20,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1984,1984-11-18,12,22.109,BUF,,DAL,W 14-3,27,206,7.63,1,2,12,6.00,1,0,0,,0,0,0,,,,,,0,0,,0,2,12
13,1984,1984-11-25,13,22.116,BUF,@,WAS,L 14-41,13,53,4.08,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1984,1984-12-02,14,22.123,BUF,,IND,W 21-15,30,83,2.77,1,2,11,5.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
15,1984,1984-12-08,15,22.129,BUF,@,NYJ,L 17-21,18,54,3.00,1,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
16,1984,1984-12-16,16,22.137,BUF,@,CIN,L 21-52,16,58,3.63,2,4,31,7.75,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
17,1985,1985-09-08,1,23.038,BUF,,SDG,L 9-14,23,79,3.43,0,13,80,6.15,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
18,1985,1985-09-15,2,23.045,BUF,@,NYJ,L 3-42,11,52,4.73,0,3,29,9.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
19,1985,1985-09-22,3,23.052,BUF,,NWE,L 14-17,12,55,4.58,0,6,35,5.83,1,0,0,,0,0,0,,0,,,,0,0,,0,1,6
20,1985,1985-09-29,4,23.059,BUF,,MIN,L 20-27,24,92,3.83,1,7,61,8.71,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
21,1985,1985-10-06,5,23.066,BUF,@,IND,L 17-49,17,62,3.65,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
22,1985,1985-10-13,6,23.073,BUF,@,NWE,L 3-14,23,72,3.13,0,6,28,4.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
23,1985,1985-10-20,7,23.080,BUF,,IND,W 21-9,22,80,3.64,2,2,46,23.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
24,1985,1985-10-27,8,23.087,BUF,@,PHI,L 17-21,12,45,3.75,0,6,71,11.83,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
25,1985,1985-11-03,9,23.094,BUF,,CIN,L 17-23,10,40,4.00,1,3,82,27.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6
26,1985,1985-11-10,10,23.101,BUF,,HOU,W 20-0,11,43,3.91,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
27,1985,1985-11-17,11,23.108,BUF,@,CLE,L 7-17,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
28,1985,1985-11-24,12,23.115,BUF,,MIA,L 14-23,16,52,3.25,0,2,9,4.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
29,1985,1985-12-01,13,23.122,BUF,@,SDG,L 7-40,7,22,3.14,0,1,11,11.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
30,1985,1985-12-08,14,23.129,BUF,,NYJ,L 7-27,6,16,2.67,1,4,48,12.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
31,1985,1985-12-15,15,23.136,BUF,@,PIT,L 24-30,19,123,6.47,1,2,12,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
32,1985,1985-12-22,16,23.143,BUF,@,MIA,L 0-28,9,50,5.56,0,3,64,21.33,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
33,1986,1986-09-07,1,24.037,BUF,,NYJ,L 24-28,17,44,2.59,0,3,38,12.67,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
34,1986,1986-09-14,2,24.044,BUF,@,CIN,L 33-36,13,94,7.23,1,2,6,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
35,1986,1986-09-21,3,24.051,BUF,,STL,W 17-10,20,79,3.95,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
36,1986,1986-10-05,5,24.065,BUF,@,NYJ,L 13-14,16,58,3.63,0,4,70,17.50,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
37,1986,1986-10-12,6,24.072,BUF,@,MIA,L 14-27,11,48,4.36,1,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
38,1986,1986-12-14,15,24.135,BUF,@,IND,L 14-24,13,54,4.15,1,2,22,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
39,1987,1987-09-13,1,25.043,BUF,,NYJ,L 28-31,10,39,3.90,0,4,37,9.25,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,1987,1987-09-20,2,25.050,BUF,,HOU,W 34-30,4,21,5.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,1987,1987-11-08,8,25.099,RAM,,NOR,L 14-31,7,28,4.00,0,5,59,11.80,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
42,1987,1987-11-15,9,25.106,RAM,@,STL,W 27-24,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
43,1988,1988-09-04,1,26.034,RAM,@,GNB,W 34-7,9,25,2.78,1,3,10,3.33,1,0,0,,0,0,0,,,,,,0,0,,0,2,12
44,1988,1988-09-11,2,26.041,RAM,,DET,W 17-10,27,139,5.15,1,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
45,1988,1988-09-18,3,26.048,RAM,@,RAI,W 22-17,21,109,5.19,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
46,1988,1988-09-25,4,26.055,RAM,@,NYG,W 45-31,31,112,3.61,1,2,11,5.50,1,0,0,,0,0,0,,,,,,0,0,,0,2,12
47,1988,1988-10-02,5,26.062,RAM,,PHO,L 27-41,18,82,4.56,3,4,24,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,3,18
48,1988,1988-10-09,6,26.069,RAM,@,ATL,W 33-0,21,155,7.38,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
49,1988,1988-10-16,7,26.076,RAM,,SFO,L 21-24,13,28,2.15,0,3,10,3.33,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
50,1988,1988-10-23,8,26.083,RAM,,SEA,W 31-10,13,44,3.38,1,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
51,1988,1988-10-30,9,26.090,RAM,@,NOR,W 12-10,16,52,3.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,1988,1988-11-06,10,26.097,RAM,@,PHI,L 24-30,10,20,2.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
53,1988,1988-11-13,11,26.104,RAM,,NOR,L 10-14,5,-1,-0.20,1,1,20,20.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
54,1988,1988-11-20,12,26.111,RAM,,SDG,L 24-38,14,83,5.93,1,2,10,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
55,1988,1988-11-27,13,26.118,RAM,@,DEN,L 24-35,22,112,5.09,1,3,16,5.33,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
56,1988,1988-12-05,14,26.126,RAM,,CHI,W 23-3,28,98,3.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
57,1988,1988-12-11,15,26.132,RAM,,ATL,W 22-7,19,66,3.47,1,2,7,3.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
58,1988,1988-12-18,16,26.139,RAM,@,SFO,W 38-16,21,88,4.19,1,2,17,8.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
59,1989,1989-09-10,1,27.040,RAM,@,ATL,W 31-21,26,128,4.92,2,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
60,1989,1989-09-17,2,27.047,RAM,,IND,W 31-17,22,68,3.09,1,5,13,2.60,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
61,1989,1989-09-24,3,27.054,RAM,,GNB,W 41-38,28,221,7.89,2,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
62,1989,1989-10-01,4,27.061,RAM,@,SFO,W 13-12,14,33,2.36,0,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,1989,1989-10-08,5,27.068,RAM,,ATL,W 26-14,10,62,6.20,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1989,1989-10-16,6,27.076,RAM,@,BUF,L 20-23,21,44,2.10,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1989,1989-10-22,7,27.082,RAM,,NOR,L 21-40,14,53,3.79,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
66,1989,1989-10-29,8,27.089,RAM,@,CHI,L 10-20,12,32,2.67,1,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
67,1989,1989-11-05,9,27.096,RAM,@,MIN,L 21-23,19,73,3.84,2,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
68,1989,1989-11-12,10,27.103,RAM,,NYG,W 31-10,14,42,3.00,2,5,42,8.40,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
69,1989,1989-11-19,11,27.110,RAM,,PHO,W 37-14,11,32,2.91,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,1989,1989-11-26,12,27.117,RAM,@,NOR,W 20-17,11,17,1.55,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,1989,1989-12-03,13,27.124,RAM,@,DAL,W 35-31,15,22,1.47,1,2,-5,-2.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
72,1989,1989-12-11,14,27.132,RAM,,SFO,L 27-30,14,48,3.43,1,2,11,5.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
73,1989,1989-12-17,15,27.138,RAM,,NYJ,W 38-14,15,52,3.47,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
74,1989,1989-12-24,16,27.145,RAM,@,NWE,W 24-20,26,210,8.08,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
75,1990,1990-09-09,1,28.039,RAI,,DEN,W 14-9,5,17,3.40,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0
76,1990,1990-09-16,2,28.046,RAI,@,SEA,W 17-13,10,40,4.00,1,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,1,6
77,1990,1990-09-23,3,28.053,RAI,,PIT,W 20-3,8,31,3.88,0,1,7,7.00,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0
78,1990,1990-09-30,4,28.060,RAI,,CHI,W 24-10,10,46,4.60,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0
79,1990,1990-10-07,5,28.067,RAI,@,BUF,L 24-38,10,19,1.90,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0
80,1990,1990-10-14,6,28.074,RAI,,SEA,W 24-17,4,11,2.75,0,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,0,0
