ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1969,1969-11-02,7,27.254,NYG,,PHI,L 20-23,0,0,,0,2,31,0
2,1969,1969-11-09,8,27.261,NYG,@,STL,L 17-42,2,31,15.50,0,0,0,0
3,1970,1970-09-19,1,28.210,NYG,,CHI,L 16-24,,,,,,,
4,1970,1970-09-27,2,28.218,NYG,@,DAL,L 10-28,,,,,,,
5,1970,1970-10-04,3,28.225,NYG,@,NOR,L 10-14,,,,,,,
6,1970,1970-10-11,4,28.232,NYG,,PHI,W 30-23,,,,,,,
7,1970,1970-10-18,5,28.239,NYG,@,BOS,W 16-0,,,,,,,
8,1970,1970-10-25,6,28.246,NYG,,STL,W 35-17,0,0,,0,1,33,0
9,1970,1970-11-01,7,28.253,NYG,@,NYJ,W 22-10,0,0,,0,1,0,0
10,1970,1970-11-08,8,28.260,NYG,,DAL,W 23-20,,,,,,,
11,1970,1970-11-15,9,28.267,NYG,,WAS,W 35-33,,,,,,,
12,1970,1970-11-23,10,28.275,NYG,@,PHI,L 20-23,,,,,,,
13,1970,1970-11-29,11,28.281,NYG,@,WAS,W 27-24,,,,,,,
14,1970,1970-12-06,12,28.288,NYG,,BUF,W 20-6,,,,,,,
15,1970,1970-12-13,13,28.295,NYG,@,STL,W 34-17,,,,,,,
16,1970,1970-12-20,14,28.302,NYG,,RAM,L 3-31,,,,,,,
17,1971,1971-11-28,11,29.280,STL,@,NYG,W 24-7,,,,,,,
18,1971,1971-12-05,12,29.287,STL,,GNB,T 16-16,,,,,,,
