ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1969,1969-09-14,1,25.228,NYJ,@,BUF,W 33-19,1,6,2,50,1
2,1969,1969-12-06,13,25.311,NYJ,@,HOU,W 34-26,0,0,1,13,0
3,1970,1970-09-21,1,26.235,NYJ,@,CLE,L 21-31,,,,,
4,1970,1970-09-27,2,26.241,NYJ,@,BOS,W 31-21,,,,,
5,1970,1970-10-04,3,26.248,NYJ,@,BUF,L 31-34,,,,,
6,1970,1970-10-10,4,26.254,NYJ,,MIA,L 6-20,,,,,
7,1970,1970-10-18,5,26.262,NYJ,,BAL,L 22-29,,,,,
8,1970,1970-10-25,6,26.269,NYJ,,BUF,L 6-10,,,,,
9,1970,1970-11-01,7,26.276,NYJ,,NYG,L 10-22,,,,,
10,1970,1970-11-08,8,26.283,NYJ,@,PIT,L 17-21,,,,,
11,1970,1970-11-15,9,26.290,NYJ,@,RAM,W 31-20,,,,,
12,1970,1970-11-22,10,26.297,NYJ,,BOS,W 17-3,,,,,
13,1970,1970-11-29,11,26.304,NYJ,,MIN,W 20-10,,,,,
14,1970,1970-12-06,12,26.311,NYJ,,OAK,L 13-14,,,,,
15,1970,1970-12-13,13,26.318,NYJ,@,MIA,L 10-16,,,,,
16,1970,1970-12-19,14,26.324,NYJ,@,BAL,L 20-35,,,,,
17,1971,1971-09-19,1,27.233,NYJ,@,BAL,L 0-22,,,,,
18,1971,1971-09-27,2,27.241,NYJ,@,STL,L 10-17,,,,,
19,1971,1971-10-03,3,27.247,NYJ,@,MIA,W 14-10,,,,,
20,1971,1971-10-10,4,27.254,NYJ,@,NWE,L 0-20,,,,,
21,1971,1971-10-17,5,27.261,NYJ,,BUF,W 28-17,,,,,
22,1971,1971-10-24,6,27.268,NYJ,,MIA,L 14-30,,,,,
23,1971,1971-10-31,7,27.275,NYJ,@,SDG,L 21-49,0,0,1,23,0
24,1971,1971-11-07,8,27.282,NYJ,,KAN,W 13-10,,,,,
25,1971,1971-11-14,9,27.289,NYJ,,BAL,L 13-14,,,,,
26,1971,1971-11-21,10,27.296,NYJ,@,BUF,W 20-7,,,,,
27,1971,1971-11-28,11,27.303,NYJ,,SFO,L 21-24,,,,,
28,1971,1971-12-04,12,27.309,NYJ,@,DAL,L 10-52,,,,,
29,1971,1971-12-12,13,27.317,NYJ,,NWE,W 13-6,,,,,
30,1971,1971-12-19,14,27.324,NYJ,,CIN,W 35-21,,,,,
31,1972,1972-09-17,1,28.232,NYJ,@,BUF,W 41-24,,,,,
32,1972,1972-09-24,2,28.239,NYJ,@,BAL,W 44-34,,,,,
33,1972,1972-10-01,3,28.246,NYJ,@,HOU,L 20-26,,,,,
34,1972,1972-10-08,4,28.253,NYJ,,MIA,L 17-27,,,,,
35,1972,1972-10-15,5,28.260,NYJ,@,NWE,W 41-13,0,0,1,4,0
36,1972,1972-10-22,6,28.267,NYJ,,BAL,W 24-20,,,,,
37,1972,1972-10-29,7,28.274,NYJ,,NWE,W 34-10,,,,,
38,1972,1972-11-05,8,28.281,NYJ,,WAS,L 17-35,,,,,
