ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,24.310,IND,@,HOU,L 24-34,,0,0,,0,7,155,22.14,0,0.0,0,0
2,2010,2010-09-19,2,24.317,IND,,NYG,W 38-14,,2,-2,-1.00,0,2,40,20.00,0,0.0,1,0
3,2010,2010-09-26,3,24.324,IND,@,DEN,W 27-13,,0,0,,0,1,16,16.00,0,0.0,0,0
4,2010,2010-10-03,4,24.331,IND,@,JAX,L 28-31,,0,0,,0,2,46,23.00,0,0.0,0,0
