ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1983,1983-09-04,1,22.170,SEA,@,KAN,L 13-17,12,93,7.75,0,6,72,12.00,1,1,6
2,1983,1983-09-11,2,22.177,SEA,@,NYJ,W 17-10,24,128,5.33,2,0,0,,0,2,12
3,1983,1983-09-18,3,22.184,SEA,,SDG,W 34-31,22,109,4.95,0,2,26,13.00,0,0,0
4,1983,1983-09-25,4,22.191,SEA,,WAS,L 17-27,15,34,2.27,0,5,37,7.40,0,0,0
5,1983,1983-10-02,5,22.198,SEA,@,CLE,W 24-9,24,94,3.92,2,5,28,5.60,0,2,12
6,1983,1983-10-09,6,22.205,SEA,@,SDG,L 21-28,19,73,3.84,2,6,49,8.17,0,2,12
7,1983,1983-10-16,7,22.212,SEA,,RAI,W 38-36,22,75,3.41,1,0,0,,0,1,6
8,1983,1983-10-23,8,22.219,SEA,,PIT,L 21-27,12,48,4.00,1,3,17,5.67,0,1,6
9,1983,1983-10-30,9,22.226,SEA,@,RAI,W 34-21,23,101,4.39,1,2,31,15.50,0,1,6
10,1983,1983-11-06,10,22.233,SEA,,DEN,W 27-19,25,134,5.36,0,1,7,7.00,0,0,0
11,1983,1983-11-13,11,22.240,SEA,@,STL,L 28-33,21,83,3.95,0,1,1,1.00,0,0,0
12,1983,1983-11-20,12,22.247,SEA,@,DEN,L 27-38,20,70,3.50,0,4,21,5.25,0,0,0
13,1983,1983-11-27,13,22.254,SEA,,KAN,W 51-48,32,207,6.47,3,0,0,,0,3,18
14,1983,1983-12-04,14,22.261,SEA,,DAL,L 10-35,12,22,1.83,1,1,7,7.00,0,1,6
15,1983,1983-12-11,15,22.268,SEA,@,NYG,W 17-12,26,62,2.38,0,6,29,4.83,0,0,0
16,1983,1983-12-18,16,22.275,SEA,,NWE,W 24-6,26,116,4.46,0,0,0,,0,0,0
17,1984,1984-09-03,1,23.169,SEA,,CLE,W 33-0,10,40,4.00,0,1,19,19.00,0,0,0
18,1985,1985-09-08,1,24.174,SEA,@,CIN,W 28-24,17,66,3.88,1,2,20,10.00,0,1,6
19,1985,1985-09-15,2,24.181,SEA,@,SDG,W 49-35,28,169,6.04,2,5,34,6.80,0,2,12
20,1985,1985-09-23,3,24.189,SEA,,RAM,L 24-35,13,32,2.46,0,3,7,2.33,0,0,0
21,1985,1985-09-29,4,24.195,SEA,@,KAN,L 7-28,15,56,3.73,0,5,7,1.40,0,0,0
22,1985,1985-10-06,5,24.202,SEA,,SDG,W 26-21,28,94,3.36,2,5,50,10.00,0,2,12
23,1985,1985-10-13,6,24.209,SEA,,ATL,W 30-26,12,66,5.50,0,4,18,4.50,0,0,0
24,1985,1985-10-20,7,24.216,SEA,@,DEN,L 10-13,27,136,5.04,0,3,17,5.67,0,0,0
25,1985,1985-10-27,8,24.223,SEA,@,NYJ,L 14-17,3,13,4.33,0,0,0,,0,0,0
26,1985,1985-11-03,9,24.230,SEA,,RAI,W 33-3,20,43,2.15,0,2,32,16.00,1,1,6
27,1985,1985-11-10,10,24.237,SEA,@,NOR,W 27-3,23,47,2.04,1,2,26,13.00,0,1,6
28,1985,1985-11-17,11,24.244,SEA,,NWE,L 13-20,24,105,4.38,0,4,35,8.75,0,0,0
29,1985,1985-11-25,12,24.252,SEA,@,SFO,L 6-19,19,48,2.53,0,3,23,7.67,0,0,0
30,1985,1985-12-01,13,24.258,SEA,,KAN,W 24-6,19,66,3.47,1,0,0,,0,1,6
31,1985,1985-12-08,14,24.265,SEA,,CLE,W 31-13,12,24,2.00,0,4,34,8.50,0,0,0
32,1985,1985-12-15,15,24.272,SEA,@,RAI,L 3-13,13,37,2.85,0,1,-3,-3.00,0,0,0
33,1985,1985-12-20,16,24.277,SEA,,DEN,L 24-27,18,92,5.11,1,4,7,1.75,0,1,6
34,1986,1986-09-07,1,25.173,SEA,,PIT,W 30-0,21,114,5.43,0,1,5,5.00,0,0,0
35,1986,1986-09-14,2,25.180,SEA,,KAN,W 23-17,25,80,3.20,1,2,34,17.00,0,1,6
36,1986,1986-09-21,3,25.187,SEA,@,NWE,W 38-31,18,73,4.06,2,0,0,,0,2,12
37,1986,1986-09-28,4,25.194,SEA,@,WAS,L 14-19,16,106,6.63,1,2,14,7.00,0,1,6
38,1986,1986-10-06,5,25.202,SEA,,SDG,W 33-7,28,142,5.07,0,3,34,11.33,0,0,0
39,1986,1986-10-12,6,25.208,SEA,@,RAI,L 10-14,19,74,3.89,1,3,34,11.33,0,1,6
40,1986,1986-10-19,7,25.215,SEA,,NYG,W 17-12,19,56,2.95,1,4,31,7.75,0,1,6
41,1986,1986-10-26,8,25.222,SEA,@,DEN,L 13-20,21,139,6.62,0,2,19,9.50,0,0,0
42,1986,1986-11-02,9,25.229,SEA,,NYJ,L 7-38,9,31,3.44,0,5,25,5.00,0,0,0
43,1986,1986-11-09,10,25.236,SEA,@,KAN,L 7-27,11,16,1.45,0,6,44,7.33,0,0,0
44,1986,1986-11-16,11,25.243,SEA,@,CIN,L 7-34,22,94,4.27,1,3,9,3.00,0,1,6
45,1986,1986-11-23,12,25.250,SEA,,PHI,W 24-20,13,33,2.54,0,3,45,15.00,0,0,0
46,1986,1986-11-27,13,25.254,SEA,@,DAL,W 31-14,22,122,5.55,1,3,9,3.00,0,1,6
47,1986,1986-12-08,14,25.265,SEA,,RAI,W 37-0,23,116,5.04,2,0,0,,0,2,12
48,1986,1986-12-14,15,25.271,SEA,@,SDG,W 34-24,28,93,3.32,0,1,10,10.00,0,0,0
49,1986,1986-12-20,16,25.277,SEA,,DEN,W 41-16,24,192,8.00,3,3,29,9.67,0,3,18
50,1987,1987-09-13,1,26.179,SEA,@,DEN,L 17-40,11,83,7.55,0,2,29,14.50,1,1,6
51,1987,1987-09-20,2,26.186,SEA,,KAN,W 43-14,18,53,2.94,0,1,4,4.00,0,0,0
52,1987,1987-10-25,6,26.221,SEA,@,RAI,W 35-13,29,112,3.86,2,2,33,16.50,0,2,12
53,1987,1987-11-01,7,26.228,SEA,,MIN,W 28-17,23,94,4.09,0,2,38,19.00,1,1,6
54,1987,1987-11-09,8,26.236,SEA,@,NYJ,L 14-30,18,70,3.89,1,2,8,4.00,0,1,6
55,1987,1987-11-15,9,26.242,SEA,,GNB,W 24-13,25,123,4.92,1,0,0,,0,1,6
56,1987,1987-11-22,10,26.249,SEA,,SDG,W 34-3,23,119,5.17,1,3,25,8.33,0,1,6
57,1987,1987-11-30,11,26.257,SEA,,RAI,L 14-37,11,26,2.36,0,1,7,7.00,0,0,0
58,1987,1987-12-06,12,26.263,SEA,@,PIT,L 9-13,22,69,3.14,0,0,0,,0,0,0
59,1987,1987-12-13,13,26.270,SEA,,DEN,W 28-21,22,76,3.45,1,4,23,5.75,0,1,6
60,1987,1987-12-20,14,26.277,SEA,@,CHI,W 34-21,17,75,4.41,2,0,0,,0,2,12
61,1987,1987-12-27,15,26.284,SEA,@,KAN,L 20-41,15,85,5.67,0,0,0,,0,0,0
62,1988,1988-09-04,1,27.170,SEA,@,DEN,W 21-14,22,72,3.27,1,1,14,14.00,1,2,12
63,1988,1988-09-11,2,27.177,SEA,,KAN,W 31-10,20,72,3.60,2,0,0,,0,2,12
64,1988,1988-09-18,3,27.184,SEA,@,SDG,L 6-17,18,60,3.33,0,2,12,6.00,0,0,0
65,1988,1988-09-25,4,27.191,SEA,,SFO,L 7-38,9,29,3.22,0,2,14,7.00,0,0,0
66,1988,1988-10-02,5,27.198,SEA,@,ATL,W 31-20,22,110,5.00,1,2,19,9.50,0,1,6
67,1988,1988-10-09,6,27.205,SEA,@,CLE,W 16-10,24,96,4.00,1,2,29,14.50,0,1,6
68,1988,1988-10-16,7,27.212,SEA,,NOR,L 19-20,11,26,2.36,0,2,19,9.50,0,0,0
69,1988,1988-10-23,8,27.219,SEA,@,RAM,L 10-31,16,81,5.06,0,4,17,4.25,0,0,0
70,1988,1988-10-30,9,27.226,SEA,,SDG,W 17-14,14,52,3.71,0,0,0,,0,0,0
71,1988,1988-11-06,10,27.233,SEA,,BUF,L 3-13,11,33,3.00,0,0,0,,0,0,0
72,1988,1988-11-13,11,27.240,SEA,,HOU,W 27-24,18,72,4.00,1,1,4,4.00,0,1,6
73,1988,1988-11-20,12,27.247,SEA,@,KAN,L 24-27,14,35,2.50,0,0,0,,0,0,0
74,1988,1988-11-28,13,27.255,SEA,,RAI,W 35-27,27,130,4.81,0,1,7,7.00,1,1,6
75,1988,1988-12-04,14,27.261,SEA,@,NWE,L 7-13,7,10,1.43,0,1,-10,-10.00,0,0,0
