ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1964,1964-11-01,8,24.160,CLE,@,PIT,W 30-17,2,32,16.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
2,1964,1964-12-12,14,24.201,CLE,@,NYG,W 52-20,2,37,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1965,1965-10-17,5,25.145,CLE,,DAL,W 23-17,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1965,1965-10-24,6,25.152,CLE,@,NYG,W 38-14,1,31,31.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
5,1965,1965-11-14,9,25.173,CLE,,NYG,W 34-21,1,32,32.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1966,1966-10-30,7,26.158,CLE,@,ATL,W 49-17,1,44,44.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
7,1966,1966-12-17,14,26.206,CLE,@,STL,W 38-10,1,50,50.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
8,1967,1967-12-17,14,27.206,CLE,@,PHI,L 24-28,3,33,11.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
9,1968,1968-09-15,1,28.113,SFO,@,BAL,L 10-27,4,61,15.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1968,1968-09-22,2,28.120,SFO,,STL,W 35-17,6,74,12.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
11,1968,1968-09-29,3,28.127,SFO,,ATL,W 28-13,5,69,13.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
12,1968,1968-10-06,4,28.134,SFO,@,RAM,L 10-24,7,113,16.14,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
13,1968,1968-10-13,5,28.141,SFO,,BAL,L 14-42,7,72,10.29,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1968,1968-10-20,6,28.148,SFO,@,NYG,W 26-10,5,52,10.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1968,1968-10-27,7,28.155,SFO,@,DET,W 14-7,9,143,15.89,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
16,1968,1968-11-03,8,28.162,SFO,,CLE,L 21-33,5,92,18.40,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
17,1968,1968-11-10,9,28.169,SFO,@,CHI,L 19-27,3,91,30.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
18,1968,1968-11-17,10,28.176,SFO,,RAM,T 20-20,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1968,1968-11-24,11,28.183,SFO,@,PIT,W 45-28,4,69,17.25,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0
20,1968,1968-12-01,12,28.190,SFO,,GNB,W 27-20,9,88,9.78,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
21,1968,1968-12-08,13,28.197,SFO,,MIN,L 20-30,3,32,10.67,0,0,0,,0,1,1,100.00,43,1,0,158.3,0,0,43.00,63.00,0,0
22,1968,1968-12-15,14,28.204,SFO,@,ATL,W 14-12,2,19,9.50,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0
