ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
15,2005,2006-01-01,16,23.048,CHI,@,MIN,L 10-34,*,6,14,42.86,59,0,0,55.4,3,24,4.21,4.21,1,0,0.00,0,0,0,0.0,,
16,2007,2007-12-17,14,25.033,CHI,@,MIN,L 13-20,*,22,38,57.89,184,0,1,59.5,1,7,4.84,3.66,3,1,0.33,0,0,0,0.0,,
17,2007,2007-12-23,15,25.039,CHI,,GNB,W 35-7,*,9,15,60.00,104,1,0,103.2,0,0,6.93,8.27,0,0,,0,0,0,0.0,,
18,2007,2007-12-30,16,25.046,CHI,,NOR,W 33-25,*,12,27,44.44,190,2,1,77.7,1,5,7.04,6.85,2,-2,-1.00,0,0,0,0.0,,
19,2008,2008-09-07,1,25.298,CHI,@,IND,W 29-13,*,13,21,61.90,150,0,0,83.4,2,14,7.14,7.14,1,10,10.00,0,0,0,0.0,0,0
20,2008,2008-09-14,2,25.305,CHI,@,CAR,L 17-20,*,19,32,59.38,149,0,0,71.0,1,8,4.66,4.66,1,-1,-1.00,0,0,0,0.0,0,0
21,2008,2008-09-21,3,25.312,CHI,,TAM,L 24-27,*,22,34,64.71,268,2,2,83.9,3,21,7.88,6.41,6,21,3.50,0,0,0,0.0,0,0
22,2008,2008-09-28,4,25.319,CHI,,PHI,W 24-20,*,18,34,52.94,199,3,2,75.5,4,21,5.85,4.97,1,0,0.00,0,0,0,0.0,1,0
23,2008,2008-10-05,5,25.326,CHI,@,DET,W 34-7,*,24,34,70.59,334,2,0,121.4,1,6,9.82,11.00,1,10,10.00,0,0,0,0.0,0,0
24,2008,2008-10-12,6,25.333,CHI,@,ATL,L 20-22,*,26,43,60.47,286,1,0,87.9,1,4,6.65,7.12,0,0,,0,0,0,0.0,0,0
25,2008,2008-10-19,7,25.340,CHI,,MIN,W 48-41,*,21,32,65.63,283,2,0,114.5,2,9,8.84,10.09,1,-2,-2.00,0,0,0,0.0,1,0
26,2008,2008-11-02,8,25.354,CHI,,DET,W 27-23,*,8,14,57.14,108,0,0,81.8,1,0,7.71,7.71,2,7,3.50,1,1,6,0.0,0,0
27,2008,2008-11-16,10,26.002,CHI,@,GNB,L 3-37,*,13,26,50.00,133,0,0,65.1,1,8,5.12,5.12,1,0,0.00,0,0,0,0.0,0,0
28,2008,2008-11-23,11,26.009,CHI,@,STL,W 27-3,*,17,28,60.71,132,1,0,84.2,1,6,4.71,5.43,1,-1,-1.00,0,0,0,0.0,0,0
29,2008,2008-11-30,12,26.016,CHI,@,MIN,L 14-34,*,11,29,37.93,153,2,3,39.1,3,28,5.28,2.00,0,0,,0,0,0,0.0,0,0
30,2008,2008-12-07,13,26.023,CHI,,JAX,W 23-10,*,20,34,58.82,219,2,1,85.3,1,9,6.44,6.29,2,-2,-1.00,0,0,0,0.0,0,0
31,2008,2008-12-11,14,26.027,CHI,,NOR,W 27-24,*,24,40,60.00,172,0,2,49.2,1,1,4.30,2.05,4,6,1.50,1,1,6,0.0,0,0
32,2008,2008-12-22,15,26.038,CHI,,GNB,W 20-17,*,14,27,51.85,142,1,2,48.7,3,6,5.26,2.67,1,-1,-1.00,0,0,0,0.0,1,0
33,2008,2008-12-28,16,26.044,CHI,@,HOU,L 24-31,*,22,37,59.46,244,2,0,97.1,2,19,6.59,7.68,2,2,1.00,1,1,6,0.0,0,0
34,2009,2009-09-13,1,26.303,DEN,@,CIN,W 12-7,*,17,28,60.71,243,1,0,100.7,3,16,8.68,9.39,1,3,3.00,0,0,0,0.0,0,0
35,2009,2009-09-20,2,26.310,DEN,,CLE,W 27-6,*,19,37,51.35,263,1,0,83.5,0,0,7.11,7.65,2,0,0.00,0,0,0,0.0,0,0
36,2009,2009-09-27,3,26.317,DEN,@,OAK,W 23-3,*,13,23,56.52,157,1,0,92.1,0,0,6.83,7.70,1,-1,-1.00,0,0,0,0.0,0,0
37,2009,2009-10-04,4,26.324,DEN,,DAL,W 17-10,*,20,29,68.97,243,2,0,117.5,3,22,8.38,9.76,3,0,0.00,0,0,0,0.0,0,0
38,2009,2009-10-11,5,26.331,DEN,,NWE,W 20-17,*,35,48,72.92,330,2,1,96.7,2,9,6.88,6.77,0,0,,0,0,0,0.0,0,0
39,2009,2009-10-19,6,26.339,DEN,@,SDG,W 34-23,*,20,29,68.97,229,2,0,115.4,1,2,7.90,9.28,5,11,2.20,0,0,0,0.0,0,0
40,2009,2009-11-01,7,26.352,DEN,@,BAL,L 7-30,*,23,37,62.16,152,0,0,71.0,2,18,4.11,4.11,1,11,11.00,0,0,0,0.0,0,0
41,2009,2009-11-09,8,26.360,DEN,,PIT,L 10-28,*,23,38,60.53,221,0,3,43.9,2,6,5.82,2.26,0,0,,0,0,0,0.0,0,0
42,2009,2009-11-15,9,27.001,DEN,@,WAS,L 17-27,*,11,18,61.11,193,2,0,134.7,0,0,10.72,12.94,1,3,3.00,0,0,0,0.0,0,0
43,2009,2009-11-22,10,27.008,DEN,,SDG,L 3-32,,15,29,51.72,171,0,1,55.4,1,7,5.90,4.34,0,0,,0,0,0,0.0,0,0
44,2009,2009-11-26,11,27.012,DEN,,NYG,W 26-6,*,18,28,64.29,245,1,1,89.1,1,10,8.75,7.86,1,-1,-1.00,0,0,0,0.0,0,0
45,2009,2009-12-06,12,27.022,DEN,@,KAN,W 44-13,*,15,25,60.00,180,2,1,92.1,3,12,7.20,7.00,0,0,,0,0,0,0.0,0,0
46,2009,2009-12-13,13,27.029,DEN,@,IND,L 16-28,*,29,41,70.73,277,2,1,95.3,3,15,6.76,6.63,2,11,5.50,0,0,0,0.0,0,0
47,2009,2009-12-20,14,27.036,DEN,,OAK,L 19-20,*,19,34,55.88,278,1,0,92.5,3,21,8.18,8.76,4,11,2.75,0,0,0,0.0,0,0
48,2009,2009-12-27,15,27.043,DEN,@,PHI,L 27-30,*,27,41,65.85,189,3,1,90.4,3,18,4.61,4.98,1,7,7.00,0,0,0,0.0,1,0
49,2009,2010-01-03,16,27.050,DEN,,KAN,L 24-44,*,32,56,57.14,431,1,3,65.4,2,3,7.70,5.64,2,16,8.00,0,0,0,0.0,0,0
50,2010,2010-09-12,1,27.302,DEN,@,JAX,L 17-24,*,21,33,63.64,295,1,1,89.8,3,21,8.94,8.18,2,12,6.00,0,0,0,0.0,0,0
51,2010,2010-09-19,2,27.309,DEN,,SEA,W 31-14,*,25,35,71.43,307,2,0,117.2,1,3,8.77,9.91,3,-5,-1.67,0,0,0,0.0,0,0
52,2010,2010-09-26,3,27.316,DEN,,IND,L 13-27,*,37,57,64.91,476,1,1,89.5,1,4,8.35,7.91,2,11,5.50,0,0,0,0.0,0,0
53,2010,2010-10-03,4,27.323,DEN,@,TEN,W 26-20,*,35,50,70.00,341,2,1,93.8,6,33,6.82,6.72,3,11,3.67,0,0,0,0.0,0,0
54,2010,2010-10-10,5,27.330,DEN,@,BAL,L 17-31,*,23,38,60.53,314,2,0,104.5,1,7,8.26,9.32,0,0,,0,0,0,0.0,0,0
55,2010,2010-10-17,6,27.337,DEN,,NYJ,L 20-24,*,14,34,41.18,209,1,0,71.8,1,8,6.15,6.74,3,22,7.33,0,0,0,0.0,1,0
56,2010,2010-10-24,7,27.344,DEN,,OAK,L 14-59,*,12,29,41.38,198,2,1,73.6,4,33,6.83,6.66,2,21,10.50,0,0,0,0.0,0,0
57,2010,2010-10-31,8,27.351,DEN,@,SFO,L 16-24,*,28,40,70.00,370,1,1,96.9,4,31,9.25,8.63,3,18,6.00,0,0,0,0.0,0,0
58,2010,2010-11-14,9,28.000,DEN,,KAN,W 49-29,*,22,34,64.71,296,4,0,131.5,0,0,8.71,11.06,1,-1,-1.00,0,0,0,0.0,0,0
59,2010,2010-11-22,10,28.008,DEN,@,SDG,L 14-35,*,24,38,63.16,217,1,1,76.3,5,45,5.71,5.05,1,4,4.00,0,0,0,0.0,0,0
60,2010,2010-11-28,11,28.014,DEN,,STL,L 33-36,*,24,41,58.54,347,3,0,110.5,3,17,8.46,9.93,0,0,,0,0,0,0.0,0,0
61,2010,2010-12-05,12,28.021,DEN,@,KAN,L 6-10,*,9,28,32.14,117,0,0,46.3,4,31,4.18,4.18,0,0,,0,0,0,0.0,0,0
62,2010,2010-12-12,13,28.028,DEN,@,ARI,L 13-43,*,19,41,46.34,166,0,3,27.1,1,10,4.05,0.76,2,5,2.50,0,0,0,0.0,0,0
63,2011,2011-09-12,1,28.302,DEN,,OAK,L 20-23,*,24,46,52.17,304,1,1,71.3,5,32,6.61,6.07,1,13,13.00,0,0,0,0.0,1,0
64,2011,2011-09-18,2,28.308,DEN,,CIN,W 24-22,*,15,25,60.00,195,2,0,111.2,2,8,7.80,9.40,1,-2,-2.00,0,0,0,0.0,0,0
65,2011,2011-09-25,3,28.315,DEN,@,TEN,L 14-17,*,24,39,61.54,173,2,2,67.6,1,1,4.44,3.15,0,0,,0,0,0,0.0,0,0
66,2011,2011-10-02,4,28.322,DEN,@,GNB,L 23-49,*,22,32,68.75,273,3,3,87.1,1,8,8.53,6.19,2,7,3.50,0,0,0,0.0,0,0
67,2011,2011-10-09,5,28.329,DEN,,SDG,L 24-29,*,6,13,46.15,34,0,1,21.0,0,0,2.62,-0.85,1,-1,-1.00,0,0,0,0.0,0,0
68,2011,2011-12-04,12,29.020,KAN,@,CHI,W 10-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,0,0
69,2011,2011-12-18,14,29.034,KAN,,GNB,W 19-14,*,23,31,74.19,299,0,0,104.1,0,0,9.65,9.65,4,-5,-1.25,0,0,0,0.0,0,0
70,2011,2011-12-24,15,29.040,KAN,,OAK,L 13-16,*,21,36,58.33,300,1,2,71.5,0,0,8.33,6.39,1,2,2.00,0,0,0,0.0,0,0
71,2011,2012-01-01,16,29.048,KAN,@,DEN,W 7-3,*,15,29,51.72,180,0,0,71.0,1,5,6.21,6.21,1,-1,-1.00,0,0,0,0.0,0,0
72,2012,2012-10-01,4,29.322,DAL,,CHI,L 18-34,,9,10,90.00,89,1,0,137.1,0,0,8.90,10.90,0,0,,0,0,0,0.0,0,0
73,2013,2013-09-08,1,30.298,DAL,,NYG,W 36-31,,,,,,,,,,,,,,,,,,,,,
74,2013,2013-12-09,13,31.025,DAL,@,CHI,L 28-45,,3,5,60.00,40,0,0,85.4,0,0,8.00,8.00,0,0,,0,0,0,0.0,0,0
75,2013,2013-12-29,16,31.045,DAL,,PHI,L 22-24,*,30,46,65.22,358,2,2,85.2,0,0,7.78,6.70,1,8,8.00,0,0,0,0.0,0,0
76,2014,2014-10-05,5,31.325,BUF,@,DET,W 17-14,*,30,43,69.77,308,1,1,88.1,2,14,7.16,6.58,1,0,0.00,0,0,0,0.0,0,0
77,2014,2014-10-12,6,31.332,BUF,,NWE,L 22-37,*,24,38,63.16,299,2,1,94.1,5,31,7.87,7.74,0,0,,0,0,0,0.0,0,0
78,2014,2014-10-19,7,31.339,BUF,,MIN,W 17-16,*,31,43,72.09,283,2,1,95.4,6,28,6.58,6.47,1,-1,-1.00,0,0,0,0.0,0,0
79,2014,2014-10-26,8,31.346,BUF,@,NYJ,W 43-23,*,10,17,58.82,238,4,0,142.8,4,25,14.00,18.71,2,6,3.00,0,0,0,0.0,0,0
80,2014,2014-11-09,9,31.360,BUF,,KAN,L 13-17,*,29,48,60.42,259,1,0,81.9,1,6,5.40,5.81,2,3,1.50,0,0,0,0.0,0,0
81,2014,2014-11-13,10,31.364,BUF,@,MIA,L 9-22,*,22,39,56.41,193,0,0,69.7,2,10,4.95,4.95,2,2,1.00,0,0,0,0.0,0,0
82,2014,2014-11-24,11,32.010,BUF,,NYJ,W 38-3,*,24,32,75.00,230,2,0,115.4,1,10,7.19,8.44,1,10,10.00,0,0,0,0.0,0,0
83,2014,2014-11-30,12,32.016,BUF,,CLE,W 26-10,*,17,31,54.84,190,1,2,57.2,1,9,6.13,3.87,0,0,,0,0,0,0.0,0,0
84,2014,2014-12-07,13,32.023,BUF,@,DEN,L 17-24,*,38,57,66.67,355,1,2,74.8,4,14,6.23,5.00,1,1,1.00,1,1,6,0.0,0,0
85,2014,2014-12-14,14,32.030,BUF,,GNB,W 21-13,*,14,27,51.85,158,0,1,54.2,3,18,5.85,4.19,3,-4,-1.33,0,0,0,0.0,0,0
86,2014,2014-12-21,15,32.037,BUF,@,OAK,L 24-26,*,32,49,65.31,329,3,2,87.9,2,21,6.71,6.10,0,0,,0,0,0,0.0,0,0
87,2014,2014-12-28,16,32.044,BUF,@,NWE,W 17-9,*,16,23,69.57,176,1,0,106.4,2,12,7.65,8.52,2,-3,-1.50,0,0,0,0.0,0,0
