ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-10-30,7,23.040,DTX,@,DEN,W 17-14,0,0,1,0,0
2,1960,1960-12-04,12,23.075,DTX,,HOU,W 24-0,0,0,1,14,0
3,1960,1960-12-11,13,23.082,DTX,,BOS,W 34-0,1,6,2,71,1
4,1961,1961-10-01,3,24.011,DTX,,HOU,W 26-21,0,0,1,0,0
5,1961,1961-10-08,4,24.018,DTX,@,DEN,W 19-12,0,0,1,0,0
6,1961,1961-11-03,8,24.044,DTX,@,BOS,L 21-28,0,0,1,31,0
7,1961,1961-11-26,11,24.067,DTX,,OAK,W 43-11,0,0,1,0,0
8,1962,1962-10-21,6,25.031,DTX,,NYT,W 20-17,0,0,1,1,0
9,1962,1962-10-28,7,25.038,DTX,@,HOU,W 31-7,0,0,1,18,0
10,1962,1962-11-11,9,25.052,DTX,@,NYT,W 52-31,0,0,1,33,0
11,1962,1962-12-09,13,25.080,DTX,,DEN,W 17-10,0,0,1,29,0
12,1963,1963-09-22,2,26.002,KAN,@,BUF,T 27-27,0,0,1,0,0
13,1963,1963-10-06,4,26.016,KAN,,HOU,W 28-7,0,0,1,23,0
14,1963,1963-12-14,13,26.085,KAN,,BOS,W 35-3,0,0,1,0,0
15,1964,1964-09-13,1,26.359,KAN,@,BUF,L 17-34,0,0,1,12,0
16,1964,1964-09-27,2,27.007,KAN,@,OAK,W 21-9,0,0,1,3,0
17,1964,1964-10-04,3,27.014,KAN,,HOU,W 28-7,0,0,1,0,0
18,1964,1964-10-18,5,27.028,KAN,,BUF,L 22-35,0,0,1,10,0
19,1964,1964-12-13,13,27.084,KAN,@,SDG,W 49-6,0,0,1,2,0
