ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,24.041,RAM,,CHI,L 20-24,3,18,6.00,0,1,39,39.00,0
2,1950,1950-09-22,2,24.046,RAM,,NYY,W 45-28,5,43,8.60,0,1,5,5.00,0
3,1950,1950-10-01,3,24.055,RAM,@,SFO,W 35-14,1,7,7.00,0,0,0,,0
4,1950,1950-10-07,4,24.061,RAM,@,PHI,L 20-56,1,5,5.00,0,2,35,17.50,0
5,1950,1950-10-15,5,24.069,RAM,@,DET,W 30-28,3,12,4.00,1,0,0,,0
6,1950,1950-10-22,6,24.076,RAM,,BAL,W 70-27,2,34,17.00,0,0,0,,0
7,1950,1950-10-29,7,24.083,RAM,,DET,W 65-24,4,-2,-0.50,0,2,34,17.00,0
8,1950,1950-11-05,8,24.090,RAM,,SFO,W 28-21,15,70,4.67,1,0,0,,0
9,1950,1950-11-12,9,24.097,RAM,@,GNB,W 45-14,7,17,2.43,0,0,0,,0
10,1950,1950-11-19,10,24.104,RAM,@,NYY,W 43-35,4,-4,-1.00,0,0,0,,0
11,1950,1950-11-26,11,24.111,RAM,@,CHI,L 14-24,3,4,1.33,0,0,0,,0
12,1950,1950-12-03,12,24.118,RAM,,GNB,W 51-14,2,27,13.50,0,1,9,9.00,0
13,1952,1952-11-09,7,26.094,RAM,@,DTX,W 27-6,1,-5,-5.00,0,0,0,,0
14,1952,1952-11-16,8,26.101,RAM,@,CHI,W 40-24,1,4,4.00,0,0,0,,0
15,1952,1952-11-23,9,26.108,RAM,,SFO,W 35-9,1,0,0.00,0,0,0,,0
16,1952,1952-12-07,11,26.122,RAM,,GNB,W 45-27,0,0,,0,1,25,25.00,1
17,1952,1952-12-14,12,26.129,RAM,,PIT,W 28-14,0,0,,0,1,18,18.00,0
18,1953,1953-10-02,2,27.056,WAS,@,PHI,T 21-21,2,-6,-3.00,0,1,4,4.00,0
19,1953,1953-10-11,3,27.065,WAS,,NYG,W 13-9,0,0,,0,1,10,10.00,0
20,1953,1953-10-18,4,27.072,WAS,,CLE,L 14-30,3,22,7.33,0,0,0,,0
21,1953,1953-10-25,5,27.079,WAS,@,BAL,L 17-27,2,-4,-2.00,0,0,0,,0
22,1953,1953-11-01,6,27.086,WAS,@,CLE,L 3-27,3,27,9.00,0,2,11,5.50,0
23,1953,1953-11-08,7,27.093,WAS,,CRD,W 28-17,13,54,4.15,0,1,18,18.00,0
24,1953,1953-11-15,8,27.100,WAS,,CHI,L 24-27,2,2,1.00,0,0,0,,0
25,1953,1953-11-22,9,27.107,WAS,@,NYG,W 24-21,5,4,0.80,0,1,17,17.00,0
26,1953,1953-11-29,10,27.114,WAS,@,PIT,W 17-9,2,8,4.00,0,0,0,,0
27,1953,1953-12-06,11,27.121,WAS,,PHI,W 10-0,10,51,5.10,0,0,0,,0
28,1953,1953-12-13,12,27.128,WAS,,PIT,L 13-14,5,14,2.80,0,0,0,,0
29,1954,1954-09-26,1,28.050,CRD,,NYG,L 10-41,1,26,26.00,0,0,0,,0
30,1954,1954-10-03,2,28.057,CRD,,PHI,L 16-35,3,-6,-2.00,0,1,-1,-1.00,0
31,1954,1954-10-24,5,28.078,CRD,,CLE,L 3-35,1,3,3.00,0,0,0,,0
32,1954,1954-10-31,6,28.085,CRD,,PIT,W 17-14,23,55,2.39,0,1,-1,-1.00,0
33,1954,1954-11-07,7,28.092,CRD,@,PHI,L 14-30,3,3,1.00,0,1,7,7.00,0
34,1954,1954-11-14,8,28.099,CRD,@,RAM,L 17-28,0,0,,0,1,26,26.00,0
35,1954,1954-11-21,9,28.106,CRD,,WAS,W 38-16,8,25,3.13,0,1,2,2.00,0
36,1954,1954-11-28,10,28.113,CRD,@,PIT,L 17-20,6,40,6.67,0,0,0,,0
37,1954,1954-12-05,11,28.120,CRD,,CHI,L 7-29,4,10,2.50,0,0,0,,0
38,1954,1954-12-12,12,28.127,CRD,@,WAS,L 20-37,1,0,0.00,0,2,-4,-2.00,0
