ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1982,1982-09-12,1,23.088,SDG,@,DEN,W 23-3,1.0
2,1982,1982-09-19,2,23.095,SDG,@,KAN,L 12-19,
3,1982,1982-11-22,3,23.159,SDG,@,RAI,L 24-28,
4,1982,1982-11-28,4,23.165,SDG,,DEN,W 30-20,1.0
5,1982,1982-12-05,5,23.172,SDG,@,CLE,W 30-13,1.0
6,1982,1982-12-11,6,23.178,SDG,@,SFO,W 41-37,
7,1982,1982-12-20,7,23.187,SDG,,CIN,W 50-34,
8,1982,1982-12-26,8,23.193,SDG,,BAL,W 44-26,
9,1982,1983-01-02,9,23.200,SDG,,RAI,L 34-41,
10,1983,1983-09-04,1,24.080,SDG,,NYJ,L 29-41,
11,1983,1983-09-12,2,24.088,SDG,@,KAN,W 17-14,
12,1983,1983-09-18,3,24.094,SDG,@,SEA,L 31-34,
13,1983,1983-09-25,4,24.101,SDG,,CLE,L 24-30,
14,1983,1983-10-09,6,24.115,SDG,,SEA,W 28-21,
15,1983,1983-10-16,7,24.122,SDG,@,NWE,L 21-37,
16,1983,1983-10-23,8,24.129,SDG,@,DEN,L 6-14,
17,1983,1983-10-31,9,24.137,SDG,,WAS,L 24-27,
18,1983,1983-11-06,10,24.143,SDG,@,PIT,L 3-26,
19,1983,1983-11-13,11,24.150,SDG,,DAL,W 24-23,
20,1983,1983-11-20,12,24.157,SDG,@,STL,L 14-44,
21,1983,1983-11-27,13,24.164,SDG,,DEN,W 31-7,
22,1983,1983-12-01,14,24.168,SDG,,RAI,L 10-42,0.5
23,1983,1983-12-11,15,24.178,SDG,,KAN,W 41-38,
24,1983,1983-12-18,16,24.185,SDG,@,RAI,L 14-30,1.0
25,1984,1984-09-02,1,25.078,SDG,@,MIN,W 42-13,1.0
26,1984,1984-09-09,2,25.085,SDG,@,SEA,L 17-31,
27,1984,1984-09-16,3,25.092,SDG,,HOU,W 31-14,
28,1984,1984-09-24,4,25.100,SDG,@,RAI,L 30-33,
29,1984,1984-09-30,5,25.106,SDG,,DET,W 27-24,
30,1984,1984-10-07,6,25.113,SDG,@,GNB,W 34-28,
31,1984,1984-10-14,7,25.120,SDG,@,KAN,L 13-31,
32,1984,1984-10-21,8,25.127,SDG,,RAI,L 37-44,
33,1984,1984-10-29,9,25.135,SDG,,SEA,L 0-24,
34,1984,1984-11-12,11,25.149,RAI,@,SEA,L 14-17,
35,1984,1984-11-18,12,25.155,RAI,,KAN,W 17-7,
36,1984,1984-11-25,13,25.162,RAI,,IND,W 21-7,1.0
37,1984,1984-12-02,14,25.169,RAI,@,MIA,W 45-34,
38,1984,1984-12-10,15,25.177,RAI,@,DET,W 24-3,
39,1984,1984-12-16,16,25.183,RAI,,PIT,L 7-13,
40,1987,1987-10-04,3,28.110,RAI,,KAN,W 35-17,
41,1987,1987-10-12,4,28.118,RAI,@,DEN,L 14-30,1.0
42,1987,1987-10-18,5,28.124,RAI,,SDG,L 17-23,
