ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1989,1989-09-10,1,22.083,SFO,@,IND,W 30-24,,,,,,,,,,,,,,,,,,,,,
2,1989,1989-09-17,2,22.090,SFO,@,TAM,W 20-16,,,,,,,,,,,,,,,,,,,,,
3,1989,1989-09-24,3,22.097,SFO,@,PHI,W 38-28,,,,,,,,,,,,,,,,,,,,,
4,1989,1989-10-01,4,22.104,SFO,,RAM,L 12-13,,,,,,,,,,,,,,,,,,,,,
5,1989,1989-10-08,5,22.111,SFO,@,NOR,W 24-20,,,,,,,,,,,,,,,,,,,,,
6,1989,1989-11-27,12,22.161,SFO,,NYG,W 34-24,,,,,,,,,,,,,,,,,,,,,
7,1989,1989-12-03,13,22.167,SFO,@,ATL,W 23-10,,,,,,,,,,,,,,,,,,,,,
8,1989,1989-12-11,14,22.175,SFO,@,RAM,W 30-27,,,,,,,,,,,,,,,,,,,,,
9,1990,1990-09-09,1,23.082,CIN,,NYJ,W 25-20,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
10,1990,1990-09-16,2,23.089,CIN,@,SDG,W 21-16,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
11,1990,1990-09-23,3,23.096,CIN,,NWE,W 41-7,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
12,1990,1990-10-01,4,23.104,CIN,@,SEA,L 16-31,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
13,1990,1990-10-07,5,23.110,CIN,@,RAM,W 34-31,,1,19,19.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
14,1990,1990-10-14,6,23.117,CIN,@,HOU,L 17-48,,3,59,19.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
15,1990,1990-10-22,7,23.125,CIN,@,CLE,W 34-13,,1,2,2.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
16,1990,1990-10-28,8,23.131,CIN,@,ATL,L 17-38,,3,36,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
17,1990,1990-11-04,9,23.138,CIN,,NOR,L 7-21,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
18,1990,1990-11-18,10,23.152,CIN,,PIT,W 27-3,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
19,1990,1990-11-25,11,23.159,CIN,,IND,L 20-34,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
20,1990,1990-12-02,12,23.166,CIN,@,PIT,W 16-12,,0,0,,0,,,0,0,,0,1,14,14.00,0,0,0,,0,0,0
21,1990,1990-12-09,13,23.173,CIN,,SFO,L 17-20,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
22,1990,1990-12-16,14,23.180,CIN,@,RAI,L 7-24,,0,0,,0,,,1,-13,-13.00,0,0,0,,0,0,0,,0,0,0
23,1990,1990-12-23,15,23.187,CIN,,HOU,W 40-20,,2,40,20.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
24,1990,1990-12-30,16,23.194,CIN,,CLE,W 21-14,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
25,1991,1991-09-01,1,24.074,CIN,@,DEN,L 14-45,,1,42,42.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
26,1991,1991-09-08,2,24.081,CIN,,HOU,L 7-30,,3,30,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
27,1991,1991-09-15,3,24.088,CIN,@,CLE,L 13-14,,2,29,14.50,0,,,0,0,,0,0,0,,0,2,15,7.50,0,0,0
28,1991,1991-09-22,4,24.095,CIN,,WAS,L 27-34,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
29,1991,1991-10-06,5,24.109,CIN,,SEA,L 7-13,,1,13,13.00,0,,,0,0,,0,0,0,,0,2,3,1.50,0,0,0
30,1991,1991-10-13,6,24.116,CIN,@,DAL,L 23-35,,0,0,,0,,,0,0,,0,0,0,,0,2,12,6.00,0,0,0
31,1991,1991-10-27,8,24.130,CIN,@,HOU,L 3-35,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
32,1991,1991-11-03,9,24.137,CIN,,CLE,W 23-21,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
33,1991,1991-11-10,10,24.144,CIN,,PIT,L 27-33,,1,6,6.00,0,,,0,0,,0,0,0,,0,4,23,5.75,0,0,0
34,1991,1991-11-17,11,24.151,CIN,@,PHI,L 10-17,,4,33,8.25,0,,,0,0,,0,0,0,,0,3,17,5.67,0,0,0
35,1991,1991-11-24,12,24.158,CIN,,RAI,L 14-38,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
36,1991,1991-12-01,13,24.165,CIN,,NYG,W 27-24,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
37,1991,1991-12-09,14,24.173,CIN,@,MIA,L 13-37,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
38,1991,1991-12-15,15,24.179,CIN,@,PIT,L 10-17,,3,27,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
39,1991,1991-12-22,16,24.186,CIN,,NWE,W 29-7,,0,0,,0,,,0,0,,0,1,7,7.00,0,0,0,,0,0,0
40,1992,1992-11-08,9,25.142,TAM,,MIN,L 7-35,,0,0,,0,0.0%,,,,,,,,,,,,,,,
41,1992,1992-11-15,10,25.149,TAM,,CHI,W 20-17,,1,32,32.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
