ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2005,2005-09-11,1,22.008,ARI,@,NYG,L 19-42,,4,1,10,10.00,0,25.0%,2.50,0,0
2,2005,2005-09-18,2,22.015,ARI,,STL,L 12-17,,3,2,15,7.50,0,66.7%,5.00,0,0
3,2005,2005-09-25,3,22.022,ARI,@,SEA,L 12-37,,2,1,9,9.00,0,50.0%,4.50,0,0
4,2005,2005-10-02,4,22.029,ARI,,SFO,W 31-14,*,1,0,0,,0,0.0%,0.00,0,0
5,2005,2005-10-09,5,22.036,ARI,,CAR,L 20-24,*,1,0,0,,0,0.0%,0.00,0,0
6,2005,2005-10-23,6,22.050,ARI,,TEN,W 20-10,*,2,1,7,7.00,0,50.0%,3.50,0,0
7,2005,2005-10-30,7,22.057,ARI,@,DAL,L 13-34,,1,1,7,7.00,0,100.0%,7.00,0,0
8,2005,2005-11-06,8,22.064,ARI,,SEA,L 19-33,*,2,2,5,2.50,0,100.0%,2.50,0,0
9,2005,2005-11-13,9,22.071,ARI,@,DET,L 21-29,*,2,1,32,32.00,0,50.0%,16.00,0,0
10,2005,2005-11-20,10,22.078,ARI,@,STL,W 38-28,,4,4,35,8.75,1,100.0%,8.75,1,6
11,2005,2005-11-27,11,22.085,ARI,,JAX,L 17-24,*,3,1,2,2.00,0,33.3%,0.67,0,0
12,2005,2005-12-04,12,22.092,ARI,@,SFO,W 17-10,,2,0,0,,0,0.0%,0.00,0,0
13,2005,2005-12-11,13,22.099,ARI,,WAS,L 13-17,,5,3,41,13.67,0,60.0%,8.20,0,0
14,2005,2005-12-18,14,22.106,ARI,@,HOU,L 19-30,*,3,3,18,6.00,0,100.0%,6.00,0,0
15,2005,2005-12-24,15,22.112,ARI,,PHI,W 27-21,*,4,4,54,13.50,0,100.0%,13.50,0,0
16,2005,2006-01-01,16,22.120,ARI,@,IND,L 13-17,*,4,4,35,8.75,0,100.0%,8.75,0,0
17,2006,2006-09-10,1,23.007,ARI,,SFO,W 34-27,*,2,2,18,9.00,1,100.0%,9.00,1,6
18,2006,2006-09-17,2,23.014,ARI,@,SEA,L 10-21,*,4,2,17,8.50,0,50.0%,4.25,0,0
19,2006,2006-09-24,3,23.021,ARI,,STL,L 14-16,*,,0,0,,0,0.0%,,0,0
20,2006,2006-10-01,4,23.028,ARI,@,ATL,L 10-32,*,2,1,4,4.00,0,50.0%,2.00,0,0
21,2006,2006-10-08,5,23.035,ARI,,KAN,L 20-23,*,,0,0,,0,0.0%,,0,0
22,2006,2006-10-16,6,23.043,ARI,,CHI,L 23-24,,1,0,0,,0,0.0%,0.00,0,0
23,2006,2006-10-22,7,23.049,ARI,@,OAK,L 9-22,,1,0,0,,0,0.0%,0.00,0,0
24,2006,2006-10-29,8,23.056,ARI,@,GNB,L 14-31,*,1,0,0,,0,0.0%,0.00,0,0
25,2006,2006-11-12,9,23.070,ARI,,DAL,L 10-27,*,6,5,30,6.00,0,83.3%,5.00,0,0
26,2006,2006-11-19,10,23.077,ARI,,DET,W 17-10,,2,2,10,5.00,0,100.0%,5.00,0,0
27,2006,2006-11-26,11,23.084,ARI,@,MIN,L 26-31,,4,3,32,10.67,0,75.0%,8.00,0,0
28,2006,2006-12-03,12,23.091,ARI,@,STL,W 34-20,,,0,0,,0,0.0%,,0,0
29,2006,2006-12-10,13,23.098,ARI,,SEA,W 27-21,,1,0,0,,0,0.0%,0.00,0,0
30,2006,2006-12-17,14,23.105,ARI,,DEN,L 20-37,,,0,0,,0,0.0%,,0,0
