ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2009,2009-12-06,12,24.319,DET,@,CIN,L 13-23,,,,,,,0.0%,
2,2009,2009-12-13,13,24.326,DET,@,BAL,L 3-48,,3,1,4,4.00,0,33.3%,1.33
3,2010,2010-09-12,1,25.234,DEN,@,JAX,L 17-24,,1,1,2,2.00,0,100.0%,2.00
4,2010,2010-09-19,2,25.241,DEN,,SEA,W 31-14,,1,,,,,0.0%,
5,2010,2010-09-26,3,25.248,DEN,,IND,L 13-27,,2,1,2,2.00,0,50.0%,1.00
6,2010,2010-10-03,4,25.255,DEN,@,TEN,W 26-20,,0,0,0,,0,0.0%,
7,2010,2010-10-10,5,25.262,DEN,@,BAL,L 17-31,*,2,1,9,9.00,0,50.0%,4.50
8,2010,2010-10-17,6,25.269,DEN,,NYJ,L 20-24,,,,,,,0.0%,
9,2010,2010-10-24,7,25.276,DEN,,OAK,L 14-59,,1,,,,,0.0%,
10,2010,2010-10-31,8,25.283,DEN,@,SFO,L 16-24,*,3,3,30,10.00,0,100.0%,10.00
11,2010,2010-11-14,9,25.297,DEN,,KAN,W 49-29,,1,,,,,0.0%,
12,2010,2010-11-22,10,25.305,DEN,@,SDG,L 14-35,*,0,0,0,,0,0.0%,
13,2010,2010-11-28,11,25.311,DEN,,STL,L 33-36,,1,1,13,13.00,0,100.0%,13.00
14,2010,2010-12-05,12,25.318,DEN,@,KAN,L 6-10,*,1,1,9,9.00,0,100.0%,9.00
15,2011,2011-09-12,1,26.234,NWE,@,MIA,W 38-24,,0,,,,,0.0%,
16,2011,2011-09-18,2,26.240,NWE,,SDG,W 35-21,,0,,,,,0.0%,
17,2011,2011-10-16,6,26.268,NWE,,DAL,W 20-16,*,,,,,,0.0%,
18,2011,2011-10-30,7,26.282,NWE,@,PIT,L 17-25,,,,,,,0.0%,
19,2011,2011-11-06,8,26.289,NWE,,NYG,L 20-24,,,,,,,0.0%,
20,2011,2011-12-24,15,26.337,CLE,@,BAL,L 14-20,,,,,,,0.0%,
21,2011,2012-01-01,16,26.345,CLE,,PIT,L 9-13,,,,,,,0.0%,
